x0,x1,x2,x3,x4,x5,x6,x7
-0.845,0.63,-1.161,-0.891,-0.45,-1.218,1.498,-0.745
-0.927,-0.445,-0.418,-0.215,0.845,0.067,2.132,-0.1
-1.341,-1.182,0.241,-0.102,0.11,0.073,-0.08,-0.902
-1.151,-1.632,0.999,-0.013,1.502,0.608,-1.467,-1.063
-0.738,0.477,0.88,0.393,-0.619,0.158,-1.393,-3.223
0.046,0.227,1.645,0.094,1.612,0.481,-2.046,-1.83
-0.406,2.214,0.538,-0.204,-0.451,-0.551,-1.465,-0.678
0.106,1.604,1.501,-2.286,0.93,0.832,-1.71,-1.329
1.285,1.164,0.491,0.106,0.422,0.939,-0.036,-0.35
1.138,0.665,0.191,-0.022,0.141,-0.811,0.028,-0.711
0.481,1.134,-1.903,-0.142,1.425,0.113,0.066,-0.339
1.165,-0.09,-0.187,-0.291,-1.043,-1.002,-1.768,-0.957
-1.674,1.678,-0.935,0.563,0.981,0.558,-1.157,-1.459
-0.355,0.642,-0.18,-0.384,-0.438,0.597,-0.169,0.356
-0.901,-0.31,1.135,0.056,-0.206,0.315,0.037,1.532
-0.604,0.162,0.802,1.906,-0.776,1.542,-0.379,0.279
0.119,0.9,2.086,0.655,0.085,0.807,0.094,0.229
1.084,-0.466,1.921,-0.145,-0.125,0.06,-0.348,-0.782
1.207,0.235,-1.039,-0.544,0.489,1.319,-1.928,-1.36
1.132,-0.433,1.112,-0.839,-0.394,0.494,-0.694,-0.612
1.2,-0.768,-0.65,0.641,0.432,0.892,-0.987,-0.315
-0.313,-0.576,0.707,1.211,-1.446,0.69,-0.569,-0.371
-0.483,0.075,0.467,1.079,0.948,1.566,0.248,0.098
-0.981,-0.778,0.185,0.178,-0.709,-0.269,0.804,-0.102
-0.8,-0.039,-0.031,0.595,0.488,0.326,0.799,0.05
0.852,-0.267,-0.272,-0.091,0.234,-0.282,0.519,-0.404
0.679,-0.917,-0.409,-0.066,0.836,0.987,-2.059,-1.707
0.441,-1.533,-0.948,0.917,0.328,-0.515,-0.093,0.9
-0.999,-1.813,-1.159,0.505,0.673,1.137,-1.255,0.558
-1.503,-2.227,-0.532,1.048,1.141,1.031,-1.717,1.651
-1.121,-0.319,0.473,0.58,-1.837,-0.863,-0.66,0.165
-0.695,-0.472,-0.243,-0.405,0.326,0.68,-0.47,1.298
0.022,-0.28,1.278,0.321,-0.238,0.108,0.101,1.475
-0.198,0.856,-0.666,0.087,0.049,-0.312,-1.533,1.657
0.93,-0.789,1.59,0.325,-0.143,0.115,0.836,0.431
0.636,-0.94,-1.457,0.004,1.155,-0.3,0.435,0.813
-0.33,-0.523,0.564,1.368,-0.896,-1.195,-0.471,0.716
-0.535,-1.628,-0.647,1.647,0.366,0.359,-1.486,0.723
0.282,-1.601,-0.176,1.594,-1.436,0.381,0.387,1.458
0.404,-1.366,-1.163,-0.83,-0.625,0.291,-0.051,0.131
-0.087,-0.466,0.061,0.631,-0.853,1.831,0.588,-1.561
-1.091,-0.534,-0.788,0.334,-0.153,0.623,0.234,-1.005
-1.489,1.327,0.092,0.175,-1.275,0.291,1.084,0.17
-1.335,1.638,-0.138,-1.224,-0.559,0.838,0.594,-0.407
-0.122,0.221,0.423,-1.302,-0.55,0.242,2.185,-0.777
-1.481,-0.209,-0.528,-0.325,0.184,0.278,1.374,-1.491
-1.106,-0.362,2.291,0.587,-0.268,-0.638,2.01,-1.267
-1.73,2.836,-1.056,-0.979,-0.104,-1.071,0.763,-1.289
0.022,0.111,2.066,-1.634,-0.715,-1.222,0.123,-2.324
-0.674,0.088,-0.722,-1.745,1.556,-1.005,-1.235,-1.006
-0.018,-1.621,0.831,-2.007,-0.621,-1.594,-0.861,-1.061
-0.483,-1.013,-1.373,-0.412,0.334,-0.734,-1.667,-0.289
0.333,1.266,1.251,0.818,-0.938,-0.769,-0.756,-0.407
-0.491,0.19,-2.04,-0.904,0.686,0.123,-0.223,-0.502
-1.85,1.009,1.307,-0.717,-1.225,-0.115,0.104,0.164
-1.616,0.663,-0.116,-0.733,0.002,0.956,-0.378,0.647
-0.175,-0.237,0.948,-2.165,-0.266,0.175,0.54,-0.819
-0.626,-0.316,-0.961,-1.231,-0.647,0.121,-0.54,-0.057
-0.79,-0.626,0.157,-1.659,0.339,-1.152,-2.016,1.116
-0.632,-0.978,-1.895,-0.877,0.182,-0.605,-3.069,-0.805
-0.062,-1.594,0.589,0.812,-0.182,-1.971,-1.1,1.673
-1.182,0.614,-0.802,1.068,0.787,-1.251,-0.005,-0.48
-0.594,-0.252,1.148,1.482,-0.741,-1.007,1.113,0.799
-1.343,0.035,-1.03,0.004,0.651,1.183,1.604,2.298
-0.419,-0.829,0.74,0.383,-1.04,0.809,1.549,1.313
-1.772,0.582,0.199,0.734,0.035,0.675,0.794,-0.721
-0.786,0.043,1.265,-0.21,0.197,1.005,0.881,-0.825
-0.953,0.042,1.14,0.938,0.106,0.387,0.628,-0.304
-0.14,-1.721,1.416,0.691,-0.071,-1.232,-0.311,-0.061
-0.64,-0.457,0.856,-0.062,1.208,0.461,0.082,-0.625
-0.454,1.336,1.082,-0.211,0.383,-1.183,-0.16,0.244
0.056,-0.079,1.633,-0.37,2.05,0.368,0.815,0.741
-0.78,-0.382,0.066,0.485,0.995,-0.343,2.034,0.98
0.329,-1.301,0.456,1.258,-0.649,-0.926,1.253,1.259
0.088,-0.382,-0.031,1.302,0.044,-0.424,0.875,-0.121
-1.001,-0.162,0.384,-0.145,0.288,-0.261,0.434,0.465
-1.654,0.632,0.39,-1.27,-0.1,0.214,-1.206,0.776
-0.538,0.699,1.522,-1.106,1.319,-0.405,0.197,-1.027
0.382,-0.458,0.663,-1.09,0.546,-0.513,-0.985,-1.104
0.616,-0.067,0.276,0.185,0.859,-0.579,-1.429,-0.139
0.982,-0.289,1.755,0.319,1.543,-1.401,-1.259,0.064
1.009,-1.189,-0.62,1.232,0.07,-1.477,-0.916,0.055
1.423,-0.442,0.615,1.813,1.687,-1.014,-0.522,0.528
1.669,3.043,-1.544,1.655,-1.019,-0.145,-0.385,0.393
0.531,3.565,-0.783,0.405,-0.973,2.699,-0.857,-0.033
0.121,1.804,-1.391,-0.284,-1.446,1.846,-0.5,1.374
-0.492,2.254,1.122,-0.999,-0.569,1.691,0.553,1.237
-0.971,1.008,-0.255,1.08,1.465,0.574,1.673,0.836
-0.579,0.668,0.925,0.619,0.33,-1.545,1.579,0.026
-0.716,-1.253,-1.035,0.267,1.658,-1.17,0.097,0.131
-0.979,-1.545,1.064,1.064,0.207,-1.448,-0.941,-0.484
-0.891,-1.388,-0.905,0.843,1.269,0.032,-0.985,-1.659
0.887,-0.754,0.153,0.959,-0.188,0.488,-0.473,-1.746
0.303,-0.363,-0.397,0.398,0.815,1.027,-1.302,-1.01
0.405,-0.62,-0.371,0.467,-0.767,-0.141,0.561,0.396
-0.33,-1.038,0.707,-0.294,-0.027,-0.46,-0.022,-0.499
-0.349,-0.377,0.896,-0.504,-0.66,0.558,-0.899,0.234
0.207,-1.329,0.8,-0.111,0.736,1.115,-0.581,0.094
0.391,-1.387,0.303,0.421,-0.591,0.198,-0.042,-0.62
0.281,-0.907,0.027,0.029,-0.054,0.591,-1.071,1.414
0.629,-1.488,0.512,-1.074,-0.159,1.519,-0.833,-0.585
0.061,-1.024,0.136,-0.088,0.698,1.313,-1.335,-0.044
0.257,-1.1,-0.101,-0.281,1.127,1.033,-2.008,0.029
0.798,0.44,-0.989,0.681,0.972,-0.034,-1.821,0.665
1.518,-0.212,-0.206,0.18,-0.224,-0.631,-1.561,-0.321
0.775,-0.1,-1.128,-0.566,0.782,0.849,-0.96,0.931
1.219,0.383,-0.763,-0.579,0.052,0.145,-0.962,0.152
1.208,0.666,-0.962,-1.126,0.273,-0.285,-0.957,0.872
-0.11,-1.184,-1.546,-0.405,-0.867,1.311,-0.31,1.004
-1.324,-0.879,-0.126,-0.716,-1.364,0.46,-0.669,1.365
-1.716,-1.284,-0.034,0.379,-1.046,-0.347,-0.205,-0.283
-0.519,-0.689,0.813,0.579,-1.376,-0.394,0.223,-0.04
-0.349,-0.823,0.708,-0.284,-0.991,-0.336,0.19,0.048
-0.41,-0.127,2.292,-0.393,0.202,-0.628,0.014,-0.483
1.075,-0.94,0.593,0.263,1.962,-0.42,1.61,1.407
1.706,-0.868,1.027,-0.944,0.005,-1.209,1.106,-1.25
-0.275,-0.893,0.11,1.136,1.388,0.116,-1.339,-0.863
0.323,0.455,0.576,0.269,-0.693,0.072,0.452,-1.48
0.806,0.357,0.655,-0.201,0.582,0.137,0.256,-2.679
0.939,0.577,0.805,0.071,1.025,-1.119,0.902,-0.979
1.115,0.117,-0.02,-0.37,0.735,-0.688,0.122,-0.481
1.127,-0.18,1.763,1.014,0.492,-1.734,-0.77,0.37
-0.114,0.084,-1.828,1.083,0.494,-1.336,0.077,0.106
0.317,0.794,0.332,-0.71,-1.543,-0.504,0.376,0.702
-0.991,0.378,-2.098,-0.888,0.581,0.395,0.442,1.098
-1.089,1.187,1.711,0.034,-1.518,-0.478,2.409,0.108
-2.069,1.557,-0.358,-1.134,1.097,-0.159,-0.066,-0.395
-0.668,-0.758,1.408,-1.63,-0.345,-0.279,0.067,0.437
-0.599,0.146,0.742,0.679,2.804,-1.248,-0.188,-1.088
-0.193,-0.02,0.565,0.32,1.016,-3.637,-0.182,0.067
-0.344,0.273,2.452,-0.808,1.936,-1.407,-1.308,-0.731
0.018,1.008,-0.057,-1.02,1.916,-0.733,-0.263,-0.481
1.62,-0.102,2.078,-0.457,0.497,-1.148,-0.818,-0.52
-0.097,-1.335,-1.442,1.217,1.41,-1.554,-1.357,0.726
0.791,0.428,1.476,0.569,-0.741,-1.314,-1.32,-0.196
-0.49,-0.512,-1.309,0.285,0.784,0.698,-1.074,0.294
-0.94,-0.996,-0.012,0.271,-0.401,1.488,0.193,1.237
-2.448,-0.353,-1.817,0.012,0.741,0.847,-0.601,1.365
-2.314,-0.836,0.69,-0.894,-0.134,0.487,-0.822,2.46
-2.027,-1.623,0.767,-1.226,2.102,0.766,-1.846,1.476
-0.892,-0.934,1.158,-1.584,1.628,-0.788,-0.309,0.381
-0.92,-1.07,-0.299,-1.047,0.315,-1.832,-0.118,0.052
0.479,-0.076,2.175,-0.27,1.194,-0.516,-1.103,1.242
1.404,-0.483,-0.067,-0.143,1.07,-1.111,-1.164,0.386
2.021,-0.83,1.098,-0.71,0.337,-1.823,-0.796,0.274
0.914,-0.718,-0.309,0.261,2.181,-0.992,-2.084,1.201
1.893,0.88,2.162,1.481,0.138,-2.143,-1.394,0.892
1.592,1.048,-0.909,-0.032,1.337,-1.154,-1.154,0.614
2.345,-0.122,-0.06,-0.295,-1.529,-0.033,-0.642,0.635
0.903,2.104,-0.616,0.448,1.03,0.413,0.186,0.262
-1.533,0.966,-2.205,0.767,-0.797,-0.18,0.754,0.963
0.205,-0.371,0.444,1.129,1.231,-0.141,-0.648,0.782
-1.684,0.644,-1.426,0.944,-0.17,-0.054,1.463,1.464
-1.026,-0.01,1.922,-0.153,-0.284,0.53,0.485,0.833
0.475,1.784,-0.235,0.337,-0.319,0.021,0.299,2.089
1.285,1.561,0.277,-0.044,-1.114,-0.653,0.673,-0.074
1.371,0.615,-0.471,-1.315,-0.118,-0.04,0.22,1.565
0.193,1.565,-1.43,-1.165,-0.315,-0.795,-0.313,1.163
-1.378,1.402,1.063,-2.655,0.681,0.083,-0.125,0.507
-1.857,-0.262,-0.399,-1.99,1.016,-1.407,-0.378,0.256
-0.175,0.497,1.848,-1.239,0.038,-0.785,-0.609,-0.452
-0.34,-0.072,-0.551,-0.762,0.606,-1.819,-1.011,-0.779
-0.226,-0.134,1.418,0.063,0.241,-1.272,-0.08,-1.51
-0.206,0.016,-0.253,0.339,0.628,-0.937,-0.623,-1.05
1.324,-0.82,2.207,1.235,-0.535,-0.171,-1.713,-0.175
-0.295,-1.603,-1.874,1.103,2.224,0.267,-0.308,-0.284
-0.273,-0.613,1.009,1.182,-1.004,0.081,1.01,0.52
-1.291,-1.247,-1.172,1.859,1.428,0.194,0.132,1.087
0.272,-3.042,0.033,1.546,0.255,0.178,-0.524,1.627
-0.017,-2.1,-0.845,1.561,0.461,0.301,-0.165,-0.12
1.318,-0.846,0.774,1.448,-1.097,-0.027,0.231,0.007
1.273,-0.628,-1.552,0.589,0.947,0.753,0.801,0.231
1.106,0.694,-0.25,-0.292,-1.825,-0.35,1.067,-1.561
1.2,0.396,-0.931,0.446,0.841,0.399,-0.054,-0.822
0.731,-0.505,-0.102,-0.076,-2.58,0.057,0.116,-0.756
-0.083,-0.632,-1.259,1.489,0.936,0.339,-1.003,0.568
0.396,-1.529,-1.946,1.969,-1.871,1.12,2.384,0.554
-0.765,0.131,-1.185,2.619,0.433,2.139,1.133,-0.475
-1.259,-1.095,0.961,0.549,-1.437,2.216,1.387,0.313
-0.296,-1.118,-0.687,1.82,-0.146,1.992,0.703,0.123
0.116,-0.72,-0.229,0.432,-1.456,0.819,0.622,-0.402
-0.602,-0.248,-0.063,-0.874,1.062,1.176,1.611,0.21
-0.746,-1.37,0.224,0.025,-0.733,-0.454,1.807,-1.061
0.068,-1.381,-0.323,0.001,2.457,0.2,0.235,-0.544
-0.231,-0.561,0.093,0.713,-0.316,-1.329,1.722,-2.08
-0.518,0.762,-0.117,1.119,2.328,-1.17,-0.133,-0.641
-0.548,0.786,0.501,0.31,-0.204,-1.754,0.43,-0.636
-0.221,0.333,0.73,0.337,0.76,-1.634,-0.352,-0.518
-0.31,-1.172,-0.34,-0.064,0.911,-1.178,-0.291,-0.683
-1.034,-1.295,0.961,1.239,1.863,-1.386,-0.203,-0.812
-1.532,-0.183,0.036,-0.022,0.386,-0.203,-0.428,-1.654
-1.075,0.704,0.762,-0.009,1.22,0.629,-2.079,-0.692
0.127,0.962,1.484,0.032,1.348,0.271,-0.969,-0.529
0.908,0.505,0.358,0.66,3.115,0.012,-1.451,1.184
1.535,1.312,0.178,0.288,1.712,-0.424,-2.331,1.68
0.664,3.308,-0.59,-0.258,0.599,-0.74,-1.732,0.278
-0.045,1.368,0.155,-1.192,-0.065,-0.83,-2.512,0.091
-0.638,-0.03,-0.288,-0.851,0.397,-0.415,-1.017,-0.206
-1.0,1.159,0.829,-0.815,0.575,0.53,-0.902,1.312
0.882,0.94,-0.915,-1.653,1.996,-0.915,-0.603,0.23
-0.794,0.411,0.85,-1.419,0.437,-1.029,-0.044,0.642
-0.315,0.537,-0.307,-0.542,2.016,-1.012,-0.19,1.211
-0.806,-0.367,1.091,-1.07,0.79,-2.081,-0.151,0.289
-0.753,-0.992,1.273,0.28,1.264,-1.308,-1.549,-0.846
-0.954,-1.288,1.756,1.483,-0.02,-1.936,-1.288,0.412
-0.767,0.331,-0.113,0.828,0.667,-0.248,0.019,1.599
-0.857,-1.162,2.179,0.287,-1.319,0.034,1.864,1.228
0.642,-0.044,0.492,0.169,1.018,1.404,-0.464,1.151
1.333,-0.58,1.409,0.162,-1.06,0.23,-0.162,-0.554
0.64,-0.566,-1.364,0.129,1.146,0.045,-0.475,-1.108
1.307,0.028,-0.272,0.796,-1.687,-0.764,-1.048,0.975
0.317,0.711,-0.975,0.693,0.389,0.545,-2.631,-1.673
0.605,0.611,-0.91,0.16,-1.182,0.557,-0.675,-0.608
-1.451,-1.15,-1.18,-1.052,0.66,0.504,-1.107,-0.42
-0.908,0.619,1.001,0.254,-0.636,-0.35,0.929,1.967
-0.313,1.346,1.5,-0.198,0.156,0.485,-0.46,0.648
-1.091,0.901,0.547,-1.387,0.473,-0.657,-0.513,0.751
0.168,0.432,1.965,-0.76,2.676,0.01,-0.487,1.238
1.611,1.763,0.335,-0.57,1.908,-1.407,0.673,0.578
1.863,1.746,0.859,0.242,0.964,-1.079,-0.538,1.342
1.729,1.051,-0.295,-0.452,1.131,-0.145,-0.485,0.903
2.122,0.577,-1.169,-0.85,0.788,-0.351,-0.041,0.648
0.945,0.147,-0.154,0.575,0.572,-0.892,-0.341,1.687
0.222,0.935,-1.649,0.867,0.528,-1.284,-0.88,0.436
-0.785,1.618,-0.816,-0.204,-0.977,0.273,-1.843,-0.042
-1.571,-0.681,0.41,-0.599,-0.543,1.109,-1.093,1.228
-1.381,-0.02,-0.139,-0.044,0.133,1.287,-0.657,-0.372
-0.071,0.602,1.41,0.151,-0.383,0.851,-0.147,-0.918
-0.078,-0.985,0.551,0.914,1.317,0.591,1.131,0.204
0.776,-0.607,-0.043,0.985,-0.986,-0.184,-0.458,1.698
0.017,-1.783,-1.293,2.007,-0.031,1.972,-0.847,1.716
-0.087,-0.75,1.414,1.358,0.89,0.911,0.771,0.501
-0.459,-2.129,-0.453,0.892,-0.026,2.598,0.545,0.895
1.195,-1.62,1.924,2.223,-0.35,1.342,-1.583,-0.437
0.864,-1.271,-0.669,1.022,0.908,1.767,-0.658,-2.229
0.983,-0.946,1.499,1.42,-0.678,0.975,-0.353,-1.498
0.403,0.527,0.659,2.368,0.133,0.16,-0.573,0.812
0.354,0.755,0.417,1.795,-0.669,1.249,-1.36,-0.183
0.332,0.019,-0.052,0.325,0.459,1.281,-0.791,-1.871
0.254,-0.804,0.116,0.053,-0.963,1.302,0.777,-0.832
-1.066,-0.642,-0.07,-0.828,-0.332,0.534,0.472,0.587
-0.736,-1.056,-1.574,-0.14,0.398,0.676,1.564,1.446
-0.869,0.288,-0.535,1.973,-0.868,-0.765,0.061,2.168
-2.125,1.736,-0.183,0.961,-0.24,0.329,0.578,-0.282
-1.596,1.782,0.895,0.738,-1.223,1.963,0.091,-0.994
-0.144,1.097,0.829,0.553,0.755,2.057,0.335,0.434
0.619,0.612,0.291,0.059,-0.185,0.241,1.285,0.05
1.033,-0.135,-1.409,-0.609,2.282,0.07,0.299,-1.643
0.04,1.203,-0.087,0.108,-1.334,0.371,-0.423,-1.362
-0.262,0.107,-0.463,0.602,0.69,0.018,-1.157,-1.835
-0.068,1.248,-0.675,0.058,-0.626,-0.316,-1.505,-0.538
0.375,-0.262,-0.106,0.157,-0.583,0.095,-0.421,0.174
0.024,-0.27,-0.218,0.354,0.35,-0.29,0.018,0.156
-0.836,-1.726,-0.335,0.215,-0.56,0.658,-0.208,1.27
-0.645,-0.835,-0.018,-0.174,-0.547,0.711,-0.092,0.652
-1.265,-1.309,0.737,1.001,0.054,0.494,0.861,-0.134
-0.778,0.639,0.795,1.797,-0.435,0.454,1.282,-0.089
-0.882,0.567,-0.01,0.644,-0.216,1.172,0.204,-1.015
0.393,0.805,1.765,-0.11,-0.758,0.709,-0.222,-1.43
-0.241,0.675,0.459,-1.422,0.73,-1.389,-0.273,-2.12
0.119,-0.653,0.418,0.021,0.595,-1.237,0.354,-0.518
0.278,-0.077,-0.146,-0.856,1.602,-1.663,-0.951,-0.998
-0.613,1.51,-0.518,-0.965,-0.299,-0.857,-0.679,-0.27
-0.622,0.707,0.511,0.326,0.913,0.31,-1.793,-0.076
-1.056,-0.688,0.845,-0.6,-0.193,-1.742,0.213,0.052
0.405,-1.789,1.289,-0.021,-0.203,-0.463,-0.521,-0.532
1.103,-1.758,0.728,-0.361,0.1,-0.692,-0.588,0.227
0.92,-2.275,-0.891,-0.068,1.0,1.549,-0.482,0.091
0.699,-0.328,-0.641,1.105,-0.378,-0.975,-1.091,0.008
0.91,0.371,-2.051,1.051,0.195,-0.748,-0.944,-0.209
0.46,-0.611,-0.125,1.954,-0.509,-0.002,0.578,0.187
-0.067,0.255,-0.449,0.584,0.368,0.103,0.245,-0.176
-0.03,-0.291,0.783,0.372,-1.105,0.577,0.528,-0.275
-1.41,-0.227,-0.552,0.324,0.629,1.42,-0.762,0.661
-0.8,0.15,1.281,-0.714,-0.678,-0.571,0.835,1.629
-0.969,-0.254,0.361,0.135,0.667,-0.302,0.902,1.826
0.107,0.092,2.19,-0.144,0.229,-0.593,-0.582,0.701
0.875,-1.33,-1.405,-1.036,2.742,-1.253,-0.47,0.347
0.929,-0.404,1.311,0.71,0.829,-1.215,0.254,0.26
0.707,-0.359,-1.254,0.172,2.248,-1.105,-2.739,1.331
2.083,-1.737,0.233,0.047,0.394,-0.72,-1.341,-0.153
0.22,-2.258,-1.222,0.16,1.816,0.863,-0.222,-1.073
1.488,-2.852,0.256,0.179,-0.348,-1.157,-0.603,-0.271
0.194,-1.041,-1.962,0.144,1.143,-0.308,-0.223,1.222
0.489,-0.221,0.446,0.768,-0.803,-0.495,0.308,0.48
-0.525,0.051,-0.587,0.02,0.224,-0.099,-0.324,0.369
-0.007,-1.008,1.812,0.368,0.249,0.322,0.303,-1.302
-0.85,0.367,-0.052,0.71,1.547,-0.794,-0.405,-1.236
-0.309,1.046,1.802,0.992,1.282,-0.406,0.718,-0.259
-0.525,-0.257,-1.004,-0.926,0.006,-0.5,0.361,0.132
0.404,0.855,0.887,-0.078,-0.372,0.846,-0.028,0.217
0.0,0.289,-1.263,-0.858,-0.596,-0.606,-0.637,-0.395
1.734,-1.334,0.372,-0.094,-0.184,-0.187,-0.098,-0.71
1.86,-2.054,-0.396,1.15,0.606,-0.317,-1.012,-1.161
0.928,-0.699,-1.746,1.778,0.265,0.468,-0.139,0.083
0.804,-0.297,-0.794,1.205,0.086,0.116,-1.303,0.945
0.651,0.536,-1.303,-0.786,-1.025,1.891,-2.367,1.473
0.04,0.133,-0.911,-1.659,0.379,0.836,-1.858,0.785
-0.564,0.424,0.22,-0.378,-0.856,-0.049,0.976,0.402
-0.827,1.878,0.708,-0.624,-0.658,-1.69,-0.61,-0.678
0.252,2.222,1.149,-0.213,-0.576,-0.085,0.218,0.557
-0.164,0.729,-0.145,-1.614,-0.294,-0.016,-0.203,-0.83
0.012,0.575,0.483,-0.472,0.621,0.418,0.368,-1.668
0.291,0.858,0.32,-0.235,0.087,-1.105,1.088,0.419
0.682,0.937,0.352,0.202,0.394,-0.868,-0.803,0.04
0.735,0.833,-0.763,-0.194,-0.468,0.128,1.135,0.372
0.232,-0.153,0.329,-0.861,-0.427,0.836,-0.355,-0.472
0.768,-0.245,-2.105,-0.578,0.218,0.942,-0.263,-0.459
1.861,-0.439,0.725,0.03,-0.713,-0.769,-0.122,-0.782
0.898,0.988,-0.892,-0.362,0.473,-0.532,-0.882,-0.982
0.723,1.497,0.247,0.468,-1.376,-0.122,-0.422,0.689
0.946,0.445,0.07,0.415,0.606,-0.131,-0.095,-0.5
0.268,0.677,-0.364,0.946,-0.68,-0.858,-0.829,-0.93
-0.342,0.118,-0.74,0.912,-0.734,0.91,-1.785,0.113
-0.162,1.171,1.027,-0.583,-0.48,0.544,-0.494,-0.182
-2.229,1.49,-0.909,-0.629,-1.499,0.962,1.487,-1.266
-1.984,1.213,3.16,-0.236,-0.814,0.884,-0.134,0.691
-1.897,1.625,0.277,-0.898,0.352,-0.037,2.536,-0.586
-1.33,1.507,2.439,-1.505,-0.667,0.409,2.381,0.014
-1.317,1.815,0.491,-2.114,0.784,-0.62,1.217,0.082
-0.387,1.256,2.105,-2.188,2.082,-1.096,1.275,-1.254
-1.211,0.638,0.169,-1.191,1.571,-1.648,-0.028,-1.945
-0.242,-0.215,1.264,-0.694,0.978,-1.754,-2.611,-0.337
-0.64,-1.229,1.147,1.014,1.876,-2.651,-2.306,-0.336
0.219,-0.861,-0.148,0.999,0.776,-2.397,-2.356,0.352
1.296,-1.151,0.094,0.695,1.044,-1.188,-1.68,1.229
0.957,-0.427,-1.193,0.935,0.794,-0.311,-0.914,2.343
0.655,0.76,-0.389,0.006,-0.201,-1.738,-0.845,0.349
0.047,0.528,-1.182,0.626,0.744,0.38,-0.677,1.489
-0.069,-0.082,-0.429,0.758,-1.016,-0.645,-0.041,0.774
-0.961,-0.632,-0.232,-0.329,-0.353,-0.435,-0.399,0.61
-0.749,-1.514,0.845,0.248,-0.351,-0.224,-0.344,0.217
-0.481,0.398,0.93,0.816,-0.196,0.165,1.602,-0.983
-0.845,-1.242,0.565,0.256,0.409,0.44,1.601,-0.253
0.221,-1.433,1.015,1.473,0.426,-0.252,1.907,0.784
1.373,-2.723,-0.685,0.574,-0.65,-1.253,0.282,0.235
0.862,-1.613,1.086,0.511,-0.02,-0.126,0.689,0.471
0.205,-1.298,-0.609,1.452,-0.878,-0.388,1.134,0.135
-0.002,-0.906,-1.366,-0.771,0.17,0.632,0.719,0.101
0.28,-0.638,-0.338,-0.057,-1.042,-0.452,2.189,-1.296
-1.11,-0.952,-1.381,0.306,0.919,0.027,0.94,-0.366
-0.87,-1.339,0.997,0.342,-0.965,0.305,0.653,0.231
-1.716,0.964,-0.74,1.111,1.001,-0.567,-0.481,-1.647
-0.878,0.308,0.785,-0.553,-0.97,-1.627,0.32,-0.96
-1.93,0.947,-0.394,0.06,0.152,0.288,-0.451,-0.589
-0.182,-0.524,-0.125,-0.679,-0.439,1.235,1.493,0.016
-1.071,1.055,-1.169,-0.571,-0.477,0.32,1.656,1.237
-0.393,1.873,0.963,-1.394,-1.478,-0.013,0.606,-0.079
-0.923,1.251,-0.868,-1.7,0.819,0.744,0.26,-0.015
-0.826,-0.479,1.681,-1.21,-1.239,-1.126,1.293,-0.439
-1.587,-0.034,-1.008,1.546,1.478,-1.335,-0.143,0.458
0.252,-0.103,1.498,1.751,-1.129,-1.316,0.514,1.412
