0,1,2,3,4,5,6,7,8,9
2.704,-1.722,1.365,1.107,-0.96,1.981,-0.143,0.178,2.517,-0.659
3.164,-1.24,0.87,-0.023,-0.304,1.958,-0.716,0.467,1.905,-0.494
2.437,-1.724,1.81,-0.469,-0.374,1.322,-0.894,0.988,0.631,-0.43
2.144,-1.801,1.869,-2.183,0.374,0.674,-0.619,1.934,-0.491,-0.121
1.386,-1.205,1.134,-1.764,0.906,0.344,-0.305,2.127,-0.851,0.606
1.219,-1.97,1.642,-1.543,1.146,0.416,0.433,3.066,-1.066,0.855
1.179,-1.14,2.097,-2.233,0.96,0.555,1.274,2.386,-0.839,1.126
1.933,-1.527,2.154,-1.354,1.796,0.633,1.693,1.93,-0.37,0.858
-0.194,-0.53,2.17,-1.522,2.131,0.196,2.672,0.849,0.853,-0.373
2.045,-0.542,1.738,-1.071,2.836,0.121,2.206,1.136,2.213,-1.114
1.623,0.35,1.375,-0.233,3.015,-0.151,2.362,1.184,3.222,-1.308
1.498,0.613,2.436,0.982,2.455,-0.539,3.103,1.155,3.313,-1.516
1.45,-0.04,1.21,1.953,2.659,0.025,2.404,1.743,2.578,-1.529
2.25,0.756,1.12,1.143,1.743,0.453,1.357,2.413,1.833,-1.009
1.379,0.95,2.195,1.448,0.184,0.803,0.785,3.111,0.614,0.236
-0.065,-0.348,2.287,2.008,0.261,1.582,0.545,2.727,-0.29,0.841
0.532,0.334,1.141,1.79,-0.465,2.786,0.185,3.382,-0.616,2.1
0.53,0.716,2.045,2.368,-0.775,2.556,-0.602,2.911,-0.594,2.243
0.272,0.896,0.403,2.282,-0.965,3.574,0.005,1.803,-0.108,1.847
-0.813,0.042,2.255,2.332,-1.476,2.998,0.582,0.671,0.183,1.378
-1.417,1.293,1.175,3.576,-1.556,2.604,0.254,-0.151,1.32,0.573
-0.787,1.329,0.364,3.202,-1.02,1.592,0.089,-0.803,1.94,-0.067
1.535,-0.136,0.05,3.221,-0.093,0.805,0.127,-1.69,2.04,-0.216
-1.228,0.947,-0.642,1.915,-0.021,-0.346,0.391,-1.339,1.242,0.683
-1.119,1.032,-1.517,1.769,0.744,-0.562,1.15,-1.394,0.411,1.248
-1.184,1.934,-0.797,1.553,0.607,-0.843,0.555,-0.503,-0.002,1.371
-1.784,1.531,-0.434,1.444,1.456,-0.172,0.247,0.12,-1.045,1.536
-2.102,1.849,-0.834,0.696,1.741,-0.372,0.099,1.211,-1.503,1.095
-1.082,0.587,-0.008,0.794,0.89,0.109,-0.309,2.344,-1.723,0.404
-2.958,-0.096,0.085,0.36,1.401,0.229,-0.663,2.644,-0.884,-0.205
-2.396,-0.244,1.319,-0.63,1.08,-0.025,-0.706,2.58,-0.262,-1.358
-2.129,0.429,1.517,-1.579,0.348,-0.149,-1.516,1.917,0.844,-1.547
-2.286,-0.077,2.321,-2.108,-0.169,-0.171,-1.166,1.237,1.807,-1.395
-2.294,0.387,2.381,-1.613,0.543,-0.142,-1.113,0.506,1.574,-1.007
-1.034,-1.467,1.048,-1.75,-0.376,0.388,-1.233,0.681,1.135,0.013
-0.103,-0.564,1.852,-1.602,-0.429,0.619,-0.326,-0.505,0.74,0.337
-0.893,-0.662,1.724,-1.43,-0.935,1.31,1.094,-0.307,-0.489,1.149
-1.264,-0.611,0.403,-0.949,-0.953,1.428,1.106,-0.506,-0.583,1.03
-1.793,0.018,1.652,0.876,-1.359,1.603,1.149,0.218,-0.973,0.099
-2.224,-0.387,0.791,2.122,-0.705,0.815,0.724,0.44,-0.524,0.148
-1.371,-0.511,1.843,1.502,-0.792,-0.429,1.319,1.435,-0.479,-0.876
-2.296,-0.565,1.904,2.02,-0.339,-0.698,0.877,1.612,0.76,-0.934
-2.528,-0.557,1.822,2.075,0.212,-1.938,0.434,1.984,1.807,-1.058
-2.469,-1.417,3.164,1.998,0.585,-1.749,-0.581,2.013,2.649,-1.262
-0.968,-1.227,2.2,2.231,0.991,-1.637,-1.704,1.764,2.15,-0.743
0.024,-2.825,2.273,1.141,0.49,-2.104,-0.902,1.277,2.125,-0.426
-0.276,-2.047,1.836,0.425,1.231,-1.93,-0.739,0.665,1.437,-0.843
-0.635,-3.403,1.461,0.682,1.598,-0.937,-0.873,0.41,0.079,-0.785
-0.573,-3.51,0.008,-0.368,1.546,-0.147,-1.031,-0.323,-0.771,-1.494
-1.263,-3.826,-0.061,-0.984,1.476,-0.015,-0.183,0.384,-1.993,-2.141
-1.352,-2.872,-1.052,-1.545,1.619,-0.259,0.206,0.186,-2.003,-2.565
-1.374,-3.363,-1.801,-1.19,1.278,-0.082,1.397,1.196,-0.984,-2.734
-2.826,-1.789,-1.027,-1.369,0.286,0.191,1.452,1.979,0.029,-2.496
-3.554,-2.338,-0.185,-2.159,0.205,-0.124,1.751,1.711,1.011,-1.224
-2.036,-1.731,-0.948,-1.301,0.028,0.315,1.278,1.943,1.746,0.005
-2.004,-1.525,-1.35,-2.038,-0.522,0.039,0.889,1.32,2.094,0.496
-0.45,-2.227,-1.615,-1.045,-1.467,-0.372,0.029,0.661,1.269,0.554
-1.285,-2.584,-1.102,-3.071,-1.233,0.256,-0.108,-0.877,0.196,-0.036
-2.106,-2.019,-1.936,-2.367,-2.243,-0.655,-1.791,-1.211,-0.512,-0.049
-1.722,-2.677,-2.925,-2.537,-1.881,-0.847,-2.449,-2.639,-1.959,-1.598
-2.809,-2.784,-3.628,-3.644,-3.528,-2.154,-3.016,-3.179,-2.744,-2.301
-1.337,-3.976,-3.2,-3.464,-2.893,-2.941,-4.02,-3.366,-4.504,-3.186
-2.333,-3.903,-4.102,-3.61,-3.004,-2.934,-3.561,-3.745,-3.691,-3.268
-2.252,-3.931,-3.616,-3.655,-2.953,-2.909,-2.904,-3.2,-3.018,-2.862
-2.182,-4.625,-2.408,-2.792,-2.612,-3.232,-2.314,-2.562,-2.13,-2.347
-1.459,-2.61,-2.806,-2.366,-1.746,-2.241,-1.416,-1.336,-1.47,-1.876
-0.743,-2.688,-0.972,-1.07,-0.944,-1.513,-0.932,-0.919,-0.713,-1.784
-1.165,-0.749,-1.047,-0.206,0.028,-0.263,-0.197,0.253,-0.323,-1.503
-1.249,-1.072,0.923,0.712,0.477,-0.24,0.699,0.456,-0.408,-1.096
-0.624,-0.257,1.686,1.45,1.16,0.604,0.839,0.768,-0.608,-1.935
0.295,-0.131,2.436,2.203,1.736,0.554,0.65,0.949,-0.954,-1.54
-0.96,1.326,2.434,3.169,1.659,0.509,-0.063,0.885,-1.06,-1.965
1.482,1.057,3.395,2.443,0.937,-1.117,-0.47,0.754,-1.057,-0.692
-0.158,1.536,3.339,1.629,0.366,-0.912,-1.542,0.761,-0.484,-0.27
1.831,0.516,3.917,1.953,-0.111,-1.696,-1.671,0.793,-0.085,0.404
1.655,0.259,2.553,1.667,-1.425,-1.092,-1.311,1.138,0.323,0.639
2.321,-0.545,3.304,0.428,-1.349,-1.155,-0.529,1.425,1.593,0.577
2.156,0.101,1.87,0.556,-1.409,-0.735,0.241,1.712,1.622,0.238
2.86,0.835,1.867,-0.512,-1.332,-0.848,1.249,1.949,2.058,-0.734
2.467,1.558,1.218,0.999,-0.843,-0.285,1.863,1.742,1.444,-1.241
2.41,2.805,1.014,-0.665,-0.441,0.291,2.67,1.904,1.1,-1.967
1.93,1.564,0.792,0.436,0.402,0.43,2.665,1.716,0.168,-1.375
3.221,2.62,1.228,0.845,0.755,1.387,3.372,1.383,0.544,-0.94
2.555,2.405,0.632,0.594,2.144,2.514,2.359,0.718,0.105,0.486
2.544,2.572,0.622,1.777,1.943,2.451,2.216,0.005,0.142,1.856
1.638,2.105,-0.405,1.609,2.46,3.005,0.894,0.654,0.274,2.768
1.853,1.349,0.079,1.352,2.026,3.227,0.25,0.441,1.397,3.395
1.409,0.033,-0.555,1.343,1.872,3.793,-0.526,0.959,1.294,3.139
1.841,-0.884,-1.075,0.929,1.175,2.777,-0.996,1.537,1.029,2.455
1.196,-1.175,-0.115,0.822,0.988,2.496,-0.818,1.954,0.87,1.249
2.951,-2.146,0.38,0.406,0.388,1.121,0.115,2.081,0.27,0.296
1.611,-1.511,0.332,-0.307,1.127,0.131,0.453,2.178,-0.196,-0.76
1.458,-1.429,0.551,1.412,0.719,-0.134,1.452,2.706,-0.236,-0.79
0.862,-2.269,1.238,1.657,0.824,-1.259,2.786,1.372,-1.008,-0.46
1.05,0.133,0.871,2.001,0.028,-1.179,2.632,1.388,-0.681,-0.095
1.098,-0.369,0.711,2.753,-0.102,-0.275,2.766,1.163,-0.052,0.28
1.472,-1.38,1.503,3.201,-0.034,0.64,2.094,-0.226,0.574,0.78
1.358,-0.499,2.32,2.208,-0.692,1.642,1.893,-0.074,1.603,0.802
1.143,-0.994,1.746,1.954,-1.414,2.485,1.097,-0.664,2.546,0.668
1.422,-1.779,1.92,1.688,-0.302,2.737,0.203,-0.791,2.811,0.015
2.938,-1.623,1.567,0.685,-0.621,2.639,-0.482,0.018,2.829,-0.573
2.64,-2.598,1.812,-0.643,-1.0,1.911,-0.994,0.993,1.82,-0.662
3.087,-2.377,1.616,-1.877,-0.648,1.517,-1.085,1.309,0.791,-0.882
2.815,-3.017,2.22,-2.609,0.275,0.778,-0.765,2.024,-0.787,-0.056
2.0,-3.05,2.477,-2.642,-0.182,0.755,0.078,2.533,-1.259,0.603
0.64,-2.423,1.588,-3.281,1.235,0.509,0.291,2.681,-0.999,0.768
1.066,-2.882,1.517,-2.464,1.244,0.504,1.262,3.017,-0.887,0.816
1.589,-1.773,1.294,-2.062,1.698,1.024,2.105,1.799,0.481,0.414
0.64,-0.692,2.705,-1.074,1.892,0.051,3.125,1.406,1.512,0.198
1.491,0.493,1.343,-0.513,2.935,0.51,3.332,0.87,2.765,-0.453
1.512,1.179,1.789,0.471,3.447,0.193,2.96,0.775,3.591,-0.7
2.672,1.742,2.211,1.727,3.107,0.09,2.45,1.29,3.416,-1.479
1.613,1.067,1.744,1.198,2.504,0.041,2.488,1.596,3.651,-1.001
2.729,0.824,1.853,2.43,1.739,0.616,1.953,2.591,2.654,-0.107
1.501,1.61,1.246,2.795,1.983,1.063,1.391,3.007,1.422,0.772
0.794,0.927,2.028,2.788,0.427,1.315,1.181,3.238,-0.164,2.187
0.53,1.034,1.357,3.396,-0.16,2.568,0.352,3.343,-0.475,2.373
0.171,1.131,0.873,2.866,-1.22,3.804,-0.179,3.197,-0.259,2.183
0.877,1.528,1.524,2.977,-0.575,3.657,0.503,1.913,0.254,1.724
-0.062,1.067,1.203,3.252,-1.889,2.434,0.358,0.909,1.487,1.466
0.039,1.13,0.301,3.366,-0.649,2.341,0.614,-0.018,1.697,0.589
0.841,0.507,-0.39,2.446,-0.621,1.334,0.764,-0.59,2.481,0.624
0.237,1.755,-0.768,2.534,-0.593,0.318,1.354,-0.869,1.928,0.019
-0.691,1.736,-1.413,2.661,0.106,0.229,1.089,-1.496,1.523,0.568
0.059,1.581,-0.899,2.81,0.644,0.258,0.602,-1.297,0.217,0.799
-1.671,1.328,-0.988,2.453,1.707,-0.587,0.745,-0.702,-0.341,1.568
-2.061,1.144,-0.019,1.614,1.974,-0.365,0.651,0.406,-0.82,1.355
-2.628,1.159,-0.466,1.537,2.02,-0.06,-0.596,1.422,-1.57,1.0
-3.016,-0.017,0.387,0.127,1.722,-0.553,-0.538,2.443,-1.975,0.058
-2.518,0.684,0.988,-0.239,1.6,0.676,-0.868,2.717,-1.375,-1.214
-2.752,0.389,1.228,-1.305,1.276,0.152,-0.474,2.5,-0.343,-1.715
-4.508,-0.189,0.62,-1.909,1.082,-0.011,-0.928,2.479,0.704,-1.427
-2.473,-0.674,1.752,-0.657,0.239,-0.14,-1.55,1.338,1.716,-0.9
-2.256,-1.02,2.813,-1.89,-0.207,-0.144,-1.036,0.026,2.289,-0.384
-0.57,-1.084,2.123,-3.003,-0.257,0.315,-0.873,0.052,1.863,-0.012
-1.196,-1.217,2.242,-1.747,-0.783,1.261,-0.191,-0.424,0.761,0.89
0.665,-0.499,1.658,-1.649,-0.845,1.05,-0.189,-0.492,-0.405,1.24
-0.299,-1.485,1.182,-0.546,-1.404,1.42,0.443,-0.005,-1.171,1.543
-1.735,-1.13,1.664,-0.084,-1.34,1.327,0.876,-0.238,-0.885,0.587
-1.156,-0.549,2.123,-0.01,-1.619,2.073,1.645,1.013,-1.192,-0.193
-1.585,-0.537,1.141,1.6,-0.375,0.184,1.004,1.46,-0.289,-0.797
-1.7,-1.041,2.548,1.514,-0.996,-0.755,0.544,2.172,1.208,-0.627
-0.979,-1.047,2.626,1.601,0.13,-1.799,0.362,1.926,1.137,-1.373
-0.981,-1.949,3.55,1.769,-0.151,-1.867,-0.119,2.682,2.293,-1.408
-0.455,-2.094,3.076,1.258,0.463,-1.074,-0.352,1.939,2.652,-0.871
0.314,-1.853,1.458,1.599,0.73,-1.233,-1.058,1.518,2.958,-0.238
1.229,-2.14,2.095,2.045,1.483,-0.258,-0.77,0.863,1.742,-0.063
0.113,-2.534,0.324,0.361,0.822,0.075,-0.762,0.469,0.416,0.041
-0.828,-3.272,1.216,1.035,1.254,0.493,-0.552,0.288,-0.568,-0.363
-2.538,-3.225,-0.402,-0.516,1.036,1.218,0.377,0.269,-1.689,-1.432
-0.673,-2.996,-1.04,-0.887,1.118,0.77,0.807,0.22,-1.566,-1.888
-2.413,-1.957,-1.61,-1.479,1.294,1.183,1.065,1.042,-1.488,-1.763
-1.902,-3.125,-1.936,-0.92,0.684,1.165,1.266,1.498,-0.492,-1.465
-1.047,-2.629,-1.524,-1.966,0.26,1.099,1.614,1.388,0.406,-0.711
-1.562,-1.49,-1.902,-1.905,-0.446,0.628,0.444,1.217,1.571,0.162
-1.389,-1.248,-1.806,-1.38,-1.109,0.903,1.439,1.089,1.481,1.011
-0.175,-1.702,-2.422,-0.993,-1.804,0.065,0.778,0.22,1.554,1.343
-0.567,-0.687,-1.873,-2.046,-1.74,0.647,0.205,-0.708,0.95,0.68
-0.367,-1.828,-1.388,-1.917,-1.407,-0.028,-1.452,-1.667,-0.15,0.09
-1.831,-2.65,-2.531,-2.279,-2.139,-1.093,-2.129,-1.904,-1.705,-0.873
-0.63,-2.349,-2.185,-3.5,-2.579,-2.129,-2.396,-2.962,-3.171,-1.69
-1.661,-2.284,-3.498,-3.283,-3.371,-2.421,-3.429,-3.452,-3.299,-2.534
-3.021,-2.395,-2.943,-3.313,-2.504,-2.819,-2.916,-3.746,-2.832,-2.621
-2.101,-3.545,-2.68,-2.502,-2.102,-3.057,-3.048,-3.213,-2.782,-2.444
-3.563,-2.993,-2.029,-2.278,-2.367,-2.88,-2.97,-1.79,-1.607,-1.625
-0.413,-2.664,-1.731,-1.957,-2.003,-1.532,-1.327,-1.504,-0.944,-1.832
-1.932,-2.112,-0.709,-1.255,-0.369,-0.596,-0.416,-0.866,-0.147,-0.521
0.514,-0.556,-0.979,0.499,0.277,0.907,0.286,-0.064,0.788,-0.328
-0.493,-0.544,0.349,1.051,1.563,0.869,0.278,0.6,0.323,-0.389
0.874,0.228,1.015,2.338,1.798,1.271,1.118,0.951,-0.429,-0.932
0.074,0.827,2.395,2.687,0.965,1.277,0.676,0.953,-0.632,-1.336
1.54,1.54,2.579,2.915,2.251,0.779,0.308,0.529,-0.679,-1.185
1.039,1.155,3.388,3.215,1.396,-0.146,-0.139,0.948,-0.588,-0.535
1.82,1.654,4.435,2.353,0.983,-0.542,-0.573,0.933,-0.75,-0.239
1.819,1.833,3.704,1.519,0.431,-1.408,-1.044,0.761,0.343,0.835
1.281,0.757,3.762,1.265,-0.227,-1.267,-0.569,1.953,1.717,1.432
2.788,0.764,2.279,1.319,-1.289,-1.291,-0.151,2.333,1.978,0.687
2.44,1.412,2.733,0.321,-0.52,-0.478,0.923,2.581,2.386,0.696
3.666,2.369,2.531,-0.075,-1.188,0.113,2.127,2.3,2.708,-0.355
3.152,2.546,2.079,0.028,-0.565,1.623,2.515,2.707,1.992,-0.261
3.279,2.394,2.623,-0.044,0.191,1.661,2.675,2.565,1.479,-0.487
4.226,2.888,1.164,0.293,1.226,1.231,3.569,2.429,0.463,-0.269
4.545,3.522,1.311,1.105,1.217,1.903,3.195,1.603,0.097,0.412
3.379,2.922,-0.531,1.378,1.828,3.332,3.234,0.76,0.214,0.93
2.373,2.531,0.244,1.85,2.542,3.623,1.822,-0.02,-0.39,2.608
1.835,2.12,-0.276,1.216,2.382,3.96,1.076,-0.709,1.03,3.627
1.487,1.702,-0.962,1.848,2.298,4.101,-0.256,0.175,1.26,4.008
1.62,-0.117,-0.94,1.509,0.608,3.531,-0.953,0.049,1.33,3.612
1.798,-0.796,-1.341,0.515,0.984,2.382,-1.038,0.884,0.889,2.269
3.196,-1.032,-1.714,-0.294,0.736,1.511,-0.676,0.612,0.8,0.46
1.855,-0.766,-1.744,0.47,0.569,0.343,-0.567,1.409,0.446,-0.353
1.072,-1.175,-1.518,-0.195,0.6,-0.654,0.385,1.05,-0.449,-0.594
1.394,-1.164,-1.456,0.545,-0.371,-1.359,0.991,1.625,-1.02,-1.088
1.195,-0.695,-1.197,1.383,-0.473,-1.855,1.194,1.32,-1.57,-1.029
0.951,-0.254,-0.44,1.695,-0.028,-1.549,2.523,0.484,-1.56,-0.868
1.367,0.07,0.069,3.326,0.118,-0.725,2.052,-0.06,-0.836,-0.012
1.119,-1.377,0.679,3.024,-0.618,0.28,1.886,-0.437,0.081,0.514
1.917,-0.741,0.371,3.096,-0.384,1.002,1.445,-0.713,1.244,0.615
1.29,-0.645,0.628,1.277,-0.806,1.727,0.551,-1.206,1.583,-0.043
3.145,-0.522,0.623,0.749,-1.191,2.297,-0.285,-1.5,2.089,-0.216
2.428,-1.373,0.929,0.277,-1.666,1.976,-0.682,-0.606,1.953,-0.445
2.713,-2.435,0.333,-0.177,-1.62,1.505,-1.576,-0.15,1.429,-0.299
1.682,-2.979,0.941,-1.944,-1.595,1.269,-1.055,0.658,0.287,-0.647
2.063,-3.298,1.783,-2.156,-0.357,-0.061,-1.486,1.258,-1.182,-0.11
1.758,-2.901,1.222,-2.371,-0.081,-0.019,-0.407,1.848,-1.542,0.299
0.258,-3.025,1.246,-3.502,0.534,-0.249,0.288,1.467,-2.126,0.339
-0.604,-3.789,1.591,-3.048,0.664,-0.256,0.497,1.294,-1.263,0.14
0.315,-2.834,0.989,-3.266,2.105,-0.823,0.865,1.194,-0.375,0.137
-0.029,-2.185,-0.167,-3.089,2.526,-0.547,1.828,1.061,0.969,-0.767
0.614,-1.891,0.843,-2.056,2.37,-1.338,2.417,0.409,2.011,-1.75
-0.087,-1.134,0.947,-1.331,2.479,-1.704,2.175,0.318,3.337,-2.372
0.116,0.817,0.505,-0.625,2.375,-1.447,2.167,0.88,2.348,-2.587
1.116,0.289,1.033,0.483,2.208,-1.493,1.736,1.09,2.199,-2.276
0.674,0.438,0.993,1.605,0.862,-1.335,0.716,2.075,1.426,-1.221
-0.569,0.719,0.603,1.82,0.199,-0.161,0.94,2.252,1.033,-0.67
1.112,0.866,2.175,1.151,-0.508,0.524,0.22,2.292,-0.792,0.537
-0.852,1.507,1.258,1.766,-0.831,1.767,-0.513,2.178,-1.099,1.2
1.276,1.131,1.194,2.535,-1.064,2.191,-0.706,1.985,-1.193,1.774
-1.024,0.475,0.284,3.703,-1.184,2.4,-0.1,1.395,-0.89,1.048
-0.537,-0.404,-0.188,2.426,-1.218,1.95,0.341,1.103,0.096,0.752
-0.022,-0.116,-0.442,1.934,-1.977,1.475,0.147,0.264,0.987,-0.084
0.146,0.302,-0.043,3.305,-0.486,0.967,1.449,-1.325,1.588,-0.073
0.74,1.234,-0.031,3.095,0.298,0.313,1.417,-1.38,1.927,-0.623
-1.315,1.654,-0.839,3.444,1.049,0.243,1.375,-1.171,2.18,0.224
-1.34,1.033,-0.907,2.839,0.638,-0.093,1.266,-0.916,1.047,0.57
-1.054,0.774,-0.394,2.309,0.989,-0.855,0.937,-0.497,-0.474,1.241
-1.043,1.467,0.054,1.501,0.771,-0.687,-0.068,0.594,-1.054,1.521
-1.834,1.13,-0.864,1.192,1.519,-0.754,-0.17,1.098,-1.642,0.773
-3.286,0.662,1.034,0.785,1.397,-0.381,-0.491,2.568,-1.401,0.623
-2.233,0.576,0.743,-0.32,1.186,0.396,-0.99,2.698,-0.887,-0.539
-2.505,0.557,2.109,-0.7,0.737,0.269,-0.832,3.041,0.109,-1.126
-2.099,-0.038,1.347,-0.822,0.854,0.211,-0.952,2.349,1.08,-1.352
-3.097,-0.818,2.577,-1.229,0.383,0.217,-0.708,2.115,1.666,-1.176
-0.933,0.222,1.356,-1.613,0.25,0.22,-0.803,1.37,1.615,-0.277
-1.128,-0.768,2.51,-2.12,0.287,1.113,0.164,0.516,1.535,0.029
0.182,-0.459,1.957,-1.804,-0.246,1.463,0.394,-0.384,0.611,1.342
-0.974,-0.681,0.647,-1.925,-0.468,2.133,0.707,-0.317,-0.428,1.943
-1.036,-0.881,1.713,-0.435,-0.821,1.821,1.281,-0.035,-0.738,1.25
-1.275,-0.916,0.815,0.1,-1.301,1.786,1.507,0.598,-0.788,0.912
-3.027,-1.033,2.322,1.426,-0.811,0.829,1.433,1.043,-1.017,-0.102
-0.459,-2.155,2.303,1.653,-0.417,0.151,0.599,1.728,-0.52,-0.677
-2.109,-1.297,2.147,1.418,0.169,-0.851,1.06,2.573,1.032,-1.952
-1.059,-0.913,2.417,1.455,0.456,-1.292,-0.007,2.718,2.065,-1.882
-0.619,-2.052,4.9,2.065,0.477,-1.877,-0.406,2.718,2.324,-1.634
-0.834,-0.861,4.406,1.769,1.489,-1.693,-0.356,2.93,2.334,-1.196
1.207,-1.597,3.293,2.477,0.769,-2.49,-0.678,2.504,2.912,-0.587
0.414,-2.253,3.143,1.531,1.871,-1.261,-0.318,2.185,1.452,-0.209
0.067,-2.971,2.918,1.357,1.393,0.673,0.439,0.815,1.001,-0.892
-0.151,-3.255,0.88,1.461,2.699,0.731,0.314,1.138,-0.38,-1.218
-0.284,-2.607,1.087,0.242,2.473,0.88,0.339,1.062,-0.659,-1.241
-1.205,-2.533,0.685,-0.32,1.318,1.312,1.4,1.872,-1.135,-1.304
-0.865,-2.352,0.112,-1.086,1.229,0.97,1.276,1.873,-0.519,-1.491
-2.625,-1.487,0.36,-0.944,0.525,0.822,1.956,2.124,0.38,-1.26
-1.954,-1.038,-0.425,-0.719,1.102,0.908,2.078,2.174,1.423,-0.424
-2.698,-1.145,0.03,-0.08,0.704,1.024,1.676,2.544,2.334,0.121
0.318,-1.067,-0.265,-1.451,0.498,1.081,1.647,2.292,2.37,1.331
0.884,-1.35,-1.154,-1.534,-1.323,1.091,1.056,1.804,2.807,1.653
0.561,-1.059,-0.345,-2.394,-1.282,0.508,0.711,0.205,0.709,1.286
-0.644,-0.954,-0.614,-0.896,-1.173,0.473,-0.299,-0.856,0.463,0.506
1.125,-1.541,-1.595,-1.626,-1.092,0.064,-1.141,-1.759,-0.993,-0.568
-1.034,-1.426,-2.507,-2.009,-1.996,-0.704,-2.345,-2.078,-2.527,-1.368
-1.399,-2.7,-1.862,-3.005,-2.158,-1.467,-2.873,-2.278,-2.725,-2.014
-1.728,-3.142,-2.226,-2.551,-2.143,-2.005,-2.258,-2.548,-2.83,-1.917
-1.566,-3.406,-2.121,-2.73,-1.459,-1.928,-2.317,-2.095,-1.806,-2.062
-1.26,-3.041,-1.9,-2.997,-2.128,-1.665,-1.739,-1.309,-1.626,-1.332
-0.857,-2.53,-1.0,-1.889,-1.142,-0.398,-0.555,-0.52,-0.02,-0.693
-0.813,-1.139,-0.541,-0.26,-0.917,0.371,0.373,0.208,0.332,-0.392
0.308,-0.638,0.127,0.401,0.726,0.936,1.324,0.617,0.763,-0.091
0.245,-0.324,0.405,2.26,0.762,1.029,1.389,0.948,0.814,0.591
1.155,0.178,1.71,3.213,1.793,2.669,1.334,1.26,0.789,-0.535
1.475,0.932,3.192,2.874,1.966,1.44,0.765,0.929,0.065,-0.323
2.08,1.727,3.085,3.024,1.64,0.542,0.931,1.235,-0.448,-0.288
2.164,2.258,3.871,3.263,2.044,0.649,0.363,1.088,0.311,-0.299
1.747,1.018,2.837,3.445,1.371,-0.254,-0.822,1.296,0.455,0.629
2.468,1.438,2.972,2.913,0.539,-0.503,-0.133,1.622,0.841,0.683
2.696,0.862,2.747,2.319,-0.473,-1.288,-0.519,1.765,1.354,1.295
