AR1410B.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,DR1108.PV,DR1110.PV,FI1113.PV,FI1424.PV,FI1902.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1127.MV,FIC_1127.PV,FI_1127.PV,FRC1102.MV,FRC1107.MV,FRC1113.MV,FRC1113.PV,FRC1424.PV,FRCA1110.MV,FRCA1112.MV,FRQ1623.PV,FRSA1101.PV,FT_1121.PV,FT_1122.PV,LRCA1101.MV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1138A.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1132.PV,TI1133.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1101.SV,TIC_1155.MV,TI_1142.PV,TI_1145.PV,TRC1118A.MV
86.55,57.6,3.9656,57.5625,251.865,314.6003,502.2,2.5896,4.99,171.099,346.11,71.8794,705.2,19.1021,596.52,596.52,9.6921,65.8349,76.4292,2.5896,4.99,11.1138,15.7129,9.0766,171.094,346.11,705.2,78.699,32.86,8.207,5.299,12.153,65.298,42.5505,14.6579,0.1773,0.1139,0.1158,0.1131,0.1855,0.1158,0.1746,0.1086,617.76,279.75,364.0,84.6,85.1775,85.29,82.185,83.3925,82.11,64.9897,594.39,600.0,19.8596,564.02,532.61,13.9165
86.225,57.6,3.9656,57.6,252.5625,314.7036,501.95,2.5894,4.9725,171.126,345.99,71.8869,705.2,19.1158,596.58,596.58,9.6983,65.8418,76.443,2.5894,4.9725,11.1138,15.7129,9.0761,171.122,345.99,705.2,78.7827,32.87,8.251,5.331,12.155,64.164,41.8575,14.6618,0.1784,0.1146,0.1165,0.1137,0.1866,0.1164,0.1757,0.1093,617.16,279.65,363.85,84.6,85.215,85.3275,82.2075,83.3925,82.095,65.0875,593.79,600.0,19.8555,564.2,532.76,13.8912
86.525,57.5625,4.1781,57.6,252.18,314.2214,501.55,2.5898,4.9575,171.1665,345.87,71.895,705.12,19.1293,596.64,596.64,9.7039,65.849,76.4547,2.5898,4.9575,11.1139,15.7129,9.0756,171.164,345.87,705.12,78.9183,32.885,8.294,5.362,12.156,63.054,41.1755,14.6657,0.1794,0.1153,0.1171,0.1144,0.1877,0.117,0.1768,0.1099,616.52,279.55,363.7,84.6375,85.155,85.365,82.23,83.43,82.1175,65.1878,593.19,600.0,19.8515,564.35,532.91,13.8758
86.05,57.6,4.2219,57.6,251.235,314.1526,500.75,2.5896,4.94,171.1935,345.75,71.9039,704.96,19.1426,596.7,596.7,9.7103,65.8564,76.4682,2.5896,4.94,11.114,15.7129,9.075,171.192,345.75,704.96,79.0052,32.895,8.336,5.392,12.158,61.968,40.5045,14.6696,0.1805,0.116,0.1177,0.115,0.1888,0.1177,0.1779,0.1106,615.92,279.45,363.55,84.615,85.1475,85.3875,82.26,83.46,82.155,65.2905,592.59,600.0,19.8475,564.5,533.06,13.8605
86.3,57.5625,3.8328,57.5625,251.685,313.4982,500.25,2.59,4.925,171.207,345.63,71.9118,704.96,19.1548,596.82,596.82,9.7163,65.8633,76.4797,2.59,4.925,11.1141,15.7129,9.075,171.206,345.63,704.96,79.1439,32.91,8.378,5.422,12.16,60.9,39.85,14.6735,0.1815,0.1167,0.1183,0.1156,0.1898,0.1183,0.1789,0.1112,615.28,279.3,363.4,84.57,85.1775,85.395,82.2675,83.4525,82.185,65.3955,591.99,600.0,19.8435,564.65,533.21,13.8345
86.175,57.6,3.8328,57.5625,250.92,313.5671,500.0,2.5898,4.91,171.2475,345.51,71.9196,704.96,19.1688,596.76,596.76,9.7229,65.8702,76.493,2.5898,4.91,11.1142,15.7129,9.0744,171.248,345.51,704.96,79.2339,32.92,8.419,5.451,12.162,59.856,39.1955,14.6773,0.1825,0.1173,0.1189,0.1162,0.1909,0.1189,0.1799,0.1119,614.64,279.2,363.25,84.615,85.2,85.38,82.2525,83.4375,82.1475,65.5068,591.36,600.0,19.8395,564.8,533.36,13.8185
86.8,57.6,4.0344,57.6,251.4825,313.877,500.25,2.5902,4.8925,171.261,345.39,71.9287,704.8,19.1816,596.82,596.82,9.7283,65.8772,76.5042,2.5902,4.8925,11.1142,15.7129,9.0744,171.262,345.39,704.8,79.3252,32.93,8.459,5.478,12.163,58.83,38.563,14.6812,0.1835,0.118,0.1195,0.1168,0.1919,0.1194,0.181,0.1125,614.04,279.1,363.1,84.6,85.14,85.365,82.29,83.4675,82.095,65.6169,590.76,600.0,19.8354,564.95,533.48,13.8025
86.95,57.5625,3.6922,57.5625,250.605,313.3605,499.55,2.5902,4.8775,171.3015,345.27,71.9369,704.8,19.1956,596.76,596.76,9.7343,65.8848,76.5165,2.5902,4.8775,11.1143,15.7129,9.0739,171.304,345.27,704.8,79.4683,32.945,8.498,5.506,12.165,57.828,37.936,14.6851,0.1844,0.1186,0.1201,0.1174,0.1929,0.1201,0.182,0.1131,613.4,278.95,362.95,84.6375,85.1625,85.32,82.32,83.4225,82.08,65.7294,590.16,600.0,19.8314,565.07,533.63,13.7758
86.9,57.6,3.6922,57.6,251.145,312.6028,499.25,2.5906,4.8625,171.342,345.18,71.9463,704.64,19.2076,596.88,596.88,9.7409,65.892,76.5272,2.5906,4.8625,11.1144,15.7129,9.0744,171.346,345.18,704.64,79.5627,32.955,8.537,5.532,12.167,56.844,37.3255,14.689,0.1854,0.1193,0.1206,0.118,0.1938,0.1206,0.1829,0.1137,612.76,278.85,362.8,84.5925,85.1325,85.365,82.335,83.4375,82.05,65.848,589.53,600.0,19.8274,565.22,533.75,13.7592
86.85,57.5625,4.475,57.5625,250.3575,312.5339,498.7,2.5906,4.8475,171.369,345.06,71.9546,704.64,19.2191,597.0,597.0,9.7471,65.8991,76.539,2.5906,4.8475,11.1145,15.7129,9.0739,171.36,345.06,704.64,79.6583,32.965,8.575,5.558,12.169,55.878,36.715,14.6929,0.1863,0.1199,0.1212,0.1186,0.1948,0.1212,0.1839,0.1143,612.12,278.75,362.65,84.5775,85.1475,85.3125,82.3725,83.4525,82.0275,65.9655,588.93,600.0,19.8234,565.34,533.87,13.7318
86.05,57.6375,4.0547,57.6,250.8975,312.6717,498.6,2.591,4.8325,171.4095,344.94,71.963,704.64,19.2301,597.12,597.12,9.7533,65.9071,76.5492,2.591,4.8325,11.1145,15.7129,9.0739,171.416,344.94,704.64,79.8058,32.98,8.613,5.584,12.171,54.936,36.121,14.6968,0.1872,0.1205,0.1217,0.1191,0.1958,0.1217,0.1848,0.1149,611.48,278.6,362.5,84.57,85.1775,85.32,82.3425,83.4675,81.9825,66.0891,588.3,600.0,19.8194,565.46,533.99,13.7145
86.6,57.6,4.0547,57.525,250.29,312.8439,498.4,2.591,4.8175,171.4365,344.85,71.9714,704.64,19.2421,597.12,597.12,9.7594,65.9145,76.5605,2.591,4.8175,11.1146,15.7129,9.0739,171.43,344.85,704.64,79.9045,32.99,8.65,5.609,12.172,54.012,35.5435,14.7093,0.1881,0.1211,0.1223,0.1197,0.1967,0.1222,0.1857,0.1155,610.84,278.5,362.3,84.5925,85.1475,85.3125,82.3725,83.46,81.9525,66.2153,587.67,600.0,19.8154,565.58,534.11,13.6972
86.7,57.5625,4.3406,57.525,249.9525,312.6717,498.0,2.591,4.805,171.4635,344.73,71.9804,704.56,19.2541,597.12,597.12,9.7656,65.9219,76.5717,2.591,4.805,11.1147,15.7129,9.0733,171.458,344.73,704.56,80.0046,33.0,8.686,5.633,12.174,53.112,34.9715,14.7135,0.189,0.1217,0.1228,0.1202,0.1976,0.1228,0.1866,0.116,610.2,278.35,362.15,84.6225,85.125,85.32,82.41,83.4375,81.975,66.3403,587.07,600.0,19.8266,565.7,534.23,13.6692
86.4,57.5625,4.3406,57.5625,249.9975,312.0518,498.25,2.591,4.79,171.504,344.64,71.9889,704.56,19.2646,597.24,597.24,9.7718,65.9293,76.583,2.591,4.79,11.1148,15.7129,9.0739,171.5,344.64,704.56,80.1058,33.01,8.721,5.656,12.176,52.23,34.4105,14.7176,0.1898,0.1223,0.1233,0.1208,0.1985,0.1233,0.1875,0.1166,609.56,278.25,362.0,84.675,85.155,85.2825,82.395,83.49,82.02,66.4714,586.44,600.0,19.8231,565.82,534.35,13.6512
86.85,57.525,4.1156,57.6,250.335,312.4306,497.65,2.5916,4.775,171.558,344.55,71.9974,704.56,19.2761,597.24,597.24,9.7787,65.9375,76.592,2.5916,4.775,11.1149,15.7129,9.0739,171.556,344.55,704.56,80.2083,33.02,8.756,5.679,12.178,51.366,33.855,14.7218,0.1906,0.1228,0.1238,0.1213,0.1994,0.1238,0.1884,0.1171,608.92,278.1,361.8,84.6525,85.1775,85.2825,82.335,83.535,81.99,66.6014,585.84,600.0,19.8196,565.91,534.44,13.6332
86.275,57.6375,3.6891,57.6,249.6825,311.5352,496.9,2.5916,4.7625,171.585,344.46,72.0053,704.64,19.2876,597.24,597.24,9.7843,65.9444,76.6025,2.5916,4.7625,11.1149,15.7129,9.0739,171.584,344.46,704.64,80.3627,33.035,8.79,5.701,12.18,50.52,33.3105,14.7173,0.1914,0.1234,0.1243,0.1218,0.2002,0.1243,0.1892,0.1177,608.24,278.0,361.65,84.645,85.14,85.2825,82.335,83.5275,82.02,66.7375,585.21,600.0,19.8161,566.03,534.56,13.6045
86.6,57.6,4.1453,57.6,250.155,311.7763,497.55,2.5918,4.7475,171.612,344.34,72.0143,704.56,19.2991,597.24,597.24,9.7905,65.9526,76.6122,2.5918,4.7475,11.115,15.7129,9.0739,171.612,344.34,704.56,80.4683,33.045,8.823,5.723,12.182,49.698,32.777,14.7212,0.1922,0.1239,0.1248,0.1223,0.201,0.1248,0.19,0.1182,607.6,277.85,361.5,84.675,85.0875,85.2525,82.3425,83.52,82.065,66.8762,584.58,600.0,19.8125,566.12,534.65,13.5858
86.85,57.6,4.1453,57.6,249.255,311.5352,496.75,2.5918,4.735,171.639,344.25,72.0228,704.56,19.3083,597.42,597.42,9.7967,65.9595,76.6225,2.5918,4.735,11.1151,15.7129,9.0739,171.64,344.25,704.56,80.5752,33.055,8.856,5.744,12.184,48.9,32.2545,14.7251,0.193,0.1245,0.1253,0.1228,0.2018,0.1253,0.1908,0.1187,606.96,277.75,361.3,84.69,85.1175,85.305,82.3575,83.475,82.02,67.0136,583.98,600.0,19.809,566.21,534.74,13.5565
86.0,57.5625,4.3594,57.6,249.84,310.9153,496.6,2.592,4.7225,171.6795,344.16,72.0306,704.64,19.3191,597.42,597.42,9.8028,65.9676,76.632,2.592,4.7225,11.1152,15.7129,9.0739,171.668,344.16,704.64,80.6833,33.065,8.888,5.764,12.184,48.12,31.754,14.7376,0.1937,0.125,0.1258,0.1233,0.2026,0.1258,0.1916,0.1192,606.32,277.6,361.15,84.6375,85.11,85.305,82.38,83.43,82.0575,67.1572,583.35,600.0,19.8055,566.3,534.83,13.5372
86.025,57.6,4.3594,57.5625,249.03,311.6041,496.45,2.5922,4.71,171.7065,344.07,72.0396,704.56,19.3291,597.48,597.48,9.809,65.9746,76.6412,2.5922,4.71,11.1122,15.7129,9.0744,171.71,344.07,704.56,80.7927,33.075,8.92,5.784,12.186,47.358,31.2645,14.7418,0.1945,0.1255,0.1262,0.1237,0.2034,0.1262,0.1924,0.1197,605.68,277.45,360.95,84.645,85.095,85.3425,82.3875,83.415,82.02,67.2997,582.75,600.0,19.802,566.39,534.92,13.5178
86.75,57.5625,3.5062,57.525,248.9175,311.0186,496.4,2.5922,4.695,171.7605,343.98,72.0481,704.56,19.3396,597.48,597.48,9.8152,65.9827,76.651,2.5922,4.695,11.1113,15.7129,9.0744,171.752,343.98,704.56,80.9033,33.085,8.95,5.803,12.188,46.614,30.7805,14.746,0.1952,0.126,0.1267,0.1242,0.2041,0.1266,0.1931,0.1201,605.04,277.35,360.8,84.6825,85.08,85.29,82.365,83.415,82.035,67.4445,582.15,600.0,19.7985,566.48,534.98,13.4878
86.875,57.6,3.5062,57.6,249.075,311.1564,496.3,2.5924,4.6825,171.801,343.89,72.056,704.64,19.3493,597.54,597.54,9.8213,65.9896,76.66,2.5924,4.6825,11.1104,15.7129,9.075,171.794,343.89,704.64,81.0152,33.095,8.98,5.821,12.191,45.894,30.302,14.7501,0.1959,0.1265,0.1271,0.1246,0.2048,0.1271,0.1938,0.1206,604.44,277.2,360.6,84.72,85.035,85.26,82.38,83.4225,81.99,67.5918,581.55,600.0,19.7949,566.57,535.07,13.4678
86.825,57.5625,3.5875,57.6,249.1875,310.4332,495.85,2.5926,4.6725,171.828,343.8,72.065,704.56,19.3588,597.6,597.6,9.8275,65.9978,76.6687,2.5926,4.6725,11.1125,15.7129,9.075,171.836,343.8,704.56,81.0777,33.1,9.01,5.839,12.193,45.192,29.8345,14.7543,0.1965,0.1269,0.1275,0.1251,0.2055,0.1275,0.1945,0.1211,603.8,277.1,360.45,84.705,85.05,85.2375,82.3875,83.4075,82.0125,67.7415,580.95,600.0,19.7914,566.63,535.16,13.4478
86.875,57.5625,4.4313,57.525,249.39,310.1577,495.3,2.5928,4.66,171.8685,343.74,72.0729,704.64,19.3681,597.66,597.66,9.8329,66.0047,76.6772,2.5928,4.66,11.1126,15.7129,9.0756,171.864,343.74,704.64,81.1914,33.11,9.039,5.856,12.195,44.508,29.3835,14.7585,0.1972,0.1274,0.128,0.1255,0.2062,0.1279,0.1952,0.1215,603.16,276.95,360.25,84.6825,85.05,85.2,82.38,83.4225,82.0275,67.8936,580.35,600.0,19.8032,566.69,535.22,13.4172
86.225,57.6,3.8094,57.6,248.895,310.5365,495.7,2.5926,4.6475,171.882,343.65,72.0806,704.72,19.3771,597.72,597.72,9.8388,66.0121,76.687,2.5926,4.6475,11.1126,15.7129,9.075,171.892,343.65,704.72,81.3064,33.12,9.067,5.873,12.197,43.848,28.938,14.7626,0.1978,0.1278,0.1284,0.1259,0.2069,0.1283,0.1958,0.1219,602.56,276.8,360.1,84.66,85.05,85.1925,82.3875,83.4375,82.0425,68.0481,579.75,600.0,19.8001,566.78,535.28,13.3965
86.2,57.5625,4.1797,57.525,248.94,310.1232,495.15,2.5928,4.635,171.9225,343.59,72.0883,704.8,19.3858,597.78,597.78,9.8448,66.0196,76.6955,2.5928,4.635,11.1127,15.7129,9.0756,171.92,343.59,704.8,81.4227,33.13,9.094,5.889,12.197,43.206,28.509,14.7668,0.1985,0.1283,0.1287,0.1263,0.2075,0.1287,0.1965,0.1224,601.92,276.7,359.95,84.6225,85.095,85.2,82.3575,83.46,82.05,68.2051,579.15,600.0,19.7971,566.84,535.34,13.3758
86.8,57.5625,4.1797,57.6,248.76,309.9854,494.65,2.593,4.625,171.9765,343.5,72.0964,704.8,19.3936,597.9,597.9,9.8507,66.027,76.7037,2.593,4.625,11.1128,15.7129,9.0761,171.962,343.5,704.8,81.4895,33.135,9.121,5.904,12.199,42.588,28.091,14.771,0.1991,0.1287,0.1291,0.1267,0.2081,0.1291,0.1971,0.1228,601.32,276.55,359.75,84.6075,85.0725,85.23,82.3575,83.49,81.9975,68.3608,578.58,600.0,19.7941,566.9,535.4,13.3445
86.125,57.525,4.1813,57.525,248.4675,310.2265,494.8,2.5934,4.615,171.99,343.44,72.1039,704.88,19.4016,597.96,597.96,9.8566,66.0336,76.711,2.5934,4.615,11.1129,15.7129,9.0766,171.99,343.44,704.88,81.6077,33.145,9.147,5.919,12.201,41.982,27.684,14.7751,0.1996,0.1291,0.1295,0.1271,0.2087,0.1294,0.1977,0.1232,600.72,276.45,359.6,84.6375,85.035,85.23,82.3425,83.5125,82.005,68.5225,577.98,600.0,19.791,566.96,535.46,13.3232
86.6,57.6375,4.4078,57.6,248.2425,310.3987,494.7,2.5938,4.6025,172.0305,343.35,72.1125,704.8,19.4086,598.08,598.08,9.8625,66.0416,76.7177,2.5938,4.6025,11.113,15.7129,9.0766,172.032,343.35,704.8,81.7271,33.155,9.172,5.934,12.203,41.4,27.288,14.7793,0.2002,0.1295,0.1299,0.1275,0.2093,0.1298,0.1983,0.1235,600.12,276.3,359.4,84.63,85.05,85.245,82.38,83.5575,82.035,68.6828,577.41,600.0,19.788,566.99,535.52,13.3018
86.075,57.525,4.3844,57.5625,248.5575,310.2954,493.8,2.5936,4.5925,172.0575,343.29,72.1194,704.96,19.4173,598.02,598.02,9.8677,66.0482,76.7262,2.5936,4.5925,11.113,15.7129,9.0772,172.06,343.29,704.96,81.7971,33.16,9.196,5.947,12.205,40.836,26.903,14.7835,0.2007,0.1299,0.1302,0.1278,0.2098,0.1302,0.1988,0.1239,599.52,276.15,359.25,84.6225,85.0125,85.2525,82.3875,83.5425,82.065,68.8417,576.87,600.0,19.785,567.05,535.55,13.2698
86.625,57.5625,4.2594,57.5625,247.9725,309.5033,494.6,2.5938,4.5825,172.1115,343.23,72.1279,704.88,19.4248,598.08,598.08,9.8733,66.0554,76.7335,2.5938,4.5825,11.1131,15.7129,9.0778,172.102,343.23,704.88,81.9183,33.17,9.22,5.96,12.207,40.296,26.529,14.7876,0.2013,0.1303,0.1306,0.1282,0.2104,0.1306,0.1994,0.1243,598.92,276.0,359.05,84.6075,85.02,85.2225,82.3425,83.4975,82.05,69.0066,576.3,600.0,19.7819,567.08,535.61,13.2478
86.525,57.525,4.0437,57.6,248.4,309.8477,494.1,2.5938,4.5725,172.152,343.14,72.1346,705.04,19.4328,598.08,598.08,9.8783,66.0618,76.7412,2.5938,4.5725,11.1139,15.7129,9.0778,172.158,343.14,705.04,81.9902,33.175,9.244,5.973,12.208,39.768,26.1715,14.7918,0.2018,0.1306,0.1309,0.1285,0.211,0.1309,0.1999,0.1246,598.36,275.9,358.85,84.5625,85.0275,85.215,82.3875,83.5125,82.005,69.17,575.76,600.0,19.7789,567.14,535.64,13.2258
86.325,57.5625,3.7469,57.525,248.535,309.7099,494.25,2.5942,4.5625,172.179,343.08,72.143,704.96,19.4393,598.2,598.2,9.8837,66.0687,76.7475,2.5942,4.5625,11.1143,15.7129,9.0783,172.186,343.08,704.96,82.1133,33.185,9.266,5.985,12.21,39.264,25.8195,14.796,0.2023,0.131,0.1312,0.1288,0.2114,0.1312,0.2004,0.125,597.76,275.7,358.65,84.57,85.0275,85.17,82.41,83.5275,81.9825,69.3355,575.22,600.0,19.7912,567.17,535.67,13.1932
86.525,57.525,3.5656,57.525,248.4225,309.7099,493.25,2.594,4.5525,172.206,343.02,72.1496,705.12,19.4476,598.14,598.14,9.8891,66.0757,76.7555,2.594,4.5525,11.1138,15.7129,9.0788,172.214,343.02,705.12,82.187,33.19,9.288,5.997,12.212,38.772,25.4785,14.8001,0.2027,0.1313,0.1315,0.1292,0.2119,0.1315,0.2009,0.1253,597.2,275.55,358.45,84.5925,85.02,85.2075,82.4325,83.5125,81.9525,69.5033,574.68,600.0,19.7886,567.2,535.73,13.1705
86.175,57.5625,3.9,57.5625,247.9275,309.8133,493.15,2.5944,4.545,172.2465,342.96,72.1573,705.12,19.4538,598.26,598.26,9.8945,66.0826,76.7615,2.5944,4.545,11.1139,15.7129,9.0794,172.242,342.96,705.12,82.2614,33.195,9.309,6.008,12.213,38.304,25.1485,14.8043,0.2032,0.1316,0.1318,0.1295,0.2124,0.1318,0.2014,0.1256,596.64,275.45,358.25,84.5475,85.005,85.185,82.41,83.49,81.9675,69.6732,574.14,600.0,19.7861,567.23,535.76,13.1478
86.85,57.6,3.9,57.5625,248.1975,309.5033,493.45,2.5944,4.535,172.2735,342.9,72.1636,705.28,19.4611,598.26,598.26,9.8999,66.0895,76.7685,2.5944,4.535,11.114,15.7129,9.0794,172.27,342.9,705.28,82.387,33.205,9.33,6.018,12.215,37.848,24.8295,14.8085,0.2036,0.132,0.1321,0.1298,0.2129,0.1321,0.2018,0.1259,596.12,275.25,358.1,84.5925,85.005,85.2075,82.4025,83.4825,81.9375,69.8416,573.63,600.0,19.7836,567.26,535.79,13.1145
86.175,57.6,3.95,57.6,248.3325,309.5722,493.5,2.5948,4.5275,172.3005,342.84,72.1716,705.2,19.4661,598.44,598.44,9.9046,66.0957,76.774,2.5948,4.5275,11.1141,15.7129,9.0805,172.298,342.84,705.2,82.4633,33.21,9.35,6.028,12.217,37.416,24.516,14.8126,0.204,0.1323,0.1324,0.1301,0.2133,0.1324,0.2022,0.1262,595.56,275.1,357.85,84.6,85.0425,85.245,82.3725,83.49,81.915,70.012,573.12,600.0,19.781,567.26,535.79,13.0912
86.325,57.6,3.5156,57.5625,248.13,309.1589,493.35,2.5948,4.52,172.341,342.81,72.1779,705.36,19.4726,598.44,598.44,9.9098,66.1023,76.7805,2.5948,4.52,11.1149,15.7129,9.081,172.34,342.81,705.36,82.5402,33.215,9.369,6.037,12.218,37.002,24.219,14.8168,0.2044,0.1326,0.1327,0.1303,0.2138,0.1326,0.2026,0.1265,595.04,274.95,357.65,84.5625,85.0725,85.275,82.3725,83.52,81.9675,70.1807,572.64,600.0,19.7785,567.29,535.82,13.0678
86.325,57.5625,3.9469,57.5625,247.41,308.539,493.3,2.5948,4.51,172.368,342.75,72.1851,705.36,19.4776,598.56,598.56,9.9149,66.109,76.787,2.5948,4.51,11.1152,15.7129,9.081,172.368,342.75,705.36,82.6177,33.22,9.388,6.046,12.22,36.606,23.933,14.821,0.2048,0.1328,0.1329,0.1306,0.2142,0.1329,0.203,0.1268,594.56,274.8,357.45,84.5775,85.1175,85.305,82.3875,83.475,81.975,70.3514,572.16,600.0,19.7759,567.32,535.85,13.0338
86.25,57.5625,4.4437,57.5625,247.14,308.6768,492.95,2.5948,4.5025,172.4085,342.69,72.1911,705.52,19.4828,598.62,598.62,9.9193,66.1149,76.7935,2.5948,4.5025,11.1148,15.7129,9.0816,172.41,342.69,705.52,82.7464,33.23,9.406,6.055,12.221,36.222,23.658,14.8251,0.2052,0.1331,0.1332,0.1309,0.2145,0.1331,0.2034,0.1271,594.04,274.65,357.25,84.615,85.095,85.275,82.4175,83.46,81.9975,70.524,571.68,600.0,19.7734,567.32,535.85,13.0098
86.95,57.5625,4.4437,57.6,247.365,308.7112,492.55,2.5954,4.495,166.995,342.66,72.1975,705.6,19.4886,598.62,568.8,9.9243,66.1206,76.7977,2.5954,4.495,11.1149,15.7129,9.0821,166.992,342.66,705.6,82.8258,33.235,9.423,6.063,12.223,35.856,23.3885,14.8293,0.2761,0.1375,0.1334,0.1311,0.2918,0.1334,0.2815,0.1273,593.56,274.5,357.05,84.6525,85.125,85.305,82.365,83.4675,82.035,70.6948,571.23,600.0,19.7861,567.32,535.88,12.9858
86.95,57.6,4.2125,57.6,247.365,308.2979,492.85,2.5986,3.8575,170.1135,342.9,72.1969,706.56,19.8671,568.8,585.72,10.0049,66.1237,76.7915,2.5986,4.5375,11.115,15.7167,9.0898,170.1,342.9,706.56,83.817,33.33,9.219,11.653,12.225,0.0,24.615,14.8335,0.2378,0.1535,0.1581,0.1537,0.2493,0.1581,0.2385,0.1464,584.96,274.3,356.85,84.6975,85.095,85.3125,82.3125,83.43,82.0575,71.788,563.43,600.0,19.7841,567.35,535.88,12.9512
86.9,57.6,3.6172,57.5625,247.725,309.2278,494.1,2.5616,3.8575,170.1135,337.74,72.2804,696.56,19.7856,585.72,585.72,9.9916,66.1657,76.932,2.5616,3.8575,11.0993,15.6962,9.0068,170.1,337.74,696.56,83.9596,33.34,10.255,7.092,12.228,0.006,3.594,14.8462,0.1689,0.1535,0.1581,0.1537,0.2493,0.1581,0.2385,0.1524,576.04,274.15,356.6,84.675,85.14,85.3425,82.3125,83.4225,82.095,73.0105,554.85,600.0,19.782,567.32,535.88,12.9265
86.925,57.5625,4.3641,57.5625,248.0175,309.6755,494.3,2.5512,3.6125,170.3565,337.56,72.3239,693.68,19.8308,586.86,599.28,10.0043,66.1928,77.019,2.5512,3.6125,11.0724,15.6647,8.9837,170.352,337.56,693.68,82.9389,33.235,10.473,1.276,12.21,0.348,-3.501,14.7129,0.1519,0.1537,0.159,0.1565,0.2467,0.159,0.2359,0.1524,567.6,274.0,356.4,84.6525,85.17,85.3425,82.3125,83.475,82.11,74.2112,546.72,600.0,19.7953,567.26,535.85,12.8912
86.825,57.5625,4.3641,57.525,248.2875,309.8477,494.5,2.5516,3.635,171.828,337.89,72.3469,694.0,19.7303,599.28,599.28,10.0069,66.2128,77.0785,2.5516,3.635,11.054,15.6412,8.9853,171.822,337.89,694.0,80.9939,33.04,10.473,0.0,12.166,1.128,-3.501,14.4029,0.1519,0.1519,0.1573,0.1553,0.2443,0.1573,0.2333,0.1519,567.6,273.85,356.2,84.615,85.1625,85.3575,82.3425,83.4675,82.095,75.3471,539.37,600.0,19.7937,567.2,535.79,12.8658
86.2,57.6,4.1547,57.6,248.535,310.7775,495.0,2.5706,3.7475,171.8685,338.52,72.3425,697.76,19.7446,598.38,598.38,10.0146,66.2227,77.0677,2.5706,3.7475,11.0508,15.6357,9.0178,171.864,338.52,697.76,79.0245,32.845,10.552,0.0,12.114,3.57,-2.566,14.0398,0.1763,0.1492,0.1497,0.1523,0.2406,0.1542,0.2214,0.1447,559.96,273.7,355.95,84.6225,85.155,85.3125,82.3575,83.4375,82.0875,76.2721,533.94,600.0,19.7922,567.17,535.76,12.8298
86.725,57.6,4.3312,57.525,249.525,310.8464,495.95,2.5874,3.9225,172.6245,339.42,72.3348,701.2,19.6951,602.88,602.88,10.0153,66.2291,77.0415,2.5874,3.9225,11.0619,15.6469,9.0486,172.62,339.42,701.2,78.2458,32.77,10.52,2.448,12.031,10.722,1.3005,13.7257,0.1976,0.1419,0.1426,0.1405,0.2326,0.1497,0.206,0.1372,554.28,273.5,355.75,84.615,85.1025,85.2675,82.3725,83.415,82.095,76.8434,531.51,600.0,19.7906,566.99,535.73,12.8038
86.125,57.5625,4.1781,57.5625,249.5025,310.8809,496.25,2.6072,4.1875,173.5965,340.83,72.3141,705.6,19.6471,605.76,605.76,10.0062,66.226,76.983,2.6072,4.1875,11.0802,15.6619,9.0887,173.586,340.83,705.6,78.0146,32.75,10.124,4.682,11.922,25.722,8.632,13.514,0.1811,0.1305,0.1321,0.1299,0.1956,0.1426,0.1842,0.1262,551.76,273.35,355.55,84.5925,85.1475,85.2525,82.335,83.4225,82.08,76.9548,532.83,600.0,19.8043,566.78,535.55,12.7672
86.3,57.5625,3.9312,57.525,249.345,311.4319,496.25,2.6264,4.5275,175.23,342.9,72.2791,710.96,19.5158,614.34,614.34,9.9858,66.2129,76.902,2.6264,4.5275,11.0945,15.6777,9.1339,175.224,342.9,710.96,77.7808,32.73,9.667,4.257,11.819,47.79,19.863,13.4257,0.1623,0.1167,0.1196,0.117,0.1719,0.1321,0.1603,0.1129,553.12,273.2,355.3,84.5475,85.1175,85.23,82.32,83.445,82.08,76.6363,537.54,600.0,19.8033,566.57,535.37,12.7405
86.325,57.5625,3.9547,57.525,249.4125,310.8464,495.55,2.6478,4.885,176.796,345.39,72.2289,717.2,19.3623,621.84,621.84,9.9568,66.1898,76.7887,2.6478,4.885,11.1049,15.6899,9.1855,176.792,345.39,717.2,77.5952,32.715,9.062,3.836,11.746,72.318,33.668,13.4476,0.1435,0.1028,0.1067,0.1039,0.1506,0.1195,0.1387,0.0994,558.04,273.0,355.1,84.54,85.1475,85.245,82.29,83.445,82.1025,76.0282,544.41,600.0,19.8022,566.42,535.16,12.7032
