0,1,2,3,4,5,6,7,8,9
0.938,-1.193,0.904,2.964,-0.009,2.232,0.113,-1.027,2.541,-0.278
3.105,-1.503,1.083,0.636,-0.763,1.678,-0.366,-0.926,2.692,-0.18
2.415,-0.713,1.454,-0.072,-1.03,1.942,-1.254,-0.292,1.98,-1.616
2.891,-2.565,1.242,-0.758,-0.595,1.397,-1.307,0.145,1.489,-0.707
2.173,-2.199,1.581,-1.36,-0.855,0.963,-1.541,0.902,0.101,-1.087
1.841,-2.586,1.674,-1.27,-0.581,0.489,-1.184,2.071,-0.453,-0.382
1.091,-2.597,2.24,-2.673,-0.518,-0.028,-0.653,2.168,-1.316,0.359
1.046,-2.728,2.254,-2.731,0.03,0.288,0.109,2.036,-1.083,0.596
1.087,-2.821,1.962,-2.837,0.026,-0.338,0.667,2.034,-1.005,0.537
1.765,-1.474,1.841,-2.373,1.599,-0.054,0.896,1.456,0.062,0.07
-0.287,-1.365,1.956,-1.685,1.987,-0.736,2.432,1.255,0.178,-0.494
1.789,-0.319,2.159,-1.653,2.125,-0.885,2.324,1.377,2.345,-1.485
1.428,-0.041,1.539,-0.573,2.921,-0.687,2.335,1.254,3.108,-1.99
1.457,0.972,1.221,-0.895,2.568,-0.911,2.116,1.051,3.19,-2.517
1.248,0.971,1.39,-0.379,2.097,-0.978,1.66,1.493,3.317,-1.712
2.144,1.21,0.88,1.606,2.364,-0.546,1.177,1.973,1.934,-1.321
1.414,1.356,1.018,2.422,0.781,-0.059,0.575,3.053,0.945,0.127
-0.165,1.07,1.178,1.833,-0.228,0.668,1.05,2.744,-0.074,0.866
0.305,0.65,1.835,2.489,-0.083,1.773,0.913,3.025,-0.506,1.555
0.397,1.475,1.292,2.812,-1.056,2.7,-0.282,2.871,-0.089,1.3
0.226,1.834,0.927,3.284,-1.684,2.475,0.669,1.64,0.326,1.197
-0.755,1.364,0.535,2.897,-1.292,2.433,0.37,0.676,0.539,0.612
-1.427,0.083,-0.008,3.174,-1.352,1.607,0.555,0.054,1.618,0.46
-1.003,0.679,-0.145,2.575,-0.558,1.612,1.015,-0.933,1.927,-0.175
1.269,1.099,-0.565,2.462,-0.082,0.839,0.331,-1.315,2.184,-0.084
-1.369,1.333,-0.624,3.059,-0.62,-0.001,1.228,-1.519,1.538,0.147
-1.165,0.947,-1.03,2.556,1.434,-0.154,1.251,-1.166,1.164,1.026
-1.026,1.4,-1.0,1.574,1.0,-0.115,0.349,-0.171,0.665,0.731
-1.538,1.551,-0.247,1.504,1.95,-0.179,0.172,0.508,-0.682,1.304
-1.911,1.44,-0.251,1.084,1.187,-0.512,-0.44,2.301,-1.592,0.969
-0.99,1.048,0.885,0.223,1.348,0.475,-0.718,2.485,-1.495,-0.104
-2.767,0.323,1.514,-0.923,0.677,0.091,-0.52,3.171,-1.182,-0.117
-2.168,-0.154,1.376,-1.416,1.5,-0.54,-1.103,3.066,-0.056,-1.188
-1.965,-0.247,2.952,-2.333,1.122,0.056,-1.134,2.795,1.425,-1.403
-1.948,-0.538,3.038,-2.298,0.363,-0.035,-0.508,2.492,1.8,-1.256
-1.876,-0.114,2.112,-2.564,0.762,0.463,-0.255,1.682,1.927,-0.681
-0.828,-0.77,2.074,-2.058,0.023,0.723,-0.252,0.387,1.94,0.211
0.203,-0.171,0.427,-2.327,-0.071,1.085,0.232,0.457,1.087,0.987
-0.692,-0.181,1.118,-0.971,-1.896,1.423,0.958,-0.134,-0.071,1.457
-1.295,-0.091,0.808,0.013,-1.775,1.789,1.021,-0.062,-0.607,1.181
-1.752,0.234,1.964,0.594,-1.181,1.903,1.531,-0.502,-1.014,0.602
-2.18,-0.176,1.278,1.295,-1.138,0.722,1.264,0.446,-0.919,0.156
-1.403,0.355,2.145,2.372,-0.654,0.511,0.693,1.681,0.511,-0.084
-2.13,-0.103,3.438,1.558,-0.281,-0.005,0.407,1.869,0.95,-1.248
-2.116,-1.098,2.982,1.957,0.133,-0.578,-0.493,2.828,1.898,-0.828
-2.029,-0.733,3.434,0.717,0.621,-1.533,-0.983,2.838,2.639,-1.095
-0.68,-2.951,3.351,1.607,0.191,-1.643,-1.1,2.191,2.472,-0.174
0.305,-1.735,2.6,1.496,0.386,-1.612,-1.273,2.054,1.86,-0.876
-0.037,-1.973,1.878,0.654,1.118,-1.202,-0.464,1.234,1.069,-0.429
-0.618,-2.868,1.804,0.5,1.241,-0.493,-0.333,1.039,0.11,-0.513
-0.581,-2.543,-0.084,-0.238,1.407,0.818,0.076,0.733,-0.396,-1.231
-1.21,-2.943,0.003,0.018,1.588,0.713,0.317,0.193,-0.838,-1.514
-1.175,-2.542,-1.49,-0.091,1.173,1.696,0.501,0.603,-1.047,-1.836
-1.135,-1.61,-1.411,-1.052,0.36,1.289,0.877,0.714,-0.156,-1.971
-2.517,-1.97,-1.675,-1.116,0.954,1.22,0.845,1.165,-0.071,-1.197
-3.371,-2.726,-1.581,-1.622,0.494,0.764,1.255,1.694,0.292,-0.481
-2.331,-1.575,-1.821,-1.178,-0.296,1.334,0.8,1.22,1.456,-0.138
-2.416,-1.684,-1.747,-1.56,-1.243,0.062,0.248,1.357,1.618,0.362
-0.85,-2.292,-1.9,-1.635,-1.358,-0.024,0.051,0.418,1.549,1.24
-1.517,-1.099,-1.881,-2.857,-1.858,-0.212,-0.99,-0.281,0.796,-0.003
-2.166,-1.553,-2.078,-2.468,-2.61,-1.195,-1.61,-2.084,-1.032,-0.555
-1.892,-2.289,-2.606,-2.679,-2.326,-1.818,-2.25,-2.542,-1.986,-1.732
-2.95,-2.394,-3.005,-2.462,-3.084,-1.721,-3.015,-3.662,-2.666,-2.753
-1.412,-2.294,-3.952,-3.104,-3.324,-2.408,-3.974,-3.441,-3.062,-3.079
-2.261,-2.867,-2.444,-3.684,-3.589,-3.42,-4.059,-4.228,-3.43,-3.418
-2.027,-3.968,-3.581,-3.794,-3.814,-3.698,-3.15,-3.284,-2.891,-2.692
-2.034,-3.535,-4.024,-2.384,-3.108,-2.998,-2.4,-2.747,-1.907,-2.532
-1.643,-3.619,-2.791,-2.114,-2.534,-1.825,-1.511,-2.213,-0.916,-2.3
-0.922,-2.17,-2.422,-1.165,-1.157,-1.744,-1.095,-1.611,-0.143,-1.791
-1.271,-2.253,-1.789,-0.646,-1.237,-0.213,-0.508,-0.865,0.326,-1.789
-1.381,-0.684,-0.944,0.787,-0.069,-0.402,-0.159,-0.701,-0.056,-1.893
-0.844,0.191,0.096,0.739,0.955,-0.497,-0.189,-0.741,-0.631,-1.725
-0.16,0.311,0.531,0.483,0.849,-0.539,-0.541,-0.228,-0.921,-1.963
-1.461,-0.001,2.525,1.522,0.839,-0.825,-0.925,-0.14,-1.874,-2.019
0.886,0.397,2.584,1.061,0.459,-1.283,-1.726,0.04,-1.227,-1.918
-0.622,0.366,1.757,1.493,-0.328,-2.505,-1.679,0.101,-0.518,-1.136
1.263,0.642,2.277,0.768,-1.048,-2.769,-1.605,0.435,0.039,-0.751
1.076,0.005,1.388,0.527,-1.847,-3.025,-0.873,0.905,1.243,-0.701
1.911,0.812,1.643,-0.601,-1.37,-2.553,-1.007,0.277,2.151,-0.499
1.863,0.231,1.342,-0.732,-1.642,-2.098,0.03,0.78,2.264,-0.764
2.62,0.608,0.898,-0.935,-2.638,-1.955,1.252,1.036,2.236,-1.157
2.28,2.152,0.085,-0.918,-1.237,-0.434,1.377,1.098,1.418,-2.245
2.07,3.038,1.144,-0.524,-1.285,-0.286,2.584,0.877,0.89,-1.547
1.627,2.342,0.35,0.224,0.17,0.365,2.67,0.49,0.432,-1.665
2.947,3.443,0.452,1.698,0.084,1.491,2.246,0.08,0.194,-1.365
2.201,3.132,0.083,0.753,0.63,1.649,2.01,0.063,-0.085,0.711
2.102,2.434,-0.416,0.991,1.655,2.89,0.648,-0.584,0.351,1.502
1.257,1.885,-0.941,1.247,1.519,2.592,0.036,-0.662,0.238,2.324
1.479,1.284,-0.695,0.141,0.856,2.204,-0.995,-0.339,0.228,3.18
0.879,0.561,-1.039,0.309,1.717,2.893,-1.628,-0.07,1.085,2.473
1.26,0.115,-0.856,0.158,0.637,1.944,-1.568,0.695,1.322,1.735
0.936,-1.437,0.02,-0.301,0.731,0.807,-1.869,1.281,1.312,0.679
2.825,-1.092,-1.0,-0.824,0.268,0.563,-0.734,1.9,0.095,-0.833
1.367,-1.169,-1.258,0.488,0.267,-1.88,0.107,1.798,-0.239,-1.381
0.96,-0.405,-0.2,0.697,-0.443,-1.536,1.378,1.26,-0.712,-1.321
0.335,-0.871,0.242,2.539,0.089,-1.179,1.201,0.836,-0.89,-1.019
0.55,-0.055,-0.104,2.061,-0.339,-1.811,1.395,1.063,-1.105,-0.842
0.575,0.024,0.595,2.462,-0.98,-1.052,1.541,-0.273,-0.828,-0.406
0.894,-0.384,0.783,2.56,-0.526,-0.277,1.961,-1.156,0.339,0.069
0.849,-0.369,0.425,2.178,-0.693,0.778,1.175,-1.229,1.277,-0.013
0.562,-0.668,1.244,2.089,-1.001,1.298,0.432,-1.366,1.737,-0.358
0.783,-0.753,0.311,1.591,-1.34,1.211,-0.238,-0.929,2.06,-0.816
2.197,-1.057,1.22,1.384,-1.697,1.535,-1.294,-0.544,1.844,-1.156
1.888,-1.689,0.448,-0.967,-1.74,1.297,-1.464,0.307,1.075,-0.788
2.321,-2.02,0.924,-0.795,-0.756,0.696,-1.731,0.692,-0.315,-0.633
1.978,-2.845,2.637,-2.797,-1.467,0.705,-0.805,1.06,-1.099,0.03
1.404,-2.776,1.369,-2.675,-0.177,0.247,-1.113,1.823,-1.972,0.263
0.114,-2.982,2.873,-2.412,0.67,-0.253,-0.21,1.513,-1.381,0.672
0.629,-1.357,1.756,-2.934,1.638,-0.378,0.282,1.996,-1.008,0.361
1.383,-1.874,1.879,-2.685,1.545,-0.826,0.693,1.633,-0.189,0.511
0.422,-0.779,1.008,-2.873,1.974,0.117,2.056,1.453,0.759,-0.625
1.004,-0.907,1.372,-1.791,3.172,-0.817,1.79,0.778,2.048,-1.354
0.946,-0.152,0.678,-1.443,2.345,-0.671,1.631,0.962,2.27,-1.813
2.008,-0.31,1.732,-0.026,2.414,-0.854,1.603,1.137,2.942,-2.285
0.968,0.099,0.502,-0.087,1.42,-0.91,1.405,1.484,2.396,-1.549
2.027,0.669,0.702,0.628,1.743,0.422,1.143,1.828,1.442,-1.044
0.645,0.968,0.445,1.165,0.972,0.225,0.314,2.639,0.022,0.015
-0.073,0.825,0.468,2.565,1.042,0.741,0.162,3.014,-1.067,1.227
-0.389,0.224,1.878,1.618,-0.67,1.887,-1.058,2.388,-1.18,1.225
-0.525,0.133,0.89,1.536,-2.248,2.419,-0.256,2.713,-0.741,1.38
0.398,0.538,1.189,1.8,-1.748,2.369,-0.655,1.456,-0.747,0.729
-0.563,0.97,0.162,2.161,-1.847,1.988,-0.394,0.581,0.674,0.488
-0.577,0.951,-0.124,1.894,-1.87,1.266,-0.17,-0.858,0.877,-0.278
0.201,0.997,0.289,1.959,-1.851,0.895,0.189,-1.659,1.705,-0.423
-0.206,0.97,-1.236,2.074,-0.485,-0.063,0.282,-2.163,1.618,0.165
-0.997,0.992,-1.011,1.929,-0.424,-0.495,0.56,-2.232,0.865,-0.009
-0.261,1.327,-2.35,2.153,-0.849,-1.009,0.489,-1.971,0.528,1.355
-1.928,1.564,-2.261,2.573,0.367,-1.331,-0.403,-1.479,-0.43,1.188
-2.405,1.742,-1.932,0.903,0.512,-0.497,-0.398,-0.396,-1.617,1.082
-3.199,0.667,-1.177,0.765,0.688,-0.455,-1.108,0.129,-2.429,0.377
-3.7,0.055,-1.339,-1.265,1.061,-0.821,-1.414,1.073,-1.846,-0.124
-3.123,-1.027,-0.257,-1.5,0.767,-1.353,-2.476,1.261,-1.752,-1.022
-3.323,-0.264,0.501,-2.368,0.432,-0.354,-1.925,1.428,-1.047,-2.266
-5.0,-1.069,0.285,-1.681,-0.287,-0.909,-2.535,1.416,-0.037,-2.631
-2.979,-1.995,1.615,-2.962,-0.942,-0.757,-2.041,0.801,0.744,-1.951
-2.715,-1.907,0.431,-3.392,-0.772,-0.749,-1.517,-0.403,0.897,-1.592
-1.362,-1.827,1.021,-3.459,-1.068,-0.635,-1.668,-0.58,0.728,-0.578
-2.116,-1.657,-0.032,-3.39,-1.649,0.075,-1.544,-1.247,0.007,0.369
-0.298,-1.205,0.352,-2.842,-1.527,-0.088,-0.78,-1.366,-0.491,0.009
-1.126,-1.768,0.257,-2.139,-3.091,0.807,0.435,-1.055,-0.947,0.233
-2.22,-0.493,-0.109,-1.064,-1.558,-0.132,0.861,-0.983,-1.396,-0.35
-1.729,-0.963,1.112,-0.389,-1.931,-0.132,0.404,0.231,-1.593,-1.315
-2.214,-1.093,1.206,0.96,-1.083,-1.132,0.096,0.387,-0.234,-1.644
-2.061,-1.695,2.053,0.241,-1.22,-1.737,-0.033,1.397,0.295,-2.263
-1.339,-1.575,1.357,0.427,-1.264,-2.43,-0.248,1.801,0.603,-2.232
-1.504,-1.632,1.991,1.353,-0.811,-2.042,-0.778,1.494,1.898,-2.248
-1.028,-2.219,1.08,1.157,-0.391,-3.032,-0.974,0.316,1.874,-1.544
-0.41,-2.417,1.52,0.713,-0.025,-1.818,-1.42,0.421,1.471,-0.902
0.439,-2.812,1.109,0.532,0.811,-1.669,-1.23,-0.226,1.156,-1.429
-0.536,-2.407,1.749,-0.463,1.549,-1.312,-1.454,-0.321,0.414,-0.891
-1.09,-3.001,0.704,-0.464,0.859,-0.865,-1.484,-0.039,-0.417,-1.904
-2.534,-3.088,-0.652,-0.814,0.009,-0.471,-0.477,0.213,-1.683,-2.301
-0.859,-2.389,-0.695,-1.312,0.206,-0.149,-0.335,0.227,-2.171,-3.259
-2.573,-1.459,-1.141,-1.155,0.703,-0.229,0.702,0.516,-1.294,-2.916
-2.004,-2.561,-1.325,-1.082,0.077,-0.337,1.327,1.037,-0.447,-2.534
-1.036,-1.168,-1.037,-1.709,-0.31,-0.346,1.307,1.722,0.784,-2.049
-1.444,-1.923,-0.791,-1.778,0.373,-0.511,1.045,1.126,1.571,-0.205
-1.174,-1.001,-1.027,-1.706,-0.716,-1.032,0.992,1.249,1.879,0.275
0.066,-0.474,-1.586,-2.081,-0.737,-0.226,0.656,0.625,1.969,0.531
-0.249,-0.706,-1.258,-0.664,-0.95,-0.213,0.218,-0.403,1.125,0.034
-0.097,-0.98,-2.115,-1.553,-1.649,-0.596,-0.808,-1.305,0.024,-0.475
-1.715,-2.161,-1.632,-1.956,-1.894,-1.462,-1.563,-2.371,-1.373,-1.18
-0.579,-2.166,-2.655,-2.453,-2.719,-2.397,-2.785,-2.402,-2.067,-2.264
-1.468,-2.739,-2.375,-2.178,-2.454,-2.545,-2.448,-2.819,-3.128,-2.89
-2.79,-2.912,-2.333,-3.148,-3.052,-3.049,-3.017,-3.665,-2.643,-3.282
-1.926,-2.725,-2.05,-2.451,-3.676,-2.987,-3.424,-2.728,-1.856,-2.909
-3.258,-2.724,-2.746,-1.943,-2.647,-3.23,-2.211,-2.736,-1.263,-1.989
-0.315,-3.558,-1.696,-2.51,-1.986,-2.461,-1.434,-1.644,-0.555,-1.714
-1.897,-2.646,-1.809,-1.302,-0.436,-1.527,-0.426,-0.684,-0.092,-1.628
0.362,-0.622,-1.106,0.013,-0.615,-0.423,-0.196,0.393,0.145,-1.471
-0.795,-0.441,0.313,0.17,1.021,-0.436,0.817,0.308,0.085,-1.525
0.55,0.253,1.543,1.939,0.975,0.123,0.906,0.599,0.325,-2.159
0.04,1.219,1.799,2.505,1.417,-0.45,0.289,0.569,-0.528,-1.684
1.485,1.884,2.443,2.276,1.751,-0.804,-0.251,0.45,-0.634,-2.093
0.868,0.601,2.203,2.222,1.735,-0.954,-0.364,0.204,-0.488,-1.223
1.547,0.664,3.585,2.352,1.265,-1.804,-0.848,0.798,-0.409,-0.802
1.496,0.733,2.769,0.882,0.055,-1.405,-1.541,1.032,0.537,-0.158
1.014,1.372,2.457,0.291,-0.247,-2.181,-0.992,1.921,1.335,-0.405
2.326,1.562,2.231,0.353,-0.517,-1.091,-0.61,1.696,1.352,0.308
1.952,1.2,2.628,-0.246,-1.324,-1.582,0.91,2.245,1.767,0.333
3.195,1.84,3.086,-0.326,-0.495,-0.783,1.245,2.166,2.505,-0.691
2.844,1.852,1.605,0.076,-1.941,-0.01,2.301,2.806,2.342,-1.338
3.104,2.529,1.743,-0.04,-0.408,0.068,3.845,2.465,1.6,-1.621
3.947,3.233,0.698,-0.102,-0.345,0.482,3.766,1.408,1.32,-1.431
4.322,3.212,0.884,0.143,1.223,1.166,3.523,0.669,0.661,-0.748
3.297,3.873,-0.792,1.325,2.232,1.828,2.718,0.55,0.507,0.586
2.276,3.751,-0.816,1.957,1.919,1.967,2.074,0.553,0.707,2.221
1.775,3.141,-1.452,1.207,2.18,3.244,0.745,-0.233,0.077,2.729
1.154,1.551,-0.435,1.46,1.399,3.797,-0.021,-0.148,1.315,3.136
1.255,0.64,-0.582,0.85,1.575,2.83,-0.723,-0.044,1.105,3.43
1.653,-0.206,-0.987,0.53,1.611,2.855,-1.91,1.423,1.82,2.584
3.143,-0.708,-0.709,0.993,0.638,2.108,-1.709,1.189,0.798,1.049
2.001,-1.225,-0.43,-0.226,0.057,0.429,-0.581,2.125,0.521,0.19
1.246,-0.719,-0.517,0.912,0.334,-0.041,0.311,1.922,-0.006,-0.298
1.632,-0.935,0.681,1.664,0.219,-1.302,0.724,2.138,-0.681,-0.431
1.561,-0.208,1.409,2.334,-0.041,-1.207,1.5,1.286,-1.076,-0.661
1.515,0.065,1.654,3.133,0.157,-1.014,2.214,1.373,-0.512,-0.483
2.066,-0.404,2.285,2.569,0.405,-0.394,2.269,0.605,-0.207,-0.525
1.873,0.026,2.346,3.641,-0.793,0.409,2.225,0.388,0.748,0.058
2.588,-0.163,2.627,2.447,0.637,1.228,1.53,0.026,1.777,0.419
2.0,0.003,2.593,3.387,-0.297,1.578,0.866,0.258,3.259,0.267
3.987,-0.374,2.654,2.968,-0.262,2.0,0.041,0.106,2.582,-0.206
3.312,-0.717,3.365,1.018,-1.045,1.754,-0.193,0.991,2.873,-0.195
3.551,-1.28,2.732,0.286,-1.013,1.715,-0.53,1.878,2.556,-0.618
2.686,-1.468,2.039,-0.282,-0.376,1.072,0.17,2.212,0.773,-0.647
2.839,-0.71,3.745,-1.377,0.932,0.715,0.236,2.658,0.233,-0.378
2.508,-1.467,2.901,-1.217,1.295,0.031,0.599,3.52,0.337,0.297
1.29,-1.321,3.219,-1.99,1.36,0.117,0.688,3.97,-0.206,0.197
0.556,-1.408,2.623,-0.967,2.035,-0.307,1.838,3.957,-0.048,0.568
1.319,-0.467,3.497,-2.224,3.076,0.196,2.935,2.603,0.781,0.008
0.938,0.233,3.462,-1.42,3.213,0.126,2.928,2.468,2.542,-0.707
1.875,0.743,3.088,-0.502,3.648,0.158,3.254,2.187,2.883,-1.182
1.197,0.902,2.893,0.866,3.671,0.365,2.82,1.888,3.887,-2.068
1.136,1.49,2.27,1.375,2.565,-1.079,2.832,2.334,3.687,-1.549
2.087,1.752,1.912,1.349,2.861,-0.284,2.814,2.514,2.737,-1.596
1.498,1.323,2.242,2.018,2.556,0.201,2.394,2.657,2.329,-1.014
0.146,2.148,1.99,2.439,1.855,0.63,1.929,3.39,1.618,0.214
1.759,1.146,2.018,3.378,1.513,1.571,0.886,4.207,0.684,1.559
-0.227,2.386,3.236,3.003,-0.138,2.22,0.287,4.132,-0.132,1.953
1.901,1.16,2.573,4.15,-0.365,2.341,0.466,3.875,-0.413,1.569
-0.274,1.872,2.568,3.304,-0.253,2.741,0.244,2.921,0.627,1.418
0.329,1.265,2.177,3.521,-0.603,2.283,0.537,2.046,0.997,1.354
0.979,1.955,1.504,2.71,-0.802,2.122,0.355,1.325,1.377,0.346
0.99,2.265,0.237,2.846,-0.413,1.963,1.842,0.166,1.681,0.085
1.237,2.365,0.268,3.412,-0.05,1.455,1.689,-0.781,2.548,0.083
-0.925,2.183,0.093,3.982,1.198,0.368,1.627,-1.106,1.622,1.213
-1.057,2.067,-1.584,3.393,1.482,-0.304,1.117,-0.451,1.235,1.845
-1.008,2.304,-0.464,3.993,0.798,0.21,0.674,-0.192,0.263,1.34
-0.973,1.978,0.428,2.239,1.183,-0.17,1.23,0.65,-0.835,1.54
-1.673,2.354,0.665,1.262,1.787,0.297,-0.03,1.168,-0.734,1.293
-2.881,1.612,0.805,1.098,1.135,0.494,-0.355,2.572,-1.173,0.507
-1.893,1.26,1.293,-1.335,1.005,0.91,-1.599,2.865,-0.838,0.151
-2.353,0.412,2.351,-1.053,1.77,-0.215,-0.956,2.679,-0.023,-0.802
-1.982,0.22,2.621,-1.504,1.1,0.034,-1.44,2.792,0.805,-1.196
-2.924,-0.041,1.6,-1.985,1.156,0.472,-1.393,2.688,1.813,-1.543
-0.904,-0.16,1.898,-2.69,-0.087,0.26,-1.352,1.945,1.7,-0.45
-1.109,-0.45,1.651,-2.097,-0.627,0.833,-0.964,0.988,1.343,0.03
0.096,0.055,1.563,-2.215,-0.993,1.023,0.03,-0.289,0.907,1.152
-1.098,0.6,1.66,-1.596,-0.991,1.253,0.456,-0.847,0.306,1.666
-0.869,0.548,1.199,-0.413,-0.748,2.175,0.679,-0.414,-0.345,1.15
-1.084,0.026,1.086,0.347,-1.259,1.722,0.576,-0.049,-0.593,0.922
-2.889,0.25,2.498,0.037,-0.699,0.975,0.699,0.844,-0.718,0.161
-0.382,-0.099,2.089,0.686,-0.866,0.192,0.37,1.225,0.282,-0.347
-1.923,-0.934,2.564,1.405,0.185,-0.864,-0.451,2.116,1.157,-0.307
-0.881,-0.265,2.019,2.031,-0.12,-1.305,0.067,2.148,1.353,-1.093
-0.675,-0.871,3.36,2.108,1.085,-0.693,-0.854,2.891,1.926,-1.11
-1.166,-1.647,2.895,2.022,1.241,-1.646,-0.287,2.205,2.06,-0.403
0.689,-1.962,1.836,0.97,1.559,-1.514,-0.896,1.865,1.996,0.14
-0.203,-2.705,2.158,0.277,1.383,-1.049,-0.822,1.817,0.896,-0.417
-0.577,-2.453,0.696,0.463,1.127,-1.053,-0.618,1.065,-0.188,-0.217
-0.958,-2.379,0.917,-0.428,1.43,0.267,0.303,0.493,-1.19,-1.431
-1.084,-2.443,0.411,-0.494,0.818,0.954,-0.102,0.859,-1.547,-1.876
-1.815,-2.81,-1.455,-0.494,1.416,0.559,0.279,0.885,-1.055,-2.213
-1.556,-2.125,-1.142,-0.459,1.593,0.637,0.944,1.1,-1.075,-1.335
-3.244,-2.236,-0.767,-0.536,0.179,0.668,1.119,1.431,-0.073,-1.266
-2.572,-2.23,-1.035,-1.125,0.693,0.936,1.746,2.182,0.779,-0.58
-3.209,-1.504,-0.743,-2.158,0.17,0.336,1.303,1.702,1.658,0.093
-0.271,-1.976,0.482,-2.303,-0.865,0.679,0.582,1.694,2.205,0.772
0.517,-1.427,-1.399,-1.849,-0.849,0.397,0.347,1.369,2.29,0.663
0.329,-0.794,-2.083,-2.464,-1.609,-0.207,-0.242,-0.153,1.774,1.041
-0.854,-0.828,-1.862,-1.765,-2.103,-0.603,-1.49,-1.476,0.091,0.196
0.754,-1.343,-2.985,-2.684,-2.573,-1.236,-2.099,-2.374,-1.126,-1.146
-1.52,-1.922,-2.621,-1.691,-3.245,-2.213,-3.131,-3.685,-2.881,-1.996
-1.838,-3.388,-3.207,-2.761,-3.213,-2.362,-3.15,-3.905,-3.019,-3.124
-2.221,-3.13,-3.547,-2.894,-3.416,-3.608,-3.377,-3.396,-3.36,-3.449
-2.225,-3.113,-2.288,-2.983,-2.389,-3.299,-3.137,-3.308,-2.505,-2.93
-1.897,-2.576,-3.017,-2.724,-2.738,-2.759,-2.521,-2.392,-1.969,-2.613
-1.462,-2.876,-2.981,-2.632,-2.15,-2.04,-1.166,-1.652,-0.902,-2.147
-1.596,-1.497,-1.35,-1.266,-1.184,-1.568,-0.829,-0.919,-0.071,-1.092
-0.487,-0.708,-0.731,-0.435,-0.09,-0.007,-0.005,-0.563,0.702,-0.924
-0.309,-0.174,-0.041,1.151,-0.28,0.306,-0.153,0.2,0.344,-1.098
0.641,0.773,1.337,1.168,0.559,0.667,0.324,0.255,0.281,-1.167
0.98,0.254,2.147,1.569,1.333,0.139,-0.547,-0.133,-0.834,-1.363
1.448,0.541,1.468,0.981,0.961,-0.39,-0.353,0.429,-0.939,-1.247
1.382,0.936,3.344,1.177,0.451,-1.045,-0.678,0.352,-1.079,-1.349
