0,1,2,3,4,5,6,7,8,9
0.677,0.62,2.272,3.259,0.48,0.245,1.853,0.404,0.224,0.354
0.814,0.947,1.649,3.08,0.053,1.422,1.997,0.032,1.198,0.377
1.104,-0.215,2.361,2.97,-0.569,2.801,0.745,-0.484,1.88,0.346
3.12,-0.617,3.233,2.458,-0.136,2.012,-0.184,-0.213,2.343,-0.343
2.484,-1.202,1.75,0.809,-0.113,1.724,-0.728,0.699,3.012,-0.099
3.09,-1.784,2.163,0.307,-1.03,1.496,-0.898,1.665,1.29,-1.396
2.3,-0.568,2.522,-0.04,-0.663,0.688,-0.927,2.334,0.562,-0.869
1.968,-2.553,3.297,-0.561,-0.038,0.615,-0.562,2.34,-0.448,-0.065
1.322,-0.52,3.454,-1.372,0.413,-0.013,0.785,2.576,-0.787,0.143
1.344,-1.056,3.434,-1.43,1.198,0.366,0.157,2.845,-1.249,0.986
1.345,-0.953,3.22,-1.158,1.991,0.189,1.52,3.078,0.191,0.688
2.137,-1.087,3.478,-1.64,2.224,0.72,1.247,2.435,0.555,0.412
0.214,-0.278,3.792,-2.093,1.971,-0.113,3.111,2.231,1.727,0.33
2.449,0.02,3.59,-0.466,2.945,-0.194,2.606,1.401,2.739,-0.795
2.072,1.597,3.053,-0.799,3.845,0.217,3.182,1.867,3.691,-1.206
1.915,1.797,2.879,0.483,2.927,0.331,2.848,1.843,3.462,-1.612
1.673,2.731,2.205,1.855,3.2,0.708,2.041,2.75,3.312,-0.756
2.382,1.82,3.548,1.912,2.452,0.813,1.938,2.908,1.85,0.236
1.672,1.994,1.831,3.672,2.686,1.745,1.047,3.888,0.563,1.152
0.018,1.687,2.803,2.813,0.945,2.392,1.121,4.536,0.397,1.916
0.48,1.34,3.152,2.66,0.737,3.085,1.127,3.934,-1.047,2.396
0.602,1.021,2.725,3.403,0.041,4.152,-0.025,3.866,-0.416,2.376
0.29,1.647,2.997,2.801,-1.287,4.425,0.127,3.22,0.001,2.417
-0.611,1.379,2.12,2.907,-1.335,3.53,0.644,1.775,0.849,1.384
-1.188,1.441,2.183,3.466,-0.847,2.97,0.449,0.38,1.793,0.568
-0.655,1.75,0.986,3.598,0.195,2.325,0.745,-0.171,2.575,0.703
1.659,1.468,0.282,3.473,0.202,1.453,0.704,-0.671,2.109,0.502
-1.164,1.972,-0.211,2.939,0.239,1.311,1.445,-1.197,2.43,0.8
-1.012,2.583,-0.187,2.071,0.915,0.54,0.878,-1.551,0.735,1.579
-0.95,2.707,-0.883,2.654,0.932,0.588,0.846,-0.391,-0.481,1.848
-1.819,2.934,-1.784,2.041,1.397,-0.101,0.003,0.102,-1.388,2.191
-2.532,1.449,-1.032,1.574,0.861,0.394,-0.017,1.146,-2.346,1.796
-1.717,0.989,0.005,0.329,1.251,0.971,-0.217,1.879,-2.785,1.062
-3.59,0.51,0.716,-0.149,1.634,0.719,-1.23,2.174,-1.862,-0.139
-3.008,0.176,1.977,-1.402,1.739,0.934,-1.261,2.086,-1.117,-0.739
-2.642,-0.219,1.901,-1.71,2.007,0.216,-1.633,2.474,0.312,-1.416
-2.718,-0.105,2.067,-3.155,1.554,0.348,-1.445,1.911,0.839,-0.789
-2.799,0.052,1.624,-1.795,-0.31,1.106,-1.43,1.683,1.25,-0.502
-1.657,-0.743,3.326,-2.226,0.31,0.726,-1.365,0.6,0.92,0.509
-0.408,-0.433,2.132,-2.243,-0.582,1.133,-0.868,0.092,0.685,0.861
-0.992,-0.034,2.395,-1.955,-0.706,1.825,-0.137,0.429,-0.316,0.949
-1.386,-0.57,1.879,-0.403,-0.773,1.116,1.099,0.242,-1.029,1.058
-1.823,-0.248,2.377,-0.515,-1.421,1.769,0.93,0.896,-1.206,0.202
-2.294,-0.065,1.641,0.448,-0.424,1.307,1.227,1.052,-1.04,-0.2
-1.537,-0.999,2.673,0.744,-1.37,0.779,0.503,2.391,-0.432,-0.708
-2.395,-0.305,2.908,1.648,-0.663,-0.142,0.723,2.29,0.304,-1.555
-2.591,-1.427,3.339,2.131,-0.477,-1.566,-0.078,2.303,1.531,-0.693
-2.493,-0.88,3.877,2.138,1.126,-0.719,-0.684,1.96,2.689,-1.171
-0.97,-2.013,2.517,2.025,1.349,-1.036,-1.449,2.386,2.653,-0.701
0.005,-2.475,2.72,1.897,1.068,-0.738,-1.532,1.84,2.141,0.05
-0.31,-3.073,1.5,0.719,1.201,-1.584,-1.504,1.264,0.724,-0.896
-0.917,-2.554,1.618,-0.23,1.617,-0.63,-1.403,0.057,-0.36,-1.484
-1.009,-2.653,1.292,-0.82,1.592,0.106,-1.245,0.289,-1.191,-1.296
-1.541,-3.081,0.627,-1.185,1.72,-0.037,-0.558,0.406,-1.425,-1.908
-1.436,-1.942,-0.335,-0.661,0.452,0.487,-0.295,0.721,-1.59,-2.053
-1.35,-2.472,-0.428,-0.905,0.533,0.34,0.846,1.521,-1.424,-2.663
-2.798,-2.034,-0.738,-2.413,0.114,1.246,1.178,1.005,0.486,-1.838
-3.524,-1.702,-0.837,-1.388,-0.299,0.246,1.692,1.579,0.516,-0.936
-2.265,-1.813,-0.478,-1.312,-0.364,1.163,1.13,1.397,1.534,-0.023
-2.344,-1.832,0.047,-1.912,-0.36,0.876,0.504,1.318,1.888,0.678
-0.628,-1.678,-0.379,-2.212,-1.674,0.645,0.246,0.869,1.876,1.575
-1.224,-1.184,-0.872,-2.796,-2.134,0.057,-0.704,-0.666,0.959,1.093
-1.938,-2.373,-0.501,-3.107,-1.753,-0.62,-1.611,-1.103,-0.594,-0.242
-1.615,-2.706,-1.417,-3.216,-2.559,-1.384,-2.334,-2.623,-1.413,-1.325
-2.581,-2.781,-2.157,-2.59,-3.132,-2.235,-3.218,-2.912,-2.884,-2.815
-1.169,-3.684,-2.423,-3.716,-2.939,-2.761,-3.356,-3.761,-3.73,-3.619
-2.176,-3.713,-2.767,-3.599,-3.409,-3.392,-3.447,-3.547,-3.209,-3.692
-2.03,-2.664,-2.303,-3.905,-2.718,-3.621,-3.018,-2.709,-2.369,-3.742
-1.918,-2.923,-2.075,-3.827,-2.613,-2.92,-1.727,-2.183,-1.645,-2.681
-1.291,-2.413,-1.557,-2.175,-1.487,-2.109,-0.801,-0.87,-1.193,-2.167
-0.655,-1.175,-1.064,-0.595,-0.215,-1.338,-0.302,-0.289,-0.113,-1.188
-1.099,-0.365,1.245,0.441,0.417,0.448,0.441,0.625,-0.126,-0.871
-1.087,0.878,1.382,1.132,1.283,0.377,1.111,1.049,-0.156,-0.814
-0.461,0.216,2.941,2.599,2.484,0.613,0.168,1.441,0.197,-1.242
0.442,0.787,2.637,2.487,1.608,1.098,0.29,1.614,-0.744,-1.654
-0.8,0.92,3.866,1.939,1.296,1.067,-0.3,1.487,-1.051,-1.596
1.463,1.433,3.367,1.273,2.158,0.016,-1.628,0.833,-0.871,-0.831
-0.17,2.373,3.693,1.494,0.611,-0.722,-0.905,1.146,-0.868,-0.175
1.572,1.421,2.807,2.468,0.743,-1.18,-0.838,1.062,-0.148,0.776
1.224,1.232,2.597,0.733,-0.807,-1.074,-0.95,1.442,0.46,0.988
1.864,0.691,2.349,0.252,-1.435,-0.648,-0.18,1.892,1.177,0.625
1.644,0.683,1.699,0.379,-1.248,-0.369,0.274,1.818,2.305,0.57
2.381,1.952,1.799,-0.802,-1.721,-0.287,1.103,1.789,2.243,0.009
2.178,1.614,2.087,-0.176,-1.286,0.011,1.84,2.225,1.498,-0.987
2.166,2.297,1.172,-0.522,-0.793,0.727,2.782,1.987,0.938,-1.209
1.696,3.604,0.977,-0.481,-0.825,0.99,3.264,1.359,0.71,-1.237
2.95,2.499,0.86,0.211,0.546,1.801,2.69,0.664,-0.911,0.117
2.052,3.377,-0.639,1.025,1.113,2.125,2.207,-0.048,-0.144,0.952
1.733,2.419,0.096,2.034,1.605,3.155,0.658,-0.555,-0.35,2.187
0.898,2.904,-0.548,1.149,1.087,2.867,0.279,-0.831,-0.371,2.983
1.121,0.922,-0.54,1.527,1.447,3.328,-0.471,-0.94,0.038,3.759
0.561,1.001,-1.087,0.468,1.557,3.735,-1.918,-0.407,0.772,3.247
0.945,-1.164,-1.267,0.376,0.644,3.185,-2.047,0.212,0.588,2.706
0.474,-0.421,-0.685,-0.736,0.424,1.673,-0.792,0.917,0.563,1.458
2.222,-0.817,-0.894,-0.058,0.698,0.574,-1.013,1.315,-0.232,0.155
0.833,-1.288,-0.259,0.312,-0.062,-0.095,0.168,1.684,-0.676,-0.705
0.647,-0.851,0.405,1.568,-0.203,-1.231,0.619,1.059,-1.318,-1.085
0.077,-0.423,-0.152,1.576,0.698,-0.613,1.409,1.242,-1.853,-0.599
0.117,-0.546,0.362,2.325,0.523,-0.934,2.159,1.306,-1.755,-0.651
0.108,-0.527,0.646,3.381,0.339,-0.624,2.338,0.444,-0.856,0.217
0.587,-0.269,1.277,3.442,0.505,0.671,2.255,0.143,0.063,0.588
0.607,-0.154,1.791,3.491,0.306,1.766,1.701,-0.714,0.836,0.529
0.405,-0.306,1.461,2.131,0.233,1.781,0.694,-0.456,2.504,0.853
0.77,-0.56,1.473,2.618,-0.441,2.493,0.007,-0.142,2.491,-0.287
2.334,-1.732,1.85,1.806,-0.85,2.1,-1.238,0.48,1.803,-0.565
1.982,-2.111,2.824,0.531,-1.006,1.344,-1.188,0.71,1.596,-1.21
2.581,-2.409,2.391,-0.787,-1.374,1.105,-1.155,2.209,0.638,-0.948
2.508,-2.024,2.899,-1.719,-0.094,1.278,-0.25,2.655,-0.299,-0.38
1.835,-2.643,2.893,-1.593,-0.203,0.425,0.123,2.3,-1.463,0.091
0.512,-1.539,2.989,-2.426,1.355,0.661,1.281,2.716,-1.462,0.782
0.867,-0.831,2.629,-1.785,1.833,0.502,1.336,2.45,-0.536,0.923
1.52,-0.572,1.663,-1.397,2.63,0.571,1.568,2.017,-0.241,0.269
0.471,-0.165,2.199,-1.117,2.554,0.09,2.047,1.707,1.189,-0.493
1.043,0.033,2.333,-0.291,2.404,-0.211,2.146,1.328,1.65,-1.123
1.021,0.548,2.162,-0.133,2.804,-0.35,2.606,1.466,3.085,-1.664
2.171,0.732,2.319,0.945,2.703,-1.491,1.949,1.378,3.269,-2.029
1.203,1.142,1.2,1.505,2.328,-0.708,2.119,1.771,2.847,-1.883
2.157,1.148,1.967,1.615,1.964,-0.282,1.695,2.378,1.268,-0.781
0.765,1.429,1.512,2.471,1.481,-0.444,1.127,3.166,0.763,0.282
0.126,1.292,1.614,1.796,0.394,0.736,0.987,2.784,0.365,0.771
0.074,0.754,2.078,3.08,0.043,2.333,0.234,3.54,-0.87,1.653
-0.157,0.384,2.251,1.558,-0.642,1.974,0.024,3.21,-1.1,0.997
0.546,0.887,2.417,3.218,-1.137,2.704,0.273,2.832,-0.844,1.596
-0.431,1.316,1.939,1.996,-1.89,2.341,-0.099,0.922,0.631,0.454
-0.4,1.964,1.099,2.771,-0.635,1.438,0.846,0.703,1.574,0.409
0.498,2.077,-0.257,3.589,-0.1,1.806,0.576,-0.617,2.482,0.256
-0.013,2.393,0.619,3.544,0.151,0.526,1.563,-0.848,1.967,-0.062
-0.803,2.391,-0.104,3.056,0.236,1.006,1.129,-1.317,1.574,0.649
0.073,2.477,-0.743,2.927,0.312,0.002,1.15,-1.041,0.814,1.187
-1.615,1.982,-0.372,3.001,0.937,-0.072,0.839,-0.198,0.043,1.427
-2.001,1.748,-0.843,1.682,1.603,0.243,-0.063,0.096,-0.696,1.57
-2.728,1.718,0.773,1.248,1.34,-0.687,-0.162,1.078,-1.582,1.189
-3.129,0.841,0.358,0.043,1.822,0.044,-0.626,2.147,-1.673,0.225
-2.57,0.798,0.633,-0.201,1.607,-0.025,-1.269,2.516,-1.273,-0.837
-2.931,-0.815,2.114,-0.977,1.588,-0.245,-1.692,2.79,-0.534,-1.53
-4.612,0.014,1.35,-2.175,0.428,-0.7,-1.959,2.157,0.387,-1.306
-2.6,-1.217,2.0,-3.011,0.674,-0.272,-1.806,1.783,1.296,-1.62
-2.472,-1.591,1.828,-3.167,-0.601,-0.115,-1.832,0.372,1.642,-1.189
-1.056,-0.772,0.914,-3.754,-1.1,-0.074,-1.395,0.149,0.868,-0.555
-1.943,-0.539,0.927,-3.524,-1.544,0.272,-0.452,-1.303,0.155,0.046
-0.249,-0.666,-0.186,-1.701,-1.317,0.556,-0.466,-1.721,-0.294,0.776
-1.148,-0.83,0.292,-1.102,-1.646,0.755,0.026,-1.141,-1.789,0.847
-2.52,-0.182,-0.16,-0.855,-2.485,1.148,-0.059,-0.605,-1.856,-0.231
-2.116,-1.018,1.469,0.79,-2.311,0.278,0.157,-0.305,-1.974,-0.623
-2.548,-0.939,1.225,1.045,-0.507,-0.744,0.051,0.168,-1.144,-1.464
-2.471,-0.458,1.412,1.451,-0.602,-1.062,-0.279,0.936,-0.409,-2.181
-1.913,-1.109,2.263,2.089,-0.379,-2.414,-0.384,1.703,0.662,-1.913
-1.883,-1.533,1.715,2.232,-0.351,-2.283,-1.139,1.791,1.254,-1.888
-1.366,-2.092,2.307,1.917,0.507,-2.722,-1.349,1.011,1.748,-1.088
-0.714,-2.392,2.646,1.145,0.093,-1.866,-1.482,0.896,1.365,-1.223
0.383,-2.514,1.224,0.685,1.231,-2.282,-1.527,0.83,0.266,-0.591
-0.787,-3.247,1.197,-0.647,1.383,-0.572,-0.863,0.02,-0.517,-1.391
-1.628,-2.175,0.113,-0.204,1.631,-0.401,-0.632,0.077,-1.465,-1.717
-3.237,-2.865,-1.116,-0.296,2.331,-0.314,-0.722,0.039,-1.723,-2.011
-1.449,-2.827,-1.157,-0.825,1.282,-0.231,-0.091,0.152,-2.108,-2.734
-2.988,-2.296,-1.342,-2.275,0.511,-0.752,0.731,0.83,-1.973,-2.796
-2.445,-2.28,-1.125,-2.567,-0.282,-0.454,1.333,1.166,-0.965,-2.629
-1.481,-1.392,-0.666,-2.817,0.819,-0.166,1.679,1.179,0.536,-1.36
-1.791,-1.319,-1.286,-2.47,-0.151,-0.511,0.718,1.345,1.258,-0.556
-1.563,-1.142,-1.208,-1.805,-0.506,-0.267,0.326,1.354,1.856,0.221
-0.336,-1.29,-0.788,-2.072,-2.066,-0.591,0.173,0.682,1.538,0.045
-0.551,-1.145,-0.88,-2.146,-1.998,-0.8,-0.211,-0.133,0.82,-0.019
-0.365,-1.003,-1.572,-2.399,-2.411,-0.762,-0.825,-1.595,-0.831,-0.689
-2.053,-0.837,-1.973,-2.666,-1.684,-1.194,-2.641,-2.375,-1.909,-1.036
-0.998,-1.36,-1.896,-2.795,-2.85,-1.788,-3.252,-3.394,-2.581,-1.82
-1.825,-2.739,-2.169,-2.922,-3.115,-2.285,-3.8,-2.953,-3.547,-3.208
-3.073,-2.061,-2.257,-2.746,-3.425,-2.837,-2.812,-3.314,-3.605,-2.956
-2.313,-3.528,-2.457,-2.37,-2.407,-3.006,-2.643,-2.387,-2.924,-2.898
-3.832,-2.728,-1.008,-2.155,-3.043,-2.35,-1.545,-2.036,-1.448,-2.734
-0.628,-2.177,-1.453,-2.52,-1.518,-2.173,-1.665,-0.931,-0.544,-1.89
-1.994,-1.976,-0.497,-1.004,-0.61,-1.011,-0.379,-0.47,0.13,-1.534
0.361,-0.64,0.932,-0.051,0.459,0.413,-0.309,0.624,-0.061,-1.214
-0.615,0.327,1.404,0.497,1.061,0.802,0.474,0.84,0.424,-1.039
0.774,0.387,2.142,2.714,1.932,1.194,0.648,1.166,-0.262,-0.999
0.085,1.461,2.993,2.198,1.859,0.785,0.216,0.677,-0.298,-1.124
1.52,1.877,2.974,2.608,1.895,0.216,-0.519,1.432,-0.741,-0.505
0.943,0.617,3.393,2.457,1.476,-0.438,-0.839,0.888,-1.023,-0.721
1.515,1.352,3.873,1.382,1.374,-1.211,-1.332,1.261,-0.416,-0.491
1.441,1.212,3.834,0.397,0.196,-1.811,-1.631,1.761,-0.006,0.157
0.913,0.544,4.018,0.262,-0.281,-1.26,-1.378,1.643,0.755,0.326
2.257,0.246,2.694,-1.612,-0.495,-1.847,-0.437,2.27,1.721,1.169
1.946,0.666,3.196,-0.653,-0.852,-1.406,0.611,2.307,2.662,0.181
3.331,1.429,2.542,-1.006,-1.196,-0.255,1.813,2.799,2.714,-0.143
2.867,1.888,2.698,-0.63,-0.976,0.044,2.556,2.76,2.424,-1.307
3.059,3.14,1.32,0.286,0.034,1.265,3.884,2.135,1.771,-1.904
3.896,3.721,1.21,0.5,1.405,1.57,3.393,1.658,0.876,-0.81
4.131,4.124,1.162,1.037,2.006,2.111,2.894,1.312,0.305,-0.383
3.075,4.392,1.094,0.783,1.14,2.455,3.002,0.685,-0.377,1.183
2.102,3.92,0.196,1.15,2.86,2.696,1.745,0.282,0.496,2.118
1.699,3.171,-0.249,2.342,2.57,3.71,0.91,0.084,0.464,2.927
1.223,1.534,-0.821,1.43,1.679,3.548,0.242,0.031,0.957,3.779
1.19,1.744,-0.781,1.377,1.33,2.944,-0.549,-0.007,1.309,3.549
1.413,1.045,-0.952,0.886,1.22,3.201,-1.44,0.692,1.111,2.643
2.855,-0.338,-0.88,1.322,0.573,1.875,-2.153,1.145,0.957,1.068
1.667,-1.31,-0.862,0.252,1.132,0.432,-1.029,0.861,-0.058,0.393
0.874,-0.945,0.577,0.078,0.544,-0.645,0.154,1.817,-1.016,-1.32
1.213,-1.964,0.486,0.173,0.432,-1.22,1.14,2.182,-1.552,-1.091
1.119,-0.64,0.936,1.533,0.919,-1.315,1.886,1.733,-1.493,-1.538
1.0,0.24,1.572,2.475,1.463,-1.542,2.161,1.51,-0.977,-0.213
1.613,-0.204,1.809,3.273,0.475,-0.93,2.644,1.537,0.134,-0.247
1.524,0.278,3.127,3.833,-0.075,1.156,3.133,0.623,0.331,0.446
2.355,0.408,2.104,3.613,0.984,1.54,2.189,-0.033,1.712,0.354
1.711,0.824,1.392,3.623,0.694,2.292,1.173,-0.044,2.276,0.403
3.412,-0.045,1.871,3.119,0.017,2.451,1.384,-0.074,3.037,-0.185
2.724,-0.473,1.489,1.525,-0.468,2.842,0.278,0.613,2.464,-0.319
2.941,-1.376,1.864,1.522,-0.043,2.499,0.183,0.692,2.323,-0.392
1.952,-1.104,2.259,0.103,-0.649,2.715,-0.403,1.845,1.028,0.274
2.42,-1.448,2.767,-0.413,0.407,2.089,0.088,2.699,-0.586,0.683
2.033,-2.39,3.704,-1.109,-0.025,1.458,0.182,2.341,-0.9,1.38
0.679,-1.866,4.17,-2.727,0.923,1.506,1.412,2.655,-1.155,1.658
0.096,-1.428,3.4,-1.854,2.509,1.546,1.059,2.654,-0.034,1.697
1.061,-1.087,2.522,-1.889,1.954,0.291,2.253,2.414,-0.183,1.368
0.519,-0.354,2.556,-1.737,3.321,0.564,2.52,2.303,1.048,0.433
1.045,0.277,2.326,-0.617,3.533,0.772,2.623,1.446,2.517,-0.322
0.372,0.73,2.006,0.17,2.928,0.212,3.15,1.205,2.964,-1.436
0.329,2.285,1.28,1.451,3.38,-0.045,2.592,1.516,3.016,-1.057
1.216,1.397,2.425,2.603,2.548,0.374,2.037,1.728,2.371,-1.158
0.853,1.231,1.274,2.631,1.812,0.876,1.094,2.506,1.803,-0.146
-0.452,2.062,1.86,2.67,0.974,1.111,0.915,2.736,0.541,0.688
1.052,1.889,2.08,3.037,-0.311,1.676,-0.492,3.162,-0.569,1.72
-0.952,0.552,2.184,2.592,-0.247,2.447,-0.804,2.647,-0.643,2.291
1.182,1.118,1.742,2.95,-1.476,2.652,-0.011,2.311,-1.299,2.152
-1.04,-0.191,1.706,2.305,-2.129,3.568,-0.361,2.023,-0.547,1.766
-0.526,2.165,0.701,2.477,-1.535,3.15,-0.289,0.585,-0.009,0.729
0.015,1.735,0.542,2.338,-1.112,1.936,-0.036,-0.104,0.795,0.243
0.07,1.658,-0.655,2.528,-2.238,0.762,0.563,-1.123,1.091,0.077
0.426,2.059,-0.973,3.254,-0.71,0.415,1.115,-1.798,0.952,0.066
-1.926,2.272,-0.475,2.978,-0.034,-0.527,1.023,-2.324,1.073,0.058
-2.028,1.864,-1.122,3.091,0.111,-0.203,0.531,-1.721,0.368,1.271
-1.7,2.442,-0.995,2.567,0.481,-0.35,-0.621,-0.769,-0.733,1.261
-1.673,2.159,-0.797,1.084,1.239,-0.425,-0.747,0.086,-1.888,1.171
-2.525,0.905,-0.521,0.112,0.689,-0.595,-0.92,1.039,-2.882,1.224
-4.001,0.848,0.168,0.578,1.386,-0.056,-1.435,1.587,-2.731,0.63
-3.077,-0.285,1.841,-1.345,0.382,0.493,-1.737,2.326,-2.255,-0.323
-3.298,-0.203,0.742,-1.601,0.246,0.082,-1.182,2.704,-1.613,-0.846
-3.014,-0.449,1.232,-2.409,0.882,0.295,-2.041,1.59,0.447,-1.735
-3.993,0.073,1.112,-2.625,-0.189,0.916,-1.723,0.912,0.5,-0.857
-1.83,-0.017,0.28,-2.413,-0.271,0.486,-2.489,0.332,0.738,-0.028
-2.147,-1.389,1.083,-3.039,-1.933,0.908,-1.749,-0.549,0.591,0.598
-0.848,-0.765,0.839,-2.847,-1.697,1.418,-1.162,-1.41,-0.491,1.117
-2.024,-0.588,0.435,-1.687,-2.325,1.462,-0.383,-1.858,-0.928,1.131
-1.909,-1.536,0.923,-1.357,-2.272,2.26,-0.17,-1.612,-1.518,1.464
-2.048,-0.342,0.557,-0.035,-2.738,1.692,0.485,-0.828,-1.77,1.187
-3.786,-1.415,1.082,0.447,-1.506,0.665,0.142,-0.092,-1.652,-0.225
-1.312,-1.134,1.707,1.189,-1.891,0.017,0.403,0.638,-1.297,-1.583
-2.916,-1.559,1.945,1.322,-1.344,-1.219,0.046,1.596,-0.124,-1.599
-1.866,-2.01,3.354,2.871,-0.41,-1.299,-0.527,1.745,1.07,-1.708
-1.299,-1.259,2.82,1.205,0.235,-2.386,-1.107,1.758,1.376,-1.625
-1.63,-2.488,3.272,0.625,1.114,-2.298,-1.534,2.033,2.436,-1.356
0.313,-2.636,2.489,0.375,1.086,-2.475,-1.666,1.293,1.667,-1.111
-0.395,-2.779,2.047,0.09,0.987,-1.725,-1.255,0.777,0.821,-1.135
-0.844,-2.397,1.76,1.175,0.404,-1.301,-1.034,0.374,-0.521,-1.514
-1.15,-3.152,0.769,0.314,0.589,0.085,-1.041,-0.171,-1.097,-2.063
-1.237,-2.549,0.333,0.167,0.979,-0.126,-0.206,-0.353,-1.963,-2.351
-2.077,-2.756,-0.181,-1.802,1.02,0.727,-0.091,0.446,-2.449,-2.451
-1.906,-2.895,-1.012,-1.39,1.074,0.212,0.779,0.558,-1.644,-2.531
-3.641,-1.764,-0.817,-1.312,1.419,0.535,0.414,1.499,-0.694,-1.678
-3.009,-1.053,-0.25,-1.521,0.172,-0.387,1.321,1.698,-0.005,-1.677
-3.643,-1.554,-1.12,-2.24,-0.927,0.021,0.746,2.009,1.707,-0.221
-0.632,-1.754,-1.076,-1.52,-0.757,-0.696,0.184,1.263,2.37,0.272
0.063,-1.951,-1.438,-2.531,-1.764,-0.58,-0.368,0.235,1.398,0.031
-0.249,-1.208,-0.413,-2.361,-1.121,-0.603,0.062,-0.955,-0.006,-0.263
-1.434,-1.389,-1.311,-3.149,-1.802,-0.662,-1.228,-1.67,-0.825,-0.942
0.246,-1.987,-2.495,-2.532,-2.619,-1.439,-2.236,-2.185,-1.685,-1.622
-1.949,-2.784,-2.976,-2.258,-3.502,-2.002,-3.039,-3.62,-2.795,-2.955
-2.163,-2.323,-2.267,-3.244,-3.817,-3.468,-3.207,-3.634,-3.309,-3.785
-2.416,-3.386,-1.556,-2.383,-3.349,-4.036,-3.281,-3.59,-2.863,-3.851
-2.076,-2.994,-2.279,-3.439,-3.01,-3.954,-3.294,-3.192,-2.354,-3.521
-1.709,-1.985,-2.669,-2.859,-2.4,-2.811,-2.577,-2.087,-2.183,-2.783
-1.504,-2.58,-2.446,-1.771,-2.323,-2.622,-0.505,-1.568,-1.472,-2.086
-1.737,-0.763,-1.134,-1.144,-1.195,-1.796,0.06,-0.748,-0.531,-1.245
-0.734,-0.791,-0.769,0.236,-0.447,0.286,0.894,-0.027,0.608,-1.291
-0.585,0.892,0.716,0.861,1.126,0.705,0.506,-0.252,0.744,-1.457
0.535,1.292,1.805,1.355,1.624,1.14,1.132,0.674,0.115,-0.555
0.941,1.799,2.405,2.879,1.824,0.531,0.388,0.473,-0.688,-1.051
1.365,1.57,3.147,2.873,2.363,0.176,-0.097,0.82,-1.125,-0.873
1.434,2.032,3.448,3.43,1.76,-0.363,-0.627,0.784,-1.435,-1.261
0.893,1.783,3.904,1.956,0.548,-1.326,-1.273,1.417,-0.785,-0.541
1.591,2.259,3.46,1.641,0.177,-2.597,-1.496,1.18,0.03,-0.369
2.027,0.921,3.374,0.75,-1.244,-2.333,-0.984,1.322,0.561,0.445
