TIA2877.PV,TI_1145.PV,TIA2874.PV,PIC1101A.PV,PRA1102.PV,AR1410B.PV,DR1103.PV,FRCA1112.MV,PDRCA1109.PV,TI1132.PV,TIC_1101.PV,TIC_1101.MV,FT_1122.PV,PDR1401.PV,FIC_1122.MV,FIC_1122.PV,FIC_1121.PV,TI_1142.PV,TIA2875.PV,TI1133.PV,PI_1132B.PV,FI_1127.PV,TIA2876.PV,PDRSA1104.PV,LRCA1101.MV,LRCA1101.PV,FRC1424.PV,PDR1103.PV,FRC1102.MV,FIC_1127.PV,FIC_1127.MV,DR1105.PV,FRC1113.PV,FRC1113.MV,FI1113.PV,PI_1138A.PV,DR1108.PV,FI1902.PV,FRCA1110.MV,TIA2872.PV,PI_1180.PV,TRC1118A.MV,FT_1121.PV,PR1102A.PV,FRSA1101.PV,TI1105A.PV,TIA2873.PV,DR1106.PV,FRQ1623.PV,PI_1134.PV,TIC_1155.MV,FI1424.PV,DR1110.PV,DR1107.PV,PI_1132A.PV,PI_1182.PV,PDR1106.PV,FRC1107.MV,TIC_1101.SV,PDI_1109.PV
82.0125,499.7,85.2825,15.0224,0.126,86.75,57.6,15.7352,42.966,286.4,537.06,50.0263,709.84,12.35,72.3025,709.84,342.81,528.98,82.1475,372.55,0.1313,599.88,83.4525,23.977,81.7514,33.14,4.5325,9.611,10.0015,599.88,19.4841,4.6531,2.5996,76.8042,2.5996,0.1301,357.2357,173.6505,11.1287,84.645,0.2124,15.1018,342.81,0.2012,173.656,557.56,85.0575,57.5625,9.1091,0.1327,20.3241,4.5325,570.6,286.83,0.1942,0.1326,5.296,66.2392,540,42.966
81.99,499.73,85.305,15.0224,0.126,86.225,57.525,15.7354,42.99,286.45,537.03,49.8803,709.84,12.35,72.3028,709.84,342.81,529.01,82.1475,372.65,0.1313,599.88,83.4825,23.977,81.7689,33.14,4.5325,9.612,10.0016,599.88,19.4846,4.8219,2.5996,76.8047,2.5996,0.1301,357.6146,173.8935,11.1288,84.6375,0.2124,15.1125,342.81,0.2012,173.894,557.52,85.08,57.5625,9.1091,0.1327,20.3241,4.5325,570.8,286.9425,0.1941,0.1326,5.289,66.2396,500,42.99
82.0275,499.76,85.3125,15.0224,0.126,86.8,57.5625,15.7357,42.996,286.55,537,49.7345,709.84,12.349,72.303,709.84,342.81,529.04,82.1625,372.75,0.1313,599.94,83.4825,23.977,81.7358,33.135,4.5325,9.612,10.0018,599.94,19.4844,4.1406,2.5996,76.8052,2.5996,0.1301,357.7868,174.15,11.1289,84.645,0.2124,15.1231,342.81,0.2011,174.16,557.52,85.125,57.6,9.1091,0.1326,20.324,4.5325,570.55,286.245,0.194,0.1326,5.282,66.2401,500,42.996
81.99,499.79,85.335,15.0138,0.126,86.65,57.525,15.7329,42.99,286.6,537,49.585,709.84,12.351,72.3033,709.84,342.81,529.07,82.2225,372.85,0.1313,599.88,83.5275,23.9715,81.7526,33.135,4.5325,9.612,10.002,599.88,19.4854,4.2516,2.5996,76.8057,2.5996,0.1301,357.959,173.8935,11.129,84.6675,0.2124,15.1338,342.81,0.2012,173.894,557.48,85.1325,57.5625,9.1091,0.1326,20.3239,4.5325,571.05,286.4475,0.194,0.1326,5.276,66.2405,500,42.99
81.9675,499.82,85.365,15.0135,0.126,86.2,57.525,15.7322,42.99,286.7,536.97,49.4392,709.84,12.351,72.3035,709.84,342.81,529.1,82.2675,372.95,0.1313,599.94,83.5725,23.9715,81.7695,33.135,4.5325,9.613,10.0021,599.94,19.4851,4.7484,2.5996,76.8062,2.5996,0.1301,357.649,173.8125,11.129,84.6975,0.2124,15.1445,342.81,0.2011,173.824,557.48,85.155,57.6,9.1091,0.1326,20.3238,4.5325,570.95,286.2675,0.194,0.1326,5.274,66.2409,500,42.99
81.96,499.85,85.3275,15.0132,0.126,86.975,57.525,15.7314,43.002,286.75,536.94,49.2936,709.84,12.351,72.3038,709.84,342.81,529.13,82.26,373.05,0.1313,599.94,83.58,23.966,81.7358,33.13,4.5325,9.613,10.0023,599.94,19.4854,4.4062,2.6,76.8052,2.6,0.1301,358.2,173.421,11.1291,84.6675,0.2123,15.1551,342.81,0.2011,173.432,557.44,85.1175,57.5625,9.1102,0.1326,20.3238,4.5325,571.1,286.245,0.1939,0.1326,5.272,66.2406,500,43.002
81.975,499.88,85.365,15.0129,0.126,86.075,57.6,15.7337,43.026,286.85,536.85,49.1556,709.84,12.348,72.304,709.84,342.81,529.16,82.23,373.15,0.1313,600.06,83.58,23.9715,81.7521,33.13,4.5325,9.613,10.0025,600.06,19.4841,4.475,2.6,76.8052,2.6,0.1301,357.9245,173.556,11.1292,84.705,0.2123,15.1658,342.81,0.2011,173.558,557.4,85.125,57.525,9.1102,0.1326,20.3237,4.5325,571.35,286.83,0.1938,0.1326,5.269,66.2407,500,43.026
81.975,499.91,85.38,15.0127,0.126,86.725,57.525,15.7339,43.02,286.9,536.73,49.0218,709.84,12.348,72.3043,709.84,342.81,529.19,82.2825,373.25,0.1313,600.06,83.5575,23.977,81.7177,33.125,4.5325,9.612,10.0026,600.06,19.4839,4.3172,2.6,76.8052,2.6,0.1301,358.2,173.934,11.1293,84.7275,0.2123,15.1765,342.81,0.2011,173.936,557.32,85.095,57.5625,9.1102,0.1326,20.3236,4.5325,571.15,286.875,0.1937,0.1326,5.263,66.2409,500,43.02
81.96,499.94,85.3425,15.0124,0.126,86.675,57.6375,15.7342,42.942,287,536.58,48.8922,709.84,12.348,72.3045,709.84,342.81,529.22,82.26,373.35,0.1313,600.06,83.5125,23.9825,81.7333,33.125,4.5325,9.612,10.0028,600.06,19.4836,4.4172,2.6,76.8052,2.6,0.1301,357.4768,173.853,11.1293,84.705,0.2124,15.1871,342.81,0.2012,173.866,557.2,85.1025,57.5625,9.1102,0.1327,20.3235,4.5325,570.45,286.3575,0.1936,0.1326,5.254,66.2411,500,42.942
81.93,499.97,85.29,15.0121,0.1261,86.85,57.6,15.7344,42.834,287.05,536.37,48.7707,709.76,12.348,72.3054,709.76,342.81,529.25,82.215,373.45,0.1313,599.88,83.4675,23.966,81.6983,33.12,4.5325,9.613,10.003,599.88,19.4856,4.1078,2.6,76.8052,2.6,0.1302,357.4424,173.9745,11.1294,84.705,0.2126,15.1978,342.81,0.2013,173.964,557.04,85.0875,57.6,9.1096,0.1327,20.3235,4.5325,571.2,286.9875,0.1935,0.1326,5.246,66.2412,500,42.834
81.9225,500,85.305,15.0118,0.1261,86.225,57.5625,15.7347,42.69,287.15,536.19,48.6463,709.76,12.348,72.3058,709.76,342.78,529.28,82.26,373.55,0.1313,599.82,83.4675,23.9275,81.7133,33.12,4.53,9.615,10.0031,599.82,19.4869,4.7812,2.5998,76.806,2.5998,0.1302,358.1312,173.259,11.1295,84.7275,0.2126,15.2085,342.78,0.2014,173.25,556.8,85.1325,57.5625,9.1096,0.1327,20.3234,4.53,570.7,286.38,0.1934,0.1327,5.235,66.2414,500,42.69
81.96,500.03,85.305,15.0115,0.126,86.4,57.6,15.7349,43.218,287.2,536.04,48.5188,709.84,12.348,72.3055,709.84,342.81,529.31,82.2975,373.65,0.1311,600,83.475,23.8725,81.6776,33.115,4.535,9.617,10.0026,600,19.4854,4.2578,2.6,76.8055,2.6,0.1301,357.8212,173.34,11.1296,84.72,0.2121,15.2191,342.81,0.2009,173.348,556.64,85.11,57.6375,9.1102,0.1326,20.3233,4.535,570.85,287.145,0.1926,0.1326,5.219,66.2416,500,43.218
81.9975,500.06,85.335,15.0113,0.1258,86.725,57.5625,15.7352,43.602,287.25,535.95,48.3845,710.08,12.348,72.3039,710.08,342.84,529.34,82.35,373.75,0.1309,600.3,83.445,23.999,81.6414,33.11,4.54,9.611,10.0025,600.3,19.4816,4.2297,2.6004,76.804,2.6004,0.1299,357.408,173.394,11.1297,84.6975,0.2117,15.2298,342.84,0.2005,173.39,556.48,85.095,57.525,9.1108,0.1325,20.3232,4.54,571.4,286.245,0.1918,0.1324,5.166,66.241,500,43.602
81.9825,500.09,85.3275,15.011,0.1256,86.35,57.5625,15.7354,43.872,287.35,535.8,48.258,710.16,12.348,72.3032,710.16,342.87,529.37,82.3725,373.8,0.1307,600.42,83.49,24.186,81.6045,33.105,4.545,9.603,10.0024,600.42,19.4789,3.8703,2.6008,76.802,2.6008,0.1297,357.5801,174.2715,11.1297,84.6825,0.2115,15.2405,342.87,0.2002,174.272,556.4,85.05,57.525,9.1118,0.1323,20.3231,4.545,570.8,287.1225,0.1913,0.1322,5.12,66.2409,500,43.872
81.9525,500.09,85.2825,15.0107,0.1255,86.35,57.5625,15.7357,43.896,287.4,535.65,48.1322,710.24,12.347,72.3023,710.24,342.9,529.37,82.365,373.9,0.1306,600.42,83.4675,24.362,81.567,33.1,4.5475,9.595,10.0023,600.42,19.4771,4.6328,2.601,76.8002,2.601,0.1296,357.4424,174.096,11.1298,84.6375,0.2115,15.2511,342.9,0.2002,174.09,556.24,85.05,57.6,9.1118,0.1322,20.3231,4.5475,571.4,287.19,0.1911,0.1322,5.094,66.2408,500,43.896
81.9675,500.12,85.23,15.0104,0.1255,86.15,57.5625,15.7329,43.776,287.45,535.47,48.0107,710.08,12.347,72.3032,710.08,342.9,529.4,82.3875,374,0.1306,600.18,83.43,24.461,81.5289,33.095,4.5475,9.591,10.0022,600.18,19.4784,4.0984,2.6004,76.8012,2.6004,0.1296,357.5113,174.069,11.1299,84.5925,0.2116,15.2618,342.9,0.2003,174.062,556.08,85.05,57.6,9.1113,0.1322,20.323,4.5475,571.4,286.875,0.1911,0.1322,5.088,66.2407,500,43.776
81.9675,500.15,85.2675,15.0102,0.1256,86.8,57.6,15.7322,43.53,287.5,535.23,47.8974,710,12.347,72.3037,710,342.9,529.43,82.35,374.05,0.1307,599.94,83.4225,24.461,81.4902,33.09,4.545,9.589,10.0021,599.94,19.4806,3.9781,2.6002,76.8015,2.6002,0.1297,357.9934,174.258,11.13,84.5925,0.2118,15.2725,342.9,0.2006,174.258,555.88,85.05,57.6,9.1113,0.1322,20.3229,4.545,571.3,286.47,0.1912,0.1322,5.092,66.2406,500,43.53
81.93,500.18,85.245,15.0099,0.1257,86.875,57.5625,15.7314,43.164,287.6,534.93,47.7926,709.92,12.347,72.3043,709.92,342.87,529.43,82.3125,374.15,0.1308,599.82,83.445,24.3785,81.4508,33.085,4.54,9.591,10.0028,599.82,19.4824,4.2547,2.6,76.802,2.6,0.1299,357.9934,174.1905,11.13,84.5775,0.2122,15.2831,342.87,0.2009,174.188,555.64,85.0125,57.6,9.1108,0.1324,20.3228,4.54,570.75,286.9425,0.1914,0.1323,5.094,66.2406,500,43.164
81.9,500.18,85.215,15.0096,0.1259,86.1,57.6,15.7337,42.744,287.65,534.6,47.6928,709.84,12.346,72.305,709.84,342.81,529.46,82.29,374.25,0.131,599.7,83.4825,24.2245,81.4108,33.08,4.535,9.596,10.003,599.7,19.4846,4.3844,2.5996,76.8035,2.5996,0.1301,357.8901,173.6775,11.1301,84.6075,0.2126,15.2938,342.81,0.2014,173.67,555.32,85.0275,57.525,9.1096,0.1326,20.3228,4.535,570.75,286.8525,0.1914,0.1326,5.091,66.2412,500,42.744
81.9075,500.21,85.215,15.0093,0.126,86.75,57.5625,15.7339,42.906,287.75,534.3,47.5906,709.84,12.346,72.3053,709.84,342.81,529.49,82.2525,374.35,0.131,599.88,83.5125,24.021,81.3702,33.075,4.5325,9.604,10.0031,599.88,19.4836,4.3937,2.5996,76.804,2.5996,0.1301,357.408,173.7045,11.1302,84.5625,0.2124,15.3045,342.81,0.2012,173.698,554.96,84.99,57.5625,9.1096,0.1326,20.3227,4.5325,571.3,287.235,0.1907,0.1326,5.077,66.2414,500,42.906
81.9,500.21,85.26,15.009,0.126,86.9,57.6,15.7342,42.972,287.8,533.97,47.4934,709.84,12.345,72.3055,709.84,342.81,529.49,82.2975,374.45,0.131,599.94,83.5575,23.9715,81.3289,33.07,4.5325,9.606,10.0033,599.94,19.4834,4.8234,2.5996,76.8045,2.5996,0.1301,358.3378,173.9205,11.1273,84.5625,0.2124,15.3151,342.81,0.2011,173.922,554.68,85.035,57.5625,9.1096,0.1326,20.3226,4.5325,571.15,286.5825,0.1899,0.1326,5.022,66.2416,500,42.972
81.96,500.24,85.215,15.0088,0.126,86.925,57.5625,15.7344,42.966,287.85,533.7,47.3899,710,12.344,72.3045,710,342.81,529.49,82.3275,374.55,0.1309,599.94,83.52,23.9715,81.287,33.065,4.535,9.606,10.0035,599.94,19.4836,4.2062,2.5996,76.805,2.5996,0.1301,357.6835,173.6505,11.1264,84.5775,0.2123,15.3258,342.81,0.2011,173.642,554.32,85.035,57.6,9.1096,0.1326,20.3225,4.535,570.9,287.01,0.1893,0.1326,4.962,66.2417,500,42.966
81.93,500.24,85.2075,15.0085,0.126,86.875,57.525,15.7347,43.086,287.95,533.37,47.2951,710,12.344,72.3045,710,342.81,529.52,82.29,374.6,0.1308,599.94,83.5125,23.9715,81.1939,33.055,4.535,9.607,10.0037,599.94,19.4839,4.6484,2.5996,76.8055,2.5996,0.1301,357.9245,174.177,11.1254,84.57,0.2123,15.3365,342.81,0.201,174.188,554.04,85.0875,57.5625,9.1096,0.1326,20.3225,4.535,571.25,286.695,0.1887,0.1326,4.912,66.2419,500,43.086
81.93,500.24,85.1775,14.9996,0.1259,86.475,57.6,15.7349,43.074,288,533.1,47.1941,710,12.344,72.3045,710,342.81,529.52,82.3125,374.7,0.1308,599.94,83.5275,24.0045,81.0995,33.045,4.535,9.606,10.0038,599.94,19.4841,4.7281,2.5996,76.806,2.5996,0.1301,357.7179,173.8665,11.1275,84.5625,0.2122,15.3471,342.81,0.201,173.866,553.72,85.14,57.525,9.1096,0.1326,20.3224,4.535,571.5,287.01,0.1882,0.1326,4.865,66.2421,500,43.074
81.945,500.27,85.1775,14.9991,0.1259,86.775,57.5625,15.7352,43.05,288.05,532.8,47.0979,709.84,12.343,72.3058,709.84,342.81,529.52,82.275,374.8,0.1307,599.94,83.535,24.021,81.0545,33.04,4.535,9.606,10.004,599.94,19.4844,4.4922,2.5996,76.8065,2.5996,0.1301,358.1312,173.88,11.1276,84.5475,0.2123,15.3578,342.81,0.201,173.88,553.4,85.155,57.5625,9.1096,0.1326,20.3223,4.535,571.25,286.92,0.1878,0.1326,4.828,66.2422,500,43.05
81.9375,500.27,85.215,14.9985,0.126,86.525,57.5625,15.7354,42.996,288.15,532.5,47.003,709.84,12.343,72.306,709.84,342.81,529.52,82.2375,374.9,0.1307,599.94,83.55,24.0155,80.9583,33.03,4.535,9.606,10.0042,599.94,19.4846,4.8219,2.6002,76.8047,2.6002,0.1301,358.2345,173.8935,11.1277,84.51,0.2123,15.3685,342.81,0.2011,173.894,553.12,85.185,57.6375,9.1102,0.1326,20.3222,4.535,571.65,286.7625,0.1875,0.1326,4.799,66.2424,500,42.996
81.9375,500.27,85.1925,14.9979,0.126,86.65,57.5625,15.7357,42.99,288.2,532.2,46.9092,709.84,12.341,72.3063,709.84,342.81,529.52,82.2075,375,0.1307,599.94,83.52,23.999,80.8608,33.02,4.535,9.607,10.0043,599.94,19.4849,3.9781,2.6,76.8052,2.6,0.1301,358.3723,173.9475,11.1278,84.4875,0.2123,15.3791,342.81,0.2011,173.936,552.8,85.14,57.6,9.1102,0.1326,20.3222,4.535,570.95,287.2575,0.1872,0.1326,4.773,66.2426,500,42.99
81.9,500.27,85.245,14.9974,0.126,86.325,57.525,15.7329,42.972,288.3,531.9,46.8167,710,12.34,72.3053,710,342.81,529.52,82.17,375.1,0.1307,599.94,83.5425,23.9825,80.762,33.01,4.535,9.608,10.0045,599.94,19.4851,4.4516,2.6,76.8052,2.6,0.1301,357.5457,173.988,11.1278,84.5025,0.2124,15.3898,342.81,0.2011,173.978,552.48,85.1175,57.6375,9.1102,0.1326,20.3221,4.535,571.45,287.19,0.1868,0.1326,4.746,66.2427,500,42.972
81.885,500.27,85.29,14.9968,0.126,86.625,57.6,15.7322,42.966,288.35,531.66,46.7179,710,12.34,72.3053,710,342.81,529.52,82.185,375.15,0.1307,599.94,83.5125,23.9605,80.662,33,4.5325,9.609,10.0047,599.94,19.4854,4.5609,2.5996,76.8067,2.5996,0.1301,357.8901,173.2185,11.1279,84.5625,0.2122,15.4005,342.81,0.2011,173.222,552.16,85.1325,57.525,9.1096,0.1326,20.322,4.5325,571.05,287.19,0.1865,0.1326,4.718,66.2429,500,42.966
81.87,500.27,85.2375,14.9963,0.1257,86.875,57.525,15.7314,43.854,288.4,531.54,46.605,710.08,12.34,72.3047,710.08,342.84,529.52,82.2225,375.25,0.1304,600.24,83.5275,23.944,80.5608,32.99,4.54,9.61,10.0041,600.24,19.4819,3.8844,2.6006,76.8035,2.6006,0.1299,358.51,173.205,11.128,84.5925,0.2114,15.4111,342.84,0.2002,173.208,551.92,85.125,57.5625,9.1113,0.1324,20.3219,4.54,571.35,287.4375,0.1854,0.1324,4.692,66.2423,500,43.854
81.87,500.27,85.245,14.9957,0.1254,86.425,57.5625,15.7337,44.526,288.45,531.45,46.4888,710.24,12.339,72.3033,710.24,342.9,529.52,82.26,375.35,0.13,600.66,83.49,24.2025,80.4583,32.98,4.55,9.598,10.0032,600.66,19.4756,4.1219,2.6012,76.8005,2.6012,0.1296,358.2,173.4075,11.1281,84.555,0.2107,15.4218,342.9,0.1995,173.418,551.8,85.0875,57.5625,9.1124,0.1321,20.3218,4.55,571.4,287.3025,0.1845,0.1321,4.629,66.2415,500,44.526
81.8925,500.27,85.2075,14.9952,0.1251,86.475,57.6,15.7339,44.982,288.55,531.42,46.3655,710.4,12.338,72.3017,710.4,342.96,529.52,82.275,375.4,0.1297,600.84,83.46,24.527,80.3545,32.97,4.56,9.584,10.0022,600.84,19.4706,3.8547,2.6016,76.7975,2.6016,0.1293,358.0967,173.9205,11.1281,84.54,0.2103,15.4325,342.96,0.1991,173.922,551.72,85.1175,57.525,9.1135,0.1318,20.3218,4.56,571.2,287.4375,0.1843,0.1318,4.585,66.2412,500,44.982
81.885,500.27,85.245,14.9946,0.1249,86.15,57.525,15.7342,45.168,288.6,531.39,46.2423,710.32,12.338,72.3017,710.32,343.02,529.52,82.275,375.5,0.1296,600.78,83.4375,24.8185,80.2495,32.96,4.565,9.571,10.0016,600.78,19.4679,3.9922,2.6014,76.7962,2.6014,0.1291,358.2345,173.3265,11.1282,84.51,0.2101,15.4431,343.02,0.1989,173.32,551.64,85.1475,57.5625,9.114,0.1316,20.3217,4.565,571.9,286.8525,0.1847,0.1316,4.592,66.2401,500,45.168
81.915,500.27,85.2525,14.9854,0.1248,86.675,57.6,15.7337,45.216,288.7,531.3,46.1268,710.4,12.337,72.3006,710.4,343.02,529.52,82.2375,375.6,0.1295,600.6,83.445,25.0055,80.1433,32.95,4.5675,9.561,10.001,600.6,19.4669,4.4531,2.6016,76.7937,2.6016,0.129,358.0967,173.9475,11.1283,84.51,0.2101,15.4538,343.02,0.1988,173.95,551.64,85.155,57.6,9.114,0.1315,20.3216,4.5675,571.35,287.235,0.1853,0.1315,4.637,66.2395,500,45.216
81.9375,500.24,85.245,14.9846,0.1249,86.65,57.6,15.7337,45.006,288.75,531.15,46.0191,710.4,12.336,72.2999,710.4,343.02,529.52,82.215,375.7,0.1296,600.42,83.4225,25.088,80.0864,32.945,4.565,9.554,10.0004,600.42,19.4666,4.2,2.601,76.794,2.601,0.129,358.2,174.15,11.1284,84.5625,0.2103,15.4645,343.02,0.199,174.146,551.56,85.1475,57.5625,9.114,0.1315,20.3215,4.565,571.1,287.46,0.1859,0.1315,4.688,66.2389,500,45.006
81.945,500.24,85.2075,14.9838,0.125,86.875,57.6,15.7337,44.574,288.8,530.94,45.9196,710.32,12.334,72.2999,710.32,342.99,529.49,82.2225,375.8,0.1298,600.12,83.4375,25.0605,79.9783,32.935,4.5625,9.552,10.0006,600.12,19.4686,4.4016,2.6008,76.7935,2.6008,0.1291,358.5444,174.15,11.1285,84.5625,0.2107,15.4751,342.99,0.1994,174.16,551.4,85.185,57.6,9.1129,0.1317,20.3215,4.5625,571.2,287.3925,0.1865,0.1316,4.734,66.2383,500,44.574
81.945,500.24,85.2075,14.9829,0.1253,86.25,57.5625,15.7337,43.992,288.9,530.64,45.8321,710.16,12.332,72.3007,710.16,342.96,529.49,82.26,375.9,0.13,599.88,83.4225,24.9065,79.9195,32.93,4.555,9.556,10.0002,599.88,19.4711,3.9719,2.5998,76.7962,2.5998,0.1294,358.3378,174.1095,11.1285,84.6,0.2113,15.4858,342.96,0.2,174.104,551.16,85.125,57.5625,9.1113,0.1319,20.3214,4.555,572.1,286.6275,0.1869,0.1318,4.768,66.2393,500,43.992
81.96,500.24,85.2,14.9821,0.1256,86.4,57.6,15.7337,43.35,288.95,530.28,45.7534,709.92,12.331,72.3023,709.92,342.9,529.49,82.275,375.95,0.1303,599.64,83.3775,24.648,79.8601,32.925,4.545,9.565,10.0007,599.64,19.4746,4.7687,2.5992,76.7988,2.5992,0.1297,358.0967,173.3535,11.1286,84.585,0.2118,15.4965,342.9,0.2006,173.348,550.84,85.155,57.6,9.1096,0.1322,20.3213,4.545,571.9,286.74,0.187,0.1322,4.781,66.2392,500,43.35
82.005,500.24,85.245,14.9813,0.1257,86.25,57.525,15.7337,43.62,289,529.95,45.6724,709.84,12.33,72.303,709.84,342.87,529.49,82.245,376.05,0.1303,599.76,83.4,24.318,79.7495,32.915,4.5425,9.578,10.0006,599.76,19.4746,4.4234,2.5992,76.7998,2.5992,0.1298,358.4411,173.745,11.1287,84.5775,0.2116,15.5071,342.87,0.2003,173.74,550.48,85.185,57.525,9.1091,0.1323,20.3212,4.5425,571.95,287.3475,0.186,0.1322,4.767,66.2398,500,43.62
81.96,500.21,85.275,14.9718,0.1257,86.625,57.5625,15.7337,43.674,289.1,529.65,45.589,710,12.329,72.302,710,342.87,529.46,82.29,376.15,0.1303,599.94,83.43,24.2355,79.6883,32.91,4.5425,9.58,10.0005,599.94,19.4734,4.1609,2.5996,76.7993,2.5996,0.1298,358.1312,173.583,11.1288,84.6,0.2115,15.5178,342.87,0.2003,173.586,550.16,85.215,57.5625,9.1096,0.1323,20.3212,4.5425,571.5,287.4375,0.1849,0.1323,4.685,66.24,500,43.674
81.915,500.21,85.3125,14.9707,0.1257,86.925,57.6,15.7337,43.662,289.15,529.32,45.5105,710,12.328,72.302,710,342.87,529.46,82.26,376.25,0.1302,599.94,83.385,24.2245,79.5758,32.9,4.5425,9.582,10.0004,599.94,19.4736,4.6656,2.5996,76.7998,2.5996,0.1298,358.7511,173.9745,11.1288,84.63,0.2115,15.5285,342.87,0.2003,173.978,549.84,85.215,57.525,9.1096,0.1323,20.3211,4.5425,571.85,287.2575,0.184,0.1323,4.593,66.2402,500,43.662
81.9525,500.21,85.3275,14.9696,0.1257,86.625,57.525,15.7337,43.548,289.25,528.99,45.4334,710,12.327,72.302,710,342.87,529.43,82.2375,376.35,0.1302,599.88,83.3775,24.2135,79.4114,32.885,4.5425,9.584,10.0003,599.88,19.4746,3.8484,2.5996,76.8003,2.5996,0.1298,358.5789,173.9475,11.1289,84.5925,0.2117,15.5391,342.87,0.2004,173.936,549.48,85.185,57.6,9.1096,0.1323,20.321,4.5425,571.7,286.83,0.1835,0.1323,4.526,66.2403,500,43.548
81.9525,500.18,85.35,14.9685,0.1258,86,57.5625,15.7337,43.386,289.3,528.63,45.3613,709.92,12.324,72.3027,709.92,342.84,529.43,82.2825,376.45,0.1302,599.82,83.3925,24.1805,79.2958,32.875,4.54,9.587,10.0002,599.82,19.4759,4.2391,2.5994,76.8015,2.5994,0.1299,357.9245,173.9475,11.129,84.5925,0.2118,15.5498,342.84,0.2006,173.95,549.12,85.17,57.525,9.1096,0.1324,20.3209,4.54,572,287.325,0.1833,0.1324,4.485,66.2405,500,43.386
81.99,500.15,85.335,14.9588,0.1259,86.35,57.6,15.7337,43.206,289.35,528.33,45.2832,709.92,12.323,72.3028,709.92,342.84,529.4,82.2675,376.55,0.1303,599.76,83.355,24.1145,79.1789,32.865,4.5375,9.59,10.0002,599.76,19.4774,3.8531,2.5994,76.8023,2.5994,0.13,358.6822,172.9755,11.1291,84.6375,0.2118,15.5605,342.84,0.2007,172.984,548.76,85.2075,57.525,9.1096,0.1325,20.3209,4.5375,571.4,287.46,0.1831,0.1325,4.461,66.2399,500,43.206
82.0275,500.15,85.3425,14.9574,0.1256,86.775,57.5625,15.7337,44.19,289.45,528.12,45.1951,710,12.321,72.3023,710,342.87,529.37,82.2525,376.6,0.13,600.12,83.4,24.021,79.0608,32.855,4.545,9.595,9.9993,600.12,19.4739,4.1078,2.6002,76.8,2.6002,0.1297,358.6133,173.8665,11.1292,84.6525,0.211,15.5711,342.87,0.1997,173.88,548.48,85.215,57.5625,9.1113,0.1323,20.3208,4.545,571.6,287.3025,0.1819,0.1322,4.441,66.2398,500,44.19
82.02,500.12,85.3125,14.956,0.1253,86.95,57.5625,15.7337,44.772,289.5,528,45.0965,710.16,12.32,72.301,710.16,342.93,529.37,82.26,376.7,0.1296,600.48,83.445,24.2685,78.8908,32.84,4.555,9.584,9.9982,600.48,19.4689,3.8844,2.6008,76.7975,2.6008,0.1294,358.3723,173.4345,11.1292,84.645,0.2103,15.5818,342.93,0.1991,173.432,548.24,85.185,57.6,9.1124,0.132,20.3207,4.555,571.85,287.3475,0.181,0.1319,4.371,66.239,500,44.772
82.065,500.12,85.305,14.9546,0.125,86.325,57.6,15.7337,45.174,289.55,527.91,44.9946,710.32,12.318,72.2995,710.32,342.99,529.34,82.305,376.8,0.1293,600.66,83.4525,24.582,78.7695,32.83,4.5625,9.572,9.9977,600.66,19.4646,4.8359,2.6014,76.7943,2.6014,0.1292,358.5789,173.5695,11.1293,84.66,0.2099,15.5925,342.99,0.1987,173.572,548.12,85.2,57.525,9.1129,0.1317,20.3206,4.5625,572.45,287.505,0.1809,0.1317,4.321,66.2387,500,45.174
82.0575,500.09,85.3425,14.9532,0.1248,86.225,57.5625,15.7337,45.36,289.65,527.82,44.8931,710.4,12.317,72.2984,710.4,343.02,529.31,82.3425,376.9,0.1292,600.6,83.43,24.8405,78.647,32.82,4.5675,9.561,9.9971,600.6,19.4626,4.0594,2.6016,76.7918,2.6016,0.129,358.4756,174.177,11.1294,84.615,0.2098,15.6031,343.02,0.1985,174.188,548.04,85.14,57.6,9.1135,0.1315,20.3206,4.5675,571.6,287.685,0.1814,0.1315,4.336,66.2383,500,45.36
82.0725,500.06,85.305,14.9518,0.1248,86.475,57.5625,15.7337,45.246,289.7,527.67,44.7995,710.4,12.316,72.2978,710.4,343.05,529.28,82.32,376.95,0.1293,600.36,83.43,25.011,78.5233,32.81,4.5675,9.552,9.9965,600.36,19.4631,4.0609,2.6012,76.7913,2.6012,0.1289,358.2689,174.1365,11.1287,84.645,0.2099,15.6138,343.05,0.1986,174.132,547.92,85.1025,57.5625,9.1135,0.1315,20.3205,4.5675,572.1,287.325,0.1822,0.1314,4.391,66.238,500,45.246
82.0875,500.03,85.2975,14.9504,0.1249,86.525,57.525,15.7337,44.916,289.75,527.49,44.7103,710.24,12.314,72.2984,710.24,343.02,529.28,82.365,377.05,0.1294,600.12,83.445,25.055,78.4489,32.805,4.565,9.549,9.9967,600.12,19.4646,3.8687,2.6006,76.792,2.6006,0.129,358.6478,173.7855,11.1286,84.6225,0.2102,15.6245,343.02,0.199,173.796,547.76,85.14,57.5625,9.1124,0.1315,20.3204,4.565,571.75,286.875,0.183,0.1315,4.457,66.2377,500,44.916
