x0,x1,x2,x3,x4,x5,x6,x7
-0.74,-0.321,1.297,1.109,2.201,0.109,2.059,-1.066
-0.709,-0.848,-0.026,-0.718,-0.66,0.647,0.167,-1.388
-0.61,-1.103,0.772,0.324,1.399,1.01,-0.328,0.555
-0.547,0.568,0.642,-0.44,-0.129,-1.001,0.25,-2.008
0.315,1.115,2.116,0.466,0.823,-0.575,-2.125,-1.302
-0.579,1.601,0.477,0.102,-0.753,-0.401,-1.199,-0.889
1.447,1.223,0.57,-2.872,0.838,-0.5,-1.074,-0.825
0.643,0.718,0.394,0.161,0.53,1.662,-0.855,0.793
0.557,1.698,1.106,0.003,-0.684,0.679,0.059,-1.216
1.734,0.278,-1.723,0.181,1.157,-0.507,-1.174,0.905
-0.048,0.075,-1.545,-1.873,-0.445,-0.659,0.134,-1.446
-1.664,1.412,0.043,0.184,1.284,0.473,0.032,-1.221
0.233,0.591,0.24,-0.996,0.487,0.006,0.373,-1.621
-0.9,0.68,1.399,0.185,0.31,0.45,0.518,1.508
-0.958,-0.337,0.213,1.762,-0.495,1.345,-1.83,0.111
-0.217,0.485,2.782,1.199,0.055,1.484,-0.057,-0.935
1.898,0.059,-0.07,0.619,-0.635,0.741,1.349,-0.521
0.045,0.694,-0.276,0.68,0.281,-0.272,-1.319,-1.728
0.251,0.958,2.105,-0.758,-0.569,1.248,-0.647,0.136
0.256,-0.942,0.835,-0.48,-0.857,0.403,-1.135,-0.206
0.04,-1.159,0.379,0.223,-1.642,0.271,-0.018,-0.784
-0.014,0.221,1.155,0.961,0.396,0.849,0.599,1.071
-1.745,-1.587,0.004,0.027,0.818,0.177,1.232,0.162
0.087,0.334,-0.531,-0.112,0.663,-0.174,0.635,-0.621
1.344,0.504,-0.711,1.389,-0.0,-1.246,0.197,-0.148
-0.053,-1.82,0.703,-0.193,0.313,0.152,-0.926,0.091
0.712,-0.013,-0.762,1.159,1.572,-0.219,-0.787,0.523
-0.975,-1.686,-0.798,-0.001,0.648,0.673,-0.797,-0.636
-0.303,-0.795,-0.91,0.198,1.092,0.035,-1.544,0.94
-1.639,-0.634,0.419,-0.162,-0.463,-0.508,0.642,-0.159
-1.862,-0.321,-0.557,-0.991,-0.173,0.247,-0.768,0.192
0.023,0.688,0.921,0.677,-1.473,1.335,0.772,0.472
0.405,1.615,-0.235,-0.136,-0.582,-0.436,-0.883,1.139
-0.228,-1.396,0.819,0.496,1.238,0.723,0.609,0.255
-0.867,-2.056,-0.906,1.392,0.84,-0.934,0.559,0.104
0.072,0.276,1.007,1.505,0.057,-0.529,-1.0,0.112
-0.154,-2.205,0.121,1.65,0.225,0.084,-1.887,0.764
-0.58,-0.963,-0.554,1.193,-0.471,0.768,-0.434,0.114
0.785,-0.374,-0.947,1.043,-0.75,-0.376,-1.499,0.956
0.338,-0.665,0.759,0.202,-1.729,0.963,1.771,-2.202
-0.449,0.485,-0.805,1.34,-0.711,1.28,0.501,-1.13
-2.076,1.203,0.842,-0.067,-0.827,1.964,0.809,-0.475
-0.178,0.372,-0.611,-1.092,-1.305,2.149,1.152,-0.083
-0.197,0.602,0.249,-1.798,-0.095,0.545,0.784,0.2
-0.054,-0.639,0.097,0.108,0.459,-0.548,0.962,-0.759
-0.155,0.49,1.252,0.158,0.624,0.707,2.486,-1.698
-1.938,0.966,-0.695,-0.622,-0.175,-0.639,0.721,-0.314
-0.475,-1.086,0.354,-1.481,1.115,0.668,1.204,-1.557
-0.53,1.336,-0.321,-1.603,0.517,-0.088,-2.094,-2.017
-0.632,-1.218,0.003,-0.469,-0.803,-1.743,-1.637,0.116
-0.112,-0.908,-0.094,-0.068,0.411,-0.051,-1.86,-1.458
0.463,-1.101,0.766,0.019,-0.967,-0.445,-1.413,-2.134
-0.651,0.077,-1.103,-1.431,-0.651,0.086,0.426,-0.91
-0.719,0.199,1.24,-0.325,-1.154,-0.774,-0.178,-0.955
-1.748,0.606,-1.379,-0.871,-0.386,-0.222,0.765,1.046
-0.525,-1.43,0.782,-2.633,0.387,1.212,-0.453,-0.94
0.523,-0.608,-0.157,-0.337,-0.263,0.444,-0.883,1.199
-0.586,-0.768,-0.7,-1.467,0.107,-0.237,-1.219,1.394
0.3,-0.64,-2.18,-0.01,0.753,-0.531,-1.56,-0.722
1.286,-0.219,0.234,0.878,1.143,-1.402,-1.464,1.409
-0.098,1.051,-0.939,1.147,1.64,-0.376,-0.816,0.344
-0.219,0.346,0.954,0.572,-0.153,-1.03,1.031,-0.344
-1.396,-0.663,0.721,0.52,0.199,0.483,2.219,0.999
-0.511,-1.223,1.222,0.093,0.724,0.017,0.483,1.446
-1.546,0.699,-0.571,1.528,0.598,1.165,0.869,-0.233
-0.978,0.302,1.765,-1.676,1.447,0.309,0.371,0.003
0.134,0.166,1.411,-0.416,0.379,0.929,1.947,0.239
-0.216,-0.709,2.045,2.189,0.38,-0.398,-0.041,-0.229
-0.065,-0.516,0.334,-1.157,1.163,1.129,0.268,-0.05
-0.222,0.828,0.288,-0.712,-0.883,-0.878,-0.391,0.556
-1.438,0.816,1.392,0.193,1.412,-0.667,1.335,-0.059
0.798,-0.999,-0.149,-0.629,0.666,-0.515,0.941,1.531
-0.641,-0.296,0.345,0.308,-1.295,-2.232,0.749,1.656
-1.061,-0.521,-0.94,0.845,1.492,0.219,-0.6,-0.084
-1.099,-1.431,0.259,-0.307,0.078,-1.523,0.438,-0.712
-1.305,1.303,0.977,-0.587,-0.689,-0.441,-1.109,1.934
-0.352,0.431,0.965,-1.293,1.804,-0.316,0.329,-0.453
-0.102,-0.577,0.234,-1.813,0.636,-0.14,-0.662,-0.516
-0.708,0.18,-0.293,0.727,-0.199,-0.714,-1.13,0.039
-0.245,0.257,0.765,-1.006,1.61,0.122,-0.26,-1.104
-0.422,-1.442,-0.202,0.212,1.189,-0.549,0.223,-0.599
-0.381,-0.944,1.284,1.383,-0.289,-0.267,-1.945,-0.471
2.72,2.399,-1.139,1.258,-1.013,0.77,-1.55,0.568
0.214,2.864,-0.079,0.617,-0.87,1.921,-0.818,-0.784
2.224,1.581,-0.502,0.806,-0.952,0.325,-0.854,0.463
-0.79,2.796,0.494,-0.948,-0.956,0.538,1.497,-0.381
-1.224,0.077,0.356,-0.24,0.476,1.332,0.75,0.315
0.412,1.612,0.631,-0.737,1.19,-1.7,0.804,-0.245
-1.167,-0.576,-1.552,-0.215,0.779,-1.604,0.379,0.39
0.019,-0.906,0.811,0.249,-0.597,0.284,0.651,-1.184
-0.589,-1.864,-0.843,0.019,1.75,0.417,-0.183,-2.902
0.922,-0.467,0.322,0.402,-0.14,0.823,-0.739,-0.794
-0.784,-0.0,0.358,1.173,-0.663,0.965,-0.064,-0.308
-0.074,-0.126,-0.639,0.101,-0.487,0.591,-0.149,0.875
-2.172,-1.171,0.67,-1.733,0.669,-1.341,0.051,-0.669
-0.595,0.096,-0.011,-0.076,-1.428,-0.519,-0.417,0.828
0.693,-1.066,-0.076,0.297,0.451,1.394,-0.579,-0.175
0.694,-0.944,0.652,1.436,-0.989,0.297,-0.169,-1.106
-0.142,-0.035,0.071,-0.225,0.658,0.541,-0.416,1.887
1.268,-1.395,-1.504,-0.339,-0.564,2.287,-0.398,0.676
-0.948,0.075,-0.35,0.253,-0.596,1.701,-1.404,-0.288
-0.789,-1.631,0.294,-0.722,1.01,0.381,-1.578,-0.396
0.962,1.03,-1.932,1.374,1.181,-0.652,-0.326,0.482
1.913,-0.092,0.532,0.438,0.505,0.49,-0.05,0.203
1.437,-0.349,0.102,0.675,-0.239,0.292,-0.286,1.329
0.696,-0.443,-1.082,-0.183,0.105,-0.27,-0.983,0.2
1.758,0.624,0.045,-0.964,-0.006,-0.01,0.201,0.563
0.928,-0.055,-2.213,-0.694,-0.086,1.593,1.472,-0.045
-0.86,-1.498,-0.089,-1.18,-0.142,0.666,0.127,0.277
-1.669,-1.423,-0.322,0.63,-1.152,-0.709,-0.611,0.084
0.499,-1.823,0.342,-0.419,-2.325,-1.153,-0.819,-0.072
0.589,-0.85,-0.737,-0.645,-0.317,-0.004,0.317,-0.461
-0.095,-0.186,1.955,-0.656,-0.392,-1.26,0.754,-1.852
1.044,-2.175,0.099,-0.77,1.459,-0.543,1.083,1.599
0.296,-0.229,1.242,-0.009,-0.053,-1.023,0.844,0.062
0.078,-0.417,-0.282,0.088,0.475,-0.314,-1.215,-0.248
-0.475,0.516,0.552,0.28,0.159,1.267,0.811,-0.965
0.339,0.075,1.066,1.15,0.501,-0.708,0.193,-2.783
0.117,1.127,1.029,0.218,0.381,-0.644,0.645,0.345
1.498,-0.397,0.021,0.071,0.942,-0.613,0.664,-0.356
1.196,-0.416,2.258,1.699,0.01,0.366,-1.848,2.172
-0.232,0.235,-1.455,1.38,-1.869,-0.492,0.512,2.003
-0.451,0.401,0.292,-0.05,-1.108,-1.146,0.257,0.374
-1.917,0.207,-0.833,-1.215,1.132,0.582,0.369,0.915
-0.625,0.559,1.464,0.392,-0.462,0.139,2.107,0.979
-1.896,2.549,-0.939,-0.957,0.434,-0.556,-0.31,-1.816
-1.206,0.124,0.181,-0.762,-0.831,-0.284,0.015,0.275
-0.639,-0.159,0.531,-0.336,2.152,-0.482,-0.428,-0.896
-1.531,-1.28,0.365,0.152,2.266,-2.25,0.261,-1.254
0.818,-0.044,1.706,-0.467,1.329,-1.059,-0.634,-0.256
0.456,0.664,0.689,-1.555,0.89,-0.236,-0.382,0.481
0.337,0.205,2.359,-0.462,0.767,-1.802,-1.318,0.722
0.1,-0.744,-1.893,0.642,1.121,-1.208,-0.786,0.417
1.473,1.499,0.974,1.644,-0.923,-1.681,-1.247,0.856
0.547,0.251,-1.465,0.699,2.132,2.113,-0.546,1.423
-1.534,-1.791,-0.97,1.55,-1.206,1.878,0.353,-0.237
-2.2,-1.512,-0.542,-0.272,2.286,1.442,-2.024,1.37
-2.8,-1.036,1.069,-2.036,0.241,0.153,-1.556,1.117
-1.284,-0.277,0.209,1.029,1.14,0.36,-1.252,1.972
-0.583,-0.669,1.386,-2.598,2.215,-0.804,-0.781,-0.445
-0.973,-1.259,-0.938,-0.861,-0.806,-0.107,0.651,-1.196
0.396,-0.547,2.209,0.076,0.646,-0.347,-1.59,1.538
1.111,-0.107,-0.518,-0.586,1.426,-0.761,-0.173,-0.371
1.026,-0.365,1.395,0.986,0.506,-1.485,-2.621,1.011
0.698,-0.813,-0.041,0.852,1.139,-0.867,-1.262,1.209
1.661,1.736,0.688,0.075,0.455,-2.001,-1.23,0.153
2.003,1.246,-0.743,0.328,0.696,-0.586,-1.17,0.476
2.952,-0.747,0.098,-1.476,-1.145,1.244,-0.417,-0.644
-0.572,1.303,0.342,-0.258,1.128,0.515,-0.667,1.103
-0.716,-0.282,-2.19,0.394,-0.909,-0.793,0.118,0.679
-0.335,0.24,1.287,-0.338,-0.216,-1.473,-0.041,1.584
-1.295,0.62,-0.839,0.332,0.065,-1.082,2.318,1.26
-1.042,-0.055,2.646,0.102,0.164,-0.883,0.337,-0.296
0.387,1.179,0.094,1.836,-2.225,-2.278,2.056,1.841
0.85,0.858,-1.115,0.062,-0.448,-0.457,1.246,-0.549
0.447,1.064,-1.794,-1.357,-0.686,0.408,0.335,0.309
1.906,0.908,-0.96,-0.445,-0.012,-0.64,0.774,1.291
-2.104,1.866,-0.113,-1.157,1.274,-0.073,0.706,-0.53
-1.25,0.723,-0.423,-0.78,0.318,0.703,-0.666,0.011
0.439,0.036,0.971,-0.533,-0.263,-1.264,-0.707,-0.819
0.467,0.769,0.065,-0.435,0.615,-1.582,-0.157,-0.289
-0.852,-0.881,0.755,1.066,-0.885,-0.682,0.012,-0.606
-1.147,-0.462,-0.013,0.886,0.831,-1.071,-1.341,-0.957
0.064,-1.007,0.943,0.139,0.57,0.61,-0.818,-0.083
0.282,-0.268,-1.941,0.881,0.57,0.221,-0.702,0.084
-0.727,-2.919,1.493,-0.444,-1.229,-0.855,1.648,0.971
-0.802,-2.539,-0.953,1.505,2.302,0.275,-0.157,1.38
2.697,-3.347,1.584,0.335,1.594,1.24,0.699,1.013
-1.077,-1.725,-2.281,-0.251,0.192,1.554,-0.475,-1.22
0.619,-1.884,-0.358,2.068,-1.045,0.196,-0.353,-0.294
0.555,-0.025,-1.29,0.532,0.962,-1.425,0.984,0.176
1.172,1.467,-0.627,0.198,-3.139,0.738,0.244,-1.572
0.888,0.528,-1.878,0.724,1.356,0.424,-0.095,-0.611
1.179,0.498,-0.643,-0.31,-2.996,0.07,-0.652,-0.667
-0.675,-0.07,-1.62,1.458,1.101,0.193,-0.195,-0.071
0.535,-1.166,-1.539,0.192,-0.98,1.121,0.197,0.986
-0.683,0.023,-0.219,3.62,0.037,2.05,1.232,-0.534
-1.921,-0.262,1.045,0.656,-0.991,2.752,0.71,-0.64
-1.119,-1.067,-1.616,1.417,0.352,1.135,0.64,1.6
0.684,-2.108,0.015,0.868,-2.35,-0.096,0.847,-1.314
-0.507,-1.355,-0.688,-1.729,-0.092,1.281,1.45,-0.285
-0.273,-1.075,1.549,0.681,-0.635,-0.219,1.136,-0.542
0.304,-0.195,-0.236,1.128,1.931,-0.917,-0.393,0.231
-0.45,1.185,0.831,0.121,0.774,-1.086,1.691,-2.146
-1.04,1.562,-0.656,1.935,0.988,-1.02,0.418,-1.025
0.935,0.37,0.564,0.099,-0.668,-2.709,0.163,0.304
-1.08,0.643,0.622,-0.476,-0.201,-0.945,-0.21,-0.24
0.932,-1.357,-0.046,0.152,2.021,-0.772,-0.291,-0.674
-0.03,-0.403,1.692,0.646,0.809,-1.575,0.285,0.168
-0.943,0.744,0.262,-0.308,0.349,-0.085,-0.017,-2.037
0.278,0.303,1.26,0.331,1.33,0.67,-2.583,-1.537
1.651,0.99,-0.039,-0.089,0.122,0.35,-0.184,-0.242
-0.08,-0.791,-0.315,0.011,1.483,-0.387,0.842,0.176
1.196,0.85,-0.982,-0.57,0.304,1.013,-2.584,1.185
1.339,1.841,-0.012,-0.312,0.728,0.087,-0.623,0.804
0.393,0.587,-0.175,-0.245,-0.754,-1.691,-0.926,1.234
-1.107,-0.364,-0.474,-1.336,-0.017,-0.351,-0.749,1.087
-0.259,0.242,0.442,-1.907,-0.045,-0.011,-1.392,0.806
-0.382,0.102,-1.536,-0.705,0.967,-0.994,-0.682,0.577
-0.34,0.669,0.349,-0.123,-0.021,-0.899,-0.143,0.994
-0.094,0.108,-0.203,-1.235,1.118,0.166,-0.315,0.684
-1.053,-1.084,0.363,-0.821,0.166,-1.356,-0.278,-0.072
0.069,-0.782,0.904,1.061,0.671,0.095,-0.474,-0.643
0.082,-1.465,0.656,-0.179,0.971,-1.433,-0.174,0.73
-0.485,-0.657,-0.103,0.362,-0.625,-1.041,-0.426,0.212
-0.598,-0.884,0.424,-1.267,-1.137,-0.689,0.483,1.161
0.843,-0.627,-0.205,0.775,0.544,1.749,-0.218,0.254
2.037,0.004,-0.462,0.277,0.003,-1.009,0.175,0.225
0.49,-0.398,-1.305,-0.005,1.094,0.594,0.174,-1.375
1.058,1.192,-0.042,1.255,-1.0,0.324,0.057,0.714
-0.095,0.559,-0.025,0.332,0.019,-0.186,-1.687,-1.009
-0.851,1.692,-1.164,0.249,-1.022,0.816,-0.728,-0.859
-0.757,-1.642,-0.814,-0.051,-0.127,-0.553,-1.557,-0.485
-0.48,0.079,0.892,0.375,-0.383,-0.855,0.501,1.546
0.48,0.432,0.599,-0.455,-1.068,0.308,0.213,-0.861
-1.124,0.447,-0.151,-0.872,-0.576,-0.98,1.75,1.747
0.541,1.019,1.399,-0.193,0.883,0.209,0.108,-0.549
2.027,-0.292,0.673,-0.999,1.282,0.754,0.627,0.398
-0.038,1.452,1.063,0.045,-0.746,-1.315,0.274,0.579
1.519,0.804,0.486,-1.293,0.693,0.917,0.105,0.082
1.735,-0.031,-2.84,-2.023,0.88,-0.359,-0.126,1.093
0.757,0.058,-1.454,0.47,0.251,0.757,-0.11,1.124
0.257,1.785,-1.4,1.541,1.14,-2.428,0.158,0.929
-1.21,1.429,-0.254,-0.758,-1.168,-0.21,-0.576,-0.186
-1.238,-0.709,-0.08,-0.596,1.213,1.504,-1.002,1.862
-1.118,1.605,-0.092,-0.83,-0.201,0.901,-1.295,-0.112
-0.389,0.714,3.17,-1.396,0.913,0.889,0.789,-0.717
-1.08,-0.183,-0.496,-0.045,2.42,0.91,1.687,0.73
0.661,0.63,-0.188,2.065,-0.515,0.364,0.343,2.14
0.805,-1.482,-0.011,1.709,-0.32,0.834,-0.701,1.752
-0.327,-0.084,0.384,0.102,-0.094,2.442,1.14,0.106
0.495,-1.142,0.414,1.675,-0.41,1.759,0.9,0.754
0.28,0.226,1.065,1.135,-1.032,2.085,-1.234,-0.206
-0.26,-1.821,0.088,0.442,-0.972,-0.45,0.298,-1.099
1.854,-1.182,1.028,2.147,-0.561,0.963,-1.302,-1.04
0.909,0.52,1.128,0.801,-0.944,0.437,0.301,0.907
0.757,1.191,-0.064,1.0,-0.358,-0.067,-1.105,0.989
0.842,0.016,-1.07,0.175,1.082,1.775,-1.6,-2.169
0.36,-0.435,0.177,0.942,-1.375,1.916,-0.013,-0.235
-0.952,-0.73,0.045,-0.872,-1.41,0.347,0.478,-0.016
0.063,-0.829,-1.14,-0.784,0.375,-0.166,1.547,1.112
-1.15,0.176,-0.863,1.729,-2.103,-0.031,0.19,1.54
-2.231,1.265,-0.054,1.03,-1.259,-0.181,1.64,-0.986
-1.341,2.102,1.084,2.088,-1.948,0.074,-0.503,-0.557
-0.599,0.886,1.271,-0.638,1.707,0.565,-1.051,0.337
0.016,-0.195,0.354,0.209,0.331,0.039,1.072,-0.026
0.948,0.224,-1.659,-1.757,0.973,0.696,-0.217,-2.173
0.182,0.635,0.24,0.078,-1.85,0.665,0.091,-0.917
-0.11,-1.197,0.707,0.184,0.708,-0.18,-0.691,-2.068
-0.627,1.283,-0.704,-0.448,0.134,-1.098,-0.904,-0.452
0.4,1.058,0.931,-0.568,0.929,1.12,-0.045,-0.212
-1.206,-0.12,0.033,0.359,0.039,-0.772,0.47,-0.139
-0.738,-0.709,-1.078,0.177,-1.392,0.077,-0.085,-0.097
-2.285,0.275,-1.493,0.385,-0.565,-1.305,1.224,0.747
-1.867,-1.358,1.96,1.708,-0.337,0.555,0.26,-0.796
0.27,0.845,-1.356,1.494,0.784,0.664,0.342,0.399
-1.131,0.83,-0.543,0.323,0.04,0.491,-1.021,-0.814
0.759,0.791,1.084,-0.686,0.241,0.342,0.71,-1.398
0.115,0.092,0.04,-0.141,1.432,-1.156,0.891,-0.711
-0.06,-0.281,1.775,-1.271,0.122,-0.688,0.359,-0.587
-0.291,0.319,0.425,0.146,0.95,-0.138,-0.176,-1.08
0.292,0.339,-0.653,-0.182,0.372,-0.156,-0.038,-0.104
-0.078,-1.295,0.556,0.223,-0.177,1.204,-1.13,-1.107
-1.51,-0.357,1.1,-0.523,-0.514,-0.155,-0.03,-1.134
-0.447,-2.073,-0.27,-0.65,-0.66,-0.144,-0.379,-0.054
0.93,-2.273,0.924,-0.609,-0.237,0.152,1.28,0.248
1.523,-0.954,-0.619,-0.539,0.447,1.064,0.135,-0.565
0.03,0.504,-0.367,1.441,0.68,0.696,-0.411,1.145
0.942,0.82,-0.575,0.665,-0.178,-0.319,-1.441,-0.412
0.433,0.211,0.466,3.001,-0.152,-0.826,0.877,0.537
-0.571,-0.234,-0.005,0.225,1.276,-0.722,-0.501,0.185
-1.098,-0.294,0.711,-0.324,-1.108,1.121,-0.395,-0.238
-1.466,-0.171,-1.217,0.244,0.862,1.009,-0.563,-0.523
0.506,0.164,0.739,-0.389,-0.033,-0.826,1.873,0.206
-1.631,-0.17,-0.488,0.773,0.603,1.085,0.835,1.217
-0.756,-0.396,1.87,0.233,1.081,-0.573,-0.331,0.425
0.114,-1.576,-0.278,0.663,2.183,-0.689,-0.333,0.972
1.502,0.575,1.789,0.547,0.114,-0.719,-0.295,1.763
-0.04,0.261,-0.995,0.499,0.475,-0.215,-1.97,1.566
1.57,-1.205,1.35,0.902,0.39,-0.97,-1.877,-0.336
0.065,-2.801,-0.327,-0.659,1.792,2.413,-0.585,-0.18
1.274,-0.597,-0.771,1.49,-1.752,-1.283,-1.918,1.378
1.966,0.069,0.536,0.671,-0.22,-1.21,0.17,0.605
-1.494,-0.789,0.76,0.862,-1.575,0.195,0.741,-1.008
0.037,0.127,0.726,-0.327,0.062,0.935,-0.207,1.108
-1.845,-0.984,1.989,-0.268,-0.163,-0.032,0.775,-0.702
-0.818,-1.206,0.128,-0.553,0.932,-1.358,-1.343,-1.032
0.338,1.079,0.717,0.964,0.089,-1.262,1.109,-0.101
-1.845,0.359,-0.477,-1.229,-0.365,0.525,0.021,0.556
0.035,1.535,0.798,-1.054,0.248,-0.469,0.102,-0.026
2.458,0.13,-0.541,-0.44,0.818,-0.274,0.22,0.279
2.932,-1.606,0.264,0.187,-1.212,0.542,-0.017,-0.63
1.461,-0.972,0.251,0.326,0.1,0.478,-0.378,0.249
0.812,-0.312,0.254,2.481,0.776,1.256,0.088,-0.755
1.452,-0.704,-1.065,2.012,-0.687,2.268,-0.705,1.217
-0.341,-0.312,-0.183,-1.05,-1.464,0.425,-0.377,0.818
0.357,0.419,1.177,-1.072,0.272,0.408,-1.849,-0.401
0.912,0.475,0.893,-1.332,-2.202,0.007,0.308,0.247
-0.622,0.961,0.773,-0.49,-2.055,-1.677,-2.581,0.865
-0.691,0.314,-0.031,-0.017,-0.582,0.446,0.843,0.511
-0.084,0.761,-1.503,-1.78,-0.312,-0.257,-1.21,-1.452
-0.748,0.872,0.605,-0.959,0.655,1.085,0.521,-2.036
1.125,0.426,0.895,-0.731,0.434,0.481,1.276,0.62
-0.164,0.936,0.222,-0.554,0.329,-0.672,-0.963,-0.15
1.479,-0.539,-0.221,-0.404,-0.235,0.281,0.034,0.23
0.327,-0.538,1.14,-0.817,0.163,0.385,-0.055,0.1
-0.528,0.097,-1.423,-0.798,-0.023,1.679,-0.47,0.17
0.849,-0.862,-0.544,0.268,-0.36,-1.026,0.318,-0.688
1.862,0.734,-0.529,0.425,0.075,-1.392,-0.126,-0.297
1.161,1.767,1.033,0.541,-2.196,-0.7,-0.013,0.449
-0.688,1.094,-0.281,0.642,-0.293,-0.011,-1.466,-1.321
0.837,-0.125,0.578,0.048,-1.26,0.339,0.235,-0.164
-0.075,-0.328,-0.171,0.889,-1.234,0.038,-1.423,0.507
-0.376,0.942,0.022,0.36,-1.578,1.341,-0.525,1.661
-1.967,1.02,-0.474,-0.138,-1.331,0.174,0.266,-1.749
-2.471,1.393,3.038,-0.05,0.139,0.665,0.038,0.941
-2.15,0.474,-0.22,-0.494,0.332,-0.3,1.276,-0.682
-0.802,1.452,0.742,-1.473,-0.415,0.31,1.541,0.624
-1.048,1.264,0.68,-0.805,1.046,-0.218,-0.072,-1.774
-0.202,-0.284,1.819,-1.463,1.534,0.022,1.623,-0.751
-1.677,-0.444,0.464,-1.661,0.625,-0.794,0.05,-2.556
-2.203,-0.095,0.785,1.245,1.014,-1.698,-2.286,-0.14
-0.231,-0.813,0.048,0.957,0.169,-1.442,-1.585,-0.766
0.572,-0.865,-0.058,1.327,1.383,-1.45,-0.639,0.701
0.788,-0.352,0.086,0.407,0.041,-0.696,-1.36,-0.004
0.929,0.428,-1.27,0.524,1.208,0.21,0.268,0.643
0.038,0.349,-1.398,0.855,0.496,-1.17,-0.321,0.839
0.729,0.023,-0.797,-0.784,0.731,-1.198,-2.382,1.488
1.194,-0.486,0.139,0.268,-0.396,-1.393,-0.442,0.323
-1.569,-1.132,0.326,-0.836,0.082,0.796,-1.669,0.635
-0.75,-0.472,-0.226,1.251,0.194,-0.705,0.946,-0.179
-1.689,-0.605,0.299,0.659,-0.533,-0.188,1.507,-0.362
-0.47,-1.032,0.216,-0.34,0.241,0.712,0.113,0.048
0.443,-0.895,0.928,1.823,1.316,0.758,1.234,0.339
0.852,-2.338,-0.297,-0.449,0.812,-1.574,1.263,-0.076
0.873,-1.281,1.736,0.477,-0.37,0.059,0.301,-0.644
-0.327,-2.111,1.175,0.705,-0.209,-0.401,1.233,-0.186
0.215,-0.421,-1.54,-1.678,-1.238,0.197,-1.159,0.692
0.518,0.137,0.67,1.204,-0.646,-0.434,2.612,-0.157
-0.616,-0.601,-3.092,-0.274,-0.041,-0.862,-0.283,-1.063
-1.008,-0.37,0.139,0.134,-0.261,-0.692,-0.531,0.42
-0.591,2.1,-0.456,-0.077,1.028,-1.42,-0.866,-1.233
0.299,0.775,0.296,-0.344,-0.905,-0.776,0.084,-0.545
-1.268,0.905,-1.177,-0.828,-0.114,-0.529,-0.756,-0.605
0.7,-0.061,-0.443,0.964,-0.209,0.383,1.152,-0.077
-1.036,0.374,-2.264,2.143,-1.307,0.175,0.879,0.446
0.181,2.178,1.237,-0.802,-1.894,0.591,1.27,-0.262
-0.114,1.2,-0.421,-0.804,0.777,1.218,-1.039,-0.565
0.065,-1.099,0.498,-1.559,-1.556,-0.224,-0.123,-0.016
-1.548,-1.386,-0.827,-0.078,1.671,-0.328,-0.622,0.907
0.047,0.232,0.478,1.91,0.255,0.134,1.114,-0.603
